player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Matthew Stafford,4924,QB,LA,1,69.2,39,40,9.2,2.78,0,4,9.3,65.0,26,0,8,3.7,43,1,0.13,14,26,80.3,78.7,80.9,53.6,0,2,46,1,51.2,25.0,89.9,4.7,2,1,0,1,3,1,2.2,283,7.1
Joe Burrow,28022,QB,CIN,1,80.0,30,33,7.0,2.39,1,1,3.0,66.7,22,0,18,8.3,42,2,-0.24,10,7,79.5,60.2,58.2,64.5,1,0,42,0,40.5,38.9,100.9,16.7,7,1,0,1,1,0,0.0,263,8.0
Joe Mixon,11803,HB,CIN,1,100.0,1,1,14.0,2.4,0,0,0.0,100.0,1,0,0,0.0,1,0,2.27,1,7,76.7,62.0,69.5,68.1,0,0,1,0,100.0,,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0
Cooper Kupp,11824,WR,LA,1,0.0,1,1,4.0,3.8,0,0,0.0,0.0,0,0,0,,1,0,-1.13,0,26,71.8,85.2,57.7,63.1,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
