player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Drake Maye,143969,QB,NE,1,81.3,32,34,12.2,2.99,1,1,2.8,73.5,25,0,17,3.8,37,1,0.34,16,19,79.5,84.2,84.9,53.1,0,0,40,0,54.1,5.9,107.6,2.7,1,2,0,1,1,1,2.5,281,8.3
Dak Prescott,10769,QB,DAL,1,87.1,31,33,7.5,2.85,1,0,0.0,75.8,25,0,11,7.4,34,2,0.32,16,9,28.6,68.4,67.1,61.3,0,0,35,0,61.8,9.1,138.6,2.9,1,0,0,1,4,3,8.6,268,8.1
J.J. McCarthy,144918,QB,MIN,1,73.3,30,32,10.0,2.68,2,2,6.1,50.0,16,0,9,27.3,32,6,-0.42,10,18,77.9,52.9,52.6,,0,2,33,0,37.5,0.0,47.7,0.0,0,0,0,0,1,3,9.1,150,4.7
Caleb Williams,144622,QB,CHI,1,67.9,28,32,11.5,3.54,0,1,3.1,50.0,16,0,15,15.8,36,3,0.03,7,6,78.8,66.4,60.6,75.4,0,0,37,1,44.4,13.3,68.9,5.6,2,2,0,4,0,0,0.0,193,6.0
Josh Allen,46601,QB,BUF,1,66.7,30,30,11.3,2.88,0,2,6.1,63.3,19,0,14,5.0,33,1,0.38,14,4,79.1,72.4,68.6,75.8,0,2,36,1,45.5,0.0,104.4,0.0,0,3,0,0,3,2,5.6,317,10.6
Marcus Mariota,9435,QB,WAS,1,75.0,28,30,7.2,2.55,0,1,3.0,66.7,20,0,11,4.8,32,1,0.27,11,32,78.9,53.6,51.2,64.0,0,1,35,0,59.4,9.1,84.4,3.1,1,1,0,2,1,2,5.7,213,7.1
Jameis Winston,9434,QB,NYG,1,69.0,29,29,7.7,2.51,0,0,0.0,65.5,19,0,9,5.0,31,1,0.19,10,21,78.5,54.8,47.7,81.0,0,1,33,0,48.4,22.2,71.2,6.5,2,0,0,0,0,3,9.1,201,6.9
Baker Mayfield,46518,QB,TB,1,69.2,26,28,7.7,2.8,1,1,3.3,57.1,16,0,7,11.1,35,2,-0.2,9,30,28.1,55.1,50.9,67.0,0,1,38,0,51.4,14.3,72.5,2.9,1,4,0,1,1,3,7.9,173,6.2
Jalen Hurts,40291,QB,PHI,1,63.0,27,28,13.2,2.93,0,3,9.7,50.0,14,0,8,17.6,32,3,-0.3,6,24,79.8,77.1,78.7,58.6,0,0,35,0,25.0,12.5,63.8,3.1,1,2,0,1,0,0,0.0,135,4.8
Matthew Stafford,4924,QB,LA,1,68.0,25,28,5.2,2.46,1,0,0.0,53.6,15,0,11,11.8,28,2,-0.27,6,26,77.0,71.1,69.9,,0,0,28,0,46.4,0.0,89.9,0.0,0,0,0,2,2,0,0.0,130,4.6
Brock Purdy,77672,QB,SF,1,82.6,23,26,8.1,3.14,0,1,3.6,73.1,19,0,8,0.0,27,0,0.25,13,28,77.6,61.9,61.6,59.4,0,0,30,0,55.6,12.5,133.5,3.7,1,0,0,3,3,2,6.7,200,7.7
Justin Fields,82118,QB,NYJ,1,78.3,23,26,8.6,3.16,2,1,3.8,57.7,15,0,15,16.7,32,3,-0.2,8,22,28.6,68.1,68.8,61.3,0,0,32,1,43.8,13.3,81.6,6.3,2,4,0,1,1,1,3.1,116,4.5
Lamar Jackson,46416,QB,BLT,1,60.0,25,25,8.2,3.04,0,0,0.0,56.0,14,0,14,6.7,31,1,-0.39,10,3,78.5,49.8,48.5,61.3,0,2,32,1,41.9,35.7,47.6,16.1,5,1,0,0,0,1,3.1,193,7.7
Jordan Love,40306,QB,GB,1,85.0,20,24,13.6,3.18,1,3,11.1,54.2,13,0,12,23.5,28,4,0.24,9,12,77.6,93.1,93.4,52.3,2,0,31,0,46.4,16.7,105.2,7.1,2,1,0,1,2,0,0.0,174,7.3
Trevor Lawrence,77632,QB,JAX,1,75.0,20,22,10.1,2.77,2,0,0.0,63.6,14,0,7,6.7,24,1,-0.08,11,15,77.4,57.8,59.1,53.7,0,1,26,0,58.3,0.0,80.3,0.0,0,2,0,0,1,2,7.7,153,7.0
Tua Tagovailoa,60326,QB,MIA,1,80.0,20,20,6.5,2.24,0,0,0.0,70.0,14,0,5,12.5,26,2,-0.17,8,17,76.8,55.9,57.6,,0,0,27,1,42.3,60.0,96.0,11.5,3,0,0,0,0,1,3.7,171,8.6
Justin Herbert,28237,QB,LAC,1,71.4,14,18,5.5,3.1,1,1,5.0,55.6,10,0,9,0.0,23,0,-0.55,4,27,76.6,53.0,51.4,61.3,1,1,26,1,39.1,22.2,44.0,8.7,2,3,0,2,0,1,3.8,81,4.5
Shedeur Sanders,131396,QB,CLV,1,35.7,14,16,9.8,3.31,0,1,6.3,25.0,4,0,10,20.0,21,1,-0.71,3,8,23.4,27.4,26.6,59.1,1,1,21,1,19.0,20.0,13.5,9.5,2,3,0,1,0,3,14.3,47,2.9
Mason Rudolph,46569,QB,PIT,1,85.7,14,16,2.9,2.94,0,0,0.0,75.0,12,0,2,0.0,16,0,0.6,8,25,74.6,59.8,62.7,60.0,0,0,17,1,56.3,0.0,118.5,0.0,0,0,0,2,1,0,0.0,127,7.9
Michael Penix Jr.,82134,QB,ATL,1,93.3,15,16,8.3,2.74,0,0,0.0,81.3,13,0,6,7.1,17,1,0.74,8,2,74.8,79.1,74.3,65.6,0,0,19,0,70.6,0.0,112.2,0.0,0,1,0,1,0,0,0.0,175,10.9
Aaron Rodgers,2241,QB,PIT,1,60.0,15,15,5.6,3.69,0,0,0.0,60.0,9,0,10,0.0,17,0,0.14,6,25,75.4,42.9,40.3,63.3,0,0,21,0,47.1,10.0,106.5,5.9,1,1,0,0,1,0,0.0,116,7.7
Kirk Cousins,7102,QB,ATL,1,61.5,13,14,10.0,2.63,0,0,0.0,42.9,6,0,3,25.0,14,2,-0.47,3,2,74.3,55.1,52.3,62.6,1,0,16,0,35.7,0.0,52.1,0.0,0,0,0,0,0,1,6.3,48,3.4
Dillon Gabriel,86272,QB,CLV,1,70.0,10,10,5.6,2.73,0,0,0.0,70.0,7,0,4,0.0,12,0,-0.43,2,8,73.0,49.4,55.4,48.0,0,0,12,0,33.3,25.0,88.7,8.3,1,1,0,0,0,0,0.0,68,6.8
Trey Lance,91399,QB,LAC,1,57.1,7,8,16.9,3.67,0,1,12.5,37.5,3,0,3,25.0,9,1,-0.98,1,27,72.9,52.0,52.6,57.7,1,0,9,0,22.2,33.3,52.6,11.1,1,0,0,0,0,1,11.1,37,4.6
Malik Willis,60341,QB,GB,1,100.0,2,2,5.0,2.9,0,0,0.0,100.0,2,0,1,0.0,2,0,1.2,2,12,66.1,77.5,71.4,63.7,0,0,2,0,100.0,0.0,118.8,0.0,0,0,0,0,1,0,0.0,6,3.0
RJ Harvey,99622,HB,DEN,1,0.0,1,1,2.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,-0.33,0,10,75.3,55.5,59.0,58.5,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Isaiah Williams,97156,WR,NYJ,1,0.0,1,1,7.0,3.6,0,0,0.0,0.0,0,0,0,,1,0,-0.55,0,22,72.7,49.0,56.3,56.6,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
