player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Gardner Minshew,41401,QB,IND,1,63.6,22,24,10.2,2.98,1,1,3.7,54.2,13,0,10,7.1,26,1,-0.11,6,14,77.2,64.4,60.4,65.6,0,0,29,1,42.3,10.0,71.7,3.8,1,1,0,1,0,0,0.0,141,5.9
Marcus Mariota,9435,QB,PHI,1,68.4,19,20,8.7,2.93,1,1,5.0,65.0,13,0,8,0.0,25,0,-0.11,11,24,26.1,64.7,52.5,84.6,0,1,25,1,56.0,37.5,82.9,12.0,3,2,0,0,1,2,8.0,148,7.4
Mason Rudolph,46569,QB,PIT,1,90.0,20,20,3.1,2.37,0,0,0.0,90.0,18,0,9,0.0,24,0,-0.28,8,25,18.0,39.4,46.2,60.0,0,0,24,1,41.7,33.3,115.0,12.5,3,0,0,0,1,2,8.3,152,7.6
Trevor Siemian,9683,QB,NYJ,1,56.3,16,20,9.2,2.77,1,1,4.8,40.0,8,0,8,11.1,21,1,-0.48,3,22,76.3,50.9,47.2,64.7,0,0,22,0,28.6,12.5,50.0,4.8,1,0,0,3,0,0,0.0,70,3.5
Bryce Young,123943,QB,CAR,1,77.8,18,18,5.9,2.86,0,1,5.6,61.1,11,0,13,21.4,23,3,-0.7,3,5,75.9,58.8,55.9,64.1,0,0,24,0,21.7,23.1,74.8,13.0,3,2,0,0,0,1,4.2,94,5.2
Jalen Hurts,40291,QB,PHI,1,66.7,12,16,11.8,3.34,0,0,0.0,43.8,7,0,10,12.5,19,1,-1.04,0,24,75.2,53.4,51.4,62.7,1,1,19,0,15.8,20.0,26.8,10.5,2,1,0,3,0,1,5.3,55,3.4
Justin Fields,82118,QB,CHI,1,73.3,15,16,9.3,3.44,1,1,6.3,68.8,11,0,15,0.0,24,0,-0.08,10,6,77.6,61.0,58.3,63.3,0,0,24,0,50.0,33.3,97.9,20.8,5,3,0,0,0,1,4.2,148,9.3
Cooper Rush,12324,QB,DAL,1,75.0,4,4,6.5,1.93,0,0,0.0,75.0,3,0,1,0.0,4,0,0.28,2,9,66.9,63.3,62.8,,0,0,4,0,50.0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,30,7.5
Logan Woodside,46517,QB,ATL,1,75.0,4,4,2.0,2.55,0,0,0.0,75.0,3,0,2,0.0,6,0,-1.52,3,2,68.9,24.8,24.9,58.3,0,1,6,0,66.7,50.0,53.1,16.7,1,1,0,0,0,1,16.7,27,6.8
A.J. McCarron,8799,QB,CIN,1,100.0,4,4,-1.5,2.48,0,0,0.0,75.0,3,0,3,25.0,5,1,-0.59,0,7,68.0,62.2,61.4,,0,0,5,0,20.0,33.3,85.4,20.0,1,0,0,0,0,0,0.0,20,5.0
Tommy DeVito,60545,QB,NYG,1,100.0,2,2,3.0,3.63,0,0,0.0,100.0,2,0,2,0.0,3,0,-0.72,0,21,65.5,59.7,59.6,,0,0,3,0,0.0,50.0,95.8,33.3,1,0,0,0,0,0,0.0,14,7.0
Dyami Brown,77986,WR,WAS,1,100.0,1,1,1.0,3.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0.03,0,32,60.4,66.1,60.0,,0,0,1,0,100.0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Jimmy Garoppolo,8697,QB,LV,1,0.0,1,1,5.0,3.25,0,0,0.0,0.0,0,0,1,,2,0,-0.94,0,23,63.6,50.7,51.9,,0,0,2,0,0.0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
DeAndre Hopkins,7808,WR,TEN,1,0.0,1,1,-2.0,4.5,0,0,0.0,0.0,0,0,1,,1,0,-0.45,0,31,70.1,73.4,59.6,,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
