player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Breece Hall,97636,HB,NYJ,1,37,7,1,28.1,50,0,178,0,0,7,149,72.3,4,8,22,0,10,81.1,82.7,76.6,,59.9,64.8,80.2,60.0,50,0,12,2,14,40,0,0,2,39,1,178,149,4.03,4.8,0.86,27
Jonathan Taylor,57488,HB,IND,1,30,7,2,37.8,71,0,188,0,3,7,132,137.5,8,9,14,0,13,80.0,83.0,79.1,,78.0,60.7,81.6,,49,0,8,2,16,31,0,0,2,32,1,188,132,4.4,6.3,0.5,16
James Conner,11860,HB,ARZ,1,27,8,3,50.7,76,0,150,0,1,8,129,138.7,5,9,1,0,19,79.3,82.1,76.7,,75.3,78.0,78.6,58.9,29,0,54,4,17,32,0,0,4,31,1,150,129,4.78,5.6,3.18,6
Najee Harris,57121,HB,PIT,1,26,7,1,13.4,15,0,112,0,1,7,74,73.4,3,6,25,0,9,79.2,86.0,75.2,,,77.3,81.2,60.0,15,0,21,5,9,28,0,0,5,31,1,112,74,2.85,4.3,2.33,16
Zamir White,83665,HB,LV,1,25,2,1,22.3,25,0,112,0,0,2,70,21.5,3,7,23,0,8,78.5,68.3,75.3,,14.6,64.3,70.4,60.0,25,0,9,1,13,30,0,0,2,26,0,112,70,2.8,4.5,0.69,16
Devin Singletary,40485,HB,HST,1,24,3,0,0.0,0,0,63,0,0,3,55,27.5,0,3,13,0,17,78.5,61.0,75.1,,81.8,53.5,61.1,,7,0,2,1,19,25,0,0,1,25,1,63,55,2.29,2.6,0.11,6
Chuba Hubbard,57373,HB,CAR,1,23,2,1,20.5,17,0,83,0,0,2,47,16.3,3,6,5,0,15,78.2,59.1,78.0,,45.6,58.8,60.3,,17,0,9,2,11,23,0,0,2,25,0,83,47,2.04,3.6,0.82,8
Aaron Jones,11937,HB,GB,1,22,7,1,15.3,17,0,111,0,0,7,84,99.0,4,8,12,0,7,78.4,80.4,78.0,,77.1,75.5,77.5,60.0,17,0,30,5,23,24,0,0,5,27,0,111,84,3.82,5.0,1.3,15
La'Mical Perine,26408,HB,KC,1,21,2,0,0.0,0,0,76,1,0,2,48,19.0,1,3,16,0,5,77.8,65.0,78.8,,73.4,48.7,66.6,72.6,10,0,33,3,25,22,0,0,4,24,0,76,48,2.29,3.6,1.32,15
Rachaad White,131633,HB,TB,1,19,1,0,0.0,0,0,75,0,1,1,40,18.3,1,4,30,0,5,77.5,49.5,77.1,,38.7,58.2,46.9,78.2,13,0,18,4,21,22,0,0,4,23,0,75,40,2.11,3.9,0.86,14
