team,position,count,probability,moneyline
ARI,OT,1894,0.3788,+164
ARI,EDGE,1500,0.3,+233
ARI,LB,1474,0.2948,+239
ARI,RB,82,0.0164,+5998
ARI,WR,28,0.0056,+17757
ARI,CB,19,0.0038,+26216
ARI,S,3,0.0006,+166567
BAL,WR,2181,0.4362,+129
BAL,IOL,1432,0.2864,+249
BAL,TE,446,0.0892,+1021
BAL,OT,383,0.0766,+1205
BAL,EDGE,198,0.0396,+2425
BAL,RB,137,0.0274,+3550
BAL,S,100,0.02,+4900
BAL,CB,82,0.0164,+5998
BAL,LB,40,0.008,+12400
BAL,QB,1,0.0002,+499900
BUF,WR,1857,0.3714,+169
BUF,EDGE,1759,0.3518,+184
BUF,DT,538,0.1076,+829
BUF,S,308,0.0616,+1523
BUF,IOL,259,0.0518,+1831
BUF,OT,137,0.0274,+3550
BUF,CB,64,0.0128,+7712
BUF,TE,40,0.008,+12400
BUF,LB,31,0.0062,+16029
BUF,QB,7,0.0014,+71329
CAR,EDGE,1383,0.2766,+262
CAR,TE,1297,0.2594,+286
CAR,WR,1083,0.2166,+362
CAR,OT,771,0.1542,+549
CAR,DT,173,0.0346,+2790
CAR,S,107,0.0214,+4573
CAR,CB,94,0.0188,+5219
CAR,IOL,66,0.0132,+7476
CAR,RB,19,0.0038,+26216
CAR,LB,7,0.0014,+71329
CHI,DT,2800,0.56,-127
CHI,S,1363,0.2726,+267
CHI,CB,239,0.0478,+1992
CHI,WR,202,0.0404,+2375
CHI,OT,180,0.036,+2678
CHI,EDGE,118,0.0236,+4137
CHI,TE,55,0.011,+8991
CHI,IOL,25,0.005,+19900
CHI,LB,8,0.0016,+62400
CHI,QB,7,0.0014,+71329
CHI,RB,3,0.0006,+166567
CIN,S,2065,0.413,+142
CIN,LB,1716,0.3432,+191
CIN,OT,407,0.0814,+1129
CIN,RB,205,0.041,+2339
CIN,CB,166,0.0332,+2912
CIN,IOL,164,0.0328,+2949
CIN,WR,163,0.0326,+2967
CIN,EDGE,96,0.0192,+5108
CIN,TE,17,0.0034,+29312
CIN,QB,1,0.0002,+499900
CLE,OT,4169,0.8338,-502
CLE,WR,4103,0.8206,-457
CLE,EDGE,450,0.09,+1011
CLE,IOL,317,0.0634,+1477
CLE,RB,211,0.0422,+2270
CLE,LB,193,0.0386,+2491
CLE,CB,180,0.036,+2678
CLE,S,163,0.0326,+2967
CLE,DT,91,0.0182,+5395
CLE,TE,67,0.0134,+7363
CLE,QB,56,0.0112,+8829
DAL,CB,3662,0.7324,-274
DAL,EDGE,2030,0.406,+146
DAL,S,1716,0.3432,+191
DAL,OT,955,0.191,+424
DAL,DT,404,0.0808,+1138
DAL,LB,404,0.0808,+1138
DAL,WR,396,0.0792,+1163
DAL,RB,187,0.0374,+2574
DAL,IOL,140,0.028,+3471
DAL,TE,106,0.0212,+4617
DET,OT,4380,0.876,-706
DET,EDGE,164,0.0328,+2949
DET,S,111,0.0222,+4405
DET,DT,105,0.021,+4662
DET,WR,79,0.0158,+6229
DET,RB,65,0.013,+7592
DET,TE,37,0.0074,+13414
DET,IOL,28,0.0056,+17757
DET,CB,19,0.0038,+26216
DET,LB,12,0.0024,+41567
HOU,OT,2185,0.437,+129
HOU,DT,1946,0.3892,+157
HOU,EDGE,194,0.0388,+2477
HOU,CB,172,0.0344,+2807
HOU,IOL,160,0.032,+3025
HOU,WR,158,0.0316,+3065
HOU,TE,62,0.0124,+7965
HOU,S,58,0.0116,+8521
HOU,LB,32,0.0064,+15525
HOU,RB,17,0.0034,+29312
HOU,QB,16,0.0032,+31150
KC,CB,2845,0.569,-132
KC,EDGE,2780,0.556,-125
KC,OT,1915,0.383,+161
KC,WR,1240,0.248,+303
KC,S,854,0.1708,+485
KC,LB,134,0.0268,+3631
KC,RB,86,0.0172,+5714
KC,DT,72,0.0144,+6844
KC,TE,40,0.008,+12400
KC,IOL,19,0.0038,+26216
KC,QB,15,0.003,+33233
LAC,EDGE,1768,0.3536,+183
LAC,WR,1157,0.2314,+332
LAC,S,725,0.145,+590
LAC,IOL,561,0.1122,+791
LAC,DT,500,0.1,+900
LAC,OT,198,0.0396,+2425
LAC,TE,53,0.0106,+9334
LAC,CB,32,0.0064,+15525
LAC,RB,3,0.0006,+166567
LAC,LB,2,0.0004,+249900
LAC,QB,1,0.0002,+499900
LAR,WR,2363,0.4726,+112
LAR,OT,2162,0.4324,+131
LAR,LB,117,0.0234,+4174
LAR,RB,109,0.0218,+4487
LAR,S,80,0.016,+6150
LAR,EDGE,58,0.0116,+8521
LAR,CB,47,0.0094,+10538
LAR,IOL,37,0.0074,+13414
LAR,TE,26,0.0052,+19131
LAR,QB,1,0.0002,+499900
LV,QB,5000,1.0,-inf
MIA,CB,3009,0.6018,-151
MIA,WR,2887,0.5774,-137
MIA,EDGE,1622,0.3244,+208
MIA,IOL,761,0.1522,+557
MIA,S,604,0.1208,+728
MIA,TE,461,0.0922,+985
MIA,OT,325,0.065,+1438
MIA,DT,115,0.023,+4248
MIA,RB,103,0.0206,+4754
MIA,LB,89,0.0178,+5518
MIA,QB,24,0.0048,+20733
MIN,S,3804,0.7608,-318
MIN,CB,406,0.0812,+1132
MIN,OT,228,0.0456,+2093
MIN,DT,134,0.0268,+3631
MIN,RB,122,0.0244,+3998
MIN,EDGE,100,0.02,+4900
MIN,WR,99,0.0198,+4951
MIN,TE,63,0.0126,+7837
MIN,IOL,38,0.0076,+13058
MIN,LB,6,0.0012,+83233
NE,EDGE,2365,0.473,+111
NE,DT,795,0.159,+529
NE,OT,728,0.1456,+587
NE,WR,562,0.1124,+790
NE,TE,227,0.0454,+2103
NE,CB,147,0.0294,+3301
NE,LB,107,0.0214,+4573
NE,S,29,0.0058,+17141
NE,IOL,20,0.004,+24900
NE,QB,19,0.0038,+26216
NE,RB,1,0.0002,+499900
NO,CB,1928,0.3856,+159
NO,WR,1211,0.2422,+313
NO,EDGE,1169,0.2338,+328
NO,LB,213,0.0426,+2247
NO,RB,208,0.0416,+2304
NO,OT,190,0.038,+2532
NO,S,73,0.0146,+6749
NO,IOL,7,0.0014,+71329
NO,TE,1,0.0002,+499900
NYG,LB,1463,0.2926,+242
NYG,WR,1270,0.254,+294
