pick,player,model_prob,market_prob,edge,abs_edge,model_version,run_timestamp,source,market_timestamp
1,Fernando Mendoza,1.0,0.0,1.0,1.0,v1,2026-04-15T13:09:30,,
18,Dillon Thieneman,0.4352,0.0,0.4352,0.4352,v1,2026-04-15T13:09:30,,
2,David Bailey,0.401,0.0,0.401,0.401,v1,2026-04-15T13:09:30,,
12,Jermod McCoy,0.4008,0.0,0.4008,0.4008,v1,2026-04-15T13:09:30,,
25,Peter Woods,0.3486,0.0,0.3486,0.3486,v1,2026-04-15T13:09:30,,
7,Rueben Bain,0.306,0.0,0.306,0.306,v1,2026-04-15T13:09:30,,
17,Kadyn Proctor,0.292,0.0,0.292,0.292,v1,2026-04-15T13:09:30,,
14,Olaivavega Ioane,0.2864,0.0,0.2864,0.2864,v1,2026-04-15T13:09:30,,
15,Keldric Faulk,0.284,0.0,0.284,0.284,v1,2026-04-15T13:09:30,,
10,Sonny Styles,0.339,0.064396584323741,0.274603415676259,0.274603415676259,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
19,Kenyon Sadiq,0.2594,0.0,0.2594,0.2594,v1,2026-04-15T13:09:30,,
2,Arvell Reese,0.4754,0.7343734660187259,-0.2589734660187259,0.2589734660187259,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
13,Jordyn Tyson,0.2562,0.0,0.2562,0.2562,v1,2026-04-15T13:09:30,,
18,Emmanuel McNeil-Warren,0.2404,0.0,0.2404,0.2404,v1,2026-04-15T13:09:30,,
17,Monroe Freeling,0.222,0.0,0.222,0.222,v1,2026-04-15T13:09:30,,
15,Kenyon Sadiq,0.2212,0.0,0.2212,0.2212,v1,2026-04-15T13:09:30,,
3,Francis Mauigoa,0.3474,0.1263856274360412,0.22101437256395878,0.22101437256395878,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
24,Caleb Lomu,0.22,0.0,0.22,0.22,v1,2026-04-15T13:09:30,,
8,Mansoor Delane,0.33,0.113217111596065,0.216782888403935,0.216782888403935,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
17,Spencer Fano,0.2158,0.0,0.2158,0.2158,v1,2026-04-15T13:09:30,,
8,Rueben Bain,0.2132,0.0,0.2132,0.2132,v1,2026-04-15T13:09:30,,
31,Cashius Howell,0.2092,0.0,0.2092,0.2092,v1,2026-04-15T13:09:30,,
11,Makai Lemon,0.2052,0.0,0.2052,0.2052,v1,2026-04-15T13:09:30,,
25,Kayden McDonald,0.2036,0.0,0.2036,0.2036,v1,2026-04-15T13:09:30,,
28,Kayden McDonald,0.202,0.0,0.202,0.202,v1,2026-04-15T13:09:30,,
14,Jordyn Tyson,0.1926,0.0,0.1926,0.1926,v1,2026-04-15T13:09:30,,
24,Kevin Concepcion,0.191,0.0,0.191,0.191,v1,2026-04-15T13:09:30,,
10,Caleb Downs,0.3482,0.1589006626170234,0.1892993373829766,0.1892993373829766,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
21,Kadyn Proctor,0.183,0.0,0.183,0.183,v1,2026-04-15T13:09:30,,
32,Colton Hood,0.1822,0.0,0.1822,0.1822,v1,2026-04-15T13:09:30,,
13,Spencer Fano,0.1818,0.0,0.1818,0.1818,v1,2026-04-15T13:09:30,,
25,Emmanuel McNeil-Warren,0.1816,0.0,0.1816,0.1816,v1,2026-04-15T13:09:30,,
13,Makai Lemon,0.1754,0.0,0.1754,0.1754,v1,2026-04-15T13:09:30,,
32,Zion Young,0.1744,0.0,0.1744,0.1744,v1,2026-04-15T13:09:30,,
29,Avieon Terrell,0.1724,0.0,0.1724,0.1724,v1,2026-04-15T13:09:30,,
5,Carnell Tate,0.2256,0.0569254192482456,0.1686745807517544,0.1686745807517544,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
1,Arvell Reese,0.0,0.1665386785634265,-0.1665386785634265,0.1665386785634265,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
20,Akheem Mesidor,0.1642,0.0,0.1642,0.1642,v1,2026-04-15T13:09:30,,
27,Blake Miller,0.1632,0.0,0.1632,0.1632,v1,2026-04-15T13:09:30,,
12,Mansoor Delane,0.162,0.0,0.162,0.162,v1,2026-04-15T13:09:30,,
29,T.J. Parker,0.1618,0.0,0.1618,0.1618,v1,2026-04-15T13:09:30,,
13,Monroe Freeling,0.1572,0.0,0.1572,0.1572,v1,2026-04-15T13:09:30,,
26,T.J. Parker,0.1554,0.0,0.1554,0.1554,v1,2026-04-15T13:09:30,,
28,Peter Woods,0.1518,0.0,0.1518,0.1518,v1,2026-04-15T13:09:30,,
26,Kevin Concepcion,0.1514,0.0,0.1514,0.1514,v1,2026-04-15T13:09:30,,
21,Blake Miller,0.1506,0.0,0.1506,0.1506,v1,2026-04-15T13:09:30,,
23,Caleb Lomu,0.1502,0.0,0.1502,0.1502,v1,2026-04-15T13:09:30,,
15,Akheem Mesidor,0.1496,0.0,0.1496,0.1496,v1,2026-04-15T13:09:30,,
21,Caleb Lomu,0.1494,0.0,0.1494,0.1494,v1,2026-04-15T13:09:30,,
1,David Bailey,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
1,Ty Simpson,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
23,Blake Miller,0.1478,0.0,0.1478,0.1478,v1,2026-04-15T13:09:30,,
11,Mansoor Delane,0.147,0.0,0.147,0.147,v1,2026-04-15T13:09:30,,
19,Akheem Mesidor,0.1464,0.0,0.1464,0.1464,v1,2026-04-15T13:09:30,,
28,Blake Miller,0.146,0.0,0.146,0.146,v1,2026-04-15T13:09:30,,
9,Rueben Bain Jr.,0.0,0.1431959336557933,-0.1431959336557933,0.1431959336557933,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
30,Avieon Terrell,0.1424,0.0,0.1424,0.1424,v1,2026-04-15T13:09:30,,
11,Jermod McCoy,0.142,0.0,0.142,0.142,v1,2026-04-15T13:09:30,,
29,Cashius Howell,0.142,0.0,0.142,0.142,v1,2026-04-15T13:09:30,,
11,Jordyn Tyson,0.1418,0.0,0.1418,0.1418,v1,2026-04-15T13:09:30,,
30,Colton Hood,0.1398,0.0,0.1398,0.1398,v1,2026-04-15T13:09:30,,
26,Denzel Boston,0.1378,0.0,0.1378,0.1378,v1,2026-04-15T13:09:30,,
16,Akheem Mesidor,0.135,0.0,0.135,0.135,v1,2026-04-15T13:09:30,,
32,Avieon Terrell,0.134,0.0,0.134,0.134,v1,2026-04-15T13:09:30,,
20,Avieon Terrell,0.1332,0.0,0.1332,0.1332,v1,2026-04-15T13:09:30,,
8,Rueben Bain Jr.,0.0,0.1320866301954092,-0.1320866301954092,0.1320866301954092,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
28,Max Iheanachor,0.132,0.0,0.132,0.132,v1,2026-04-15T13:09:30,,
20,Keldric Faulk,0.127,0.0,0.127,0.127,v1,2026-04-15T13:09:30,,
14,Makai Lemon,0.1268,0.0,0.1268,0.1268,v1,2026-04-15T13:09:30,,
22,Akheem Mesidor,0.1252,0.0,0.1252,0.1252,v1,2026-04-15T13:09:30,,
32,Cashius Howell,0.1252,0.0,0.1252,0.1252,v1,2026-04-15T13:09:30,,
31,T.J. Parker,0.1246,0.0,0.1246,0.1246,v1,2026-04-15T13:09:30,,
16,Omar Cooper Jr.,0.1222,0.0,0.1222,0.1222,v1,2026-04-15T13:09:30,,
27,Denzel Boston,0.1218,0.0,0.1218,0.1218,v1,2026-04-15T13:09:30,,
27,Caleb Lomu,0.1216,0.0,0.1216,0.1216,v1,2026-04-15T13:09:30,,
9,Rueben Bain,0.1202,0.0,0.1202,0.1202,v1,2026-04-15T13:09:30,,
30,Cashius Howell,0.1176,0.0,0.1176,0.1176,v1,2026-04-15T13:09:30,,
30,Denzel Boston,0.1172,0.0,0.1172,0.1172,v1,2026-04-15T13:09:30,,
6,Sonny Styles,0.0276,0.1425894484628289,-0.1149894484628289,0.1149894484628289,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
6,Francis Mauigoa,0.1992,0.0855536690776973,0.11364633092230268,0.11364633092230268,v1,2026-04-15T13:09:30,DraftKings,2026-04-15 15:51:34
