team,position,count,probability
ARI,OT,1894,0.3788
ARI,EDGE,1500,0.3
ARI,LB,1474,0.2948
ARI,RB,82,0.0164
ARI,WR,28,0.0056
ARI,CB,19,0.0038
ARI,S,3,0.0006
BAL,WR,2181,0.4362
BAL,IOL,1432,0.2864
BAL,TE,446,0.0892
BAL,OT,383,0.0766
BAL,EDGE,198,0.0396
BAL,RB,137,0.0274
BAL,S,100,0.02
BAL,CB,82,0.0164
BAL,LB,40,0.008
BAL,QB,1,0.0002
BUF,WR,1857,0.3714
BUF,EDGE,1759,0.3518
BUF,DT,538,0.1076
BUF,S,308,0.0616
BUF,IOL,259,0.0518
BUF,OT,137,0.0274
BUF,CB,64,0.0128
BUF,TE,40,0.008
BUF,LB,31,0.0062
BUF,QB,7,0.0014
CAR,EDGE,1383,0.2766
CAR,TE,1297,0.2594
CAR,WR,1083,0.2166
CAR,OT,771,0.1542
CAR,DT,173,0.0346
CAR,S,107,0.0214
CAR,CB,94,0.0188
CAR,IOL,66,0.0132
CAR,RB,19,0.0038
CAR,LB,7,0.0014
CHI,DT,2800,0.56
CHI,S,1363,0.2726
CHI,CB,239,0.0478
CHI,WR,202,0.0404
CHI,OT,180,0.036
CHI,EDGE,118,0.0236
CHI,TE,55,0.011
CHI,IOL,25,0.005
CHI,LB,8,0.0016
CHI,QB,7,0.0014
CHI,RB,3,0.0006
CIN,S,2065,0.413
CIN,LB,1716,0.3432
CIN,OT,407,0.0814
CIN,RB,205,0.041
CIN,CB,166,0.0332
CIN,IOL,164,0.0328
CIN,WR,163,0.0326
CIN,EDGE,96,0.0192
CIN,TE,17,0.0034
CIN,QB,1,0.0002
CLE,OT,4169,0.8338
CLE,WR,4103,0.8206
CLE,EDGE,450,0.09
CLE,IOL,317,0.0634
CLE,RB,211,0.0422
CLE,LB,193,0.0386
CLE,CB,180,0.036
CLE,S,163,0.0326
CLE,DT,91,0.0182
CLE,TE,67,0.0134
CLE,QB,56,0.0112
DAL,CB,3662,0.7324
DAL,EDGE,2030,0.406
DAL,S,1716,0.3432
DAL,OT,955,0.191
DAL,DT,404,0.0808
DAL,LB,404,0.0808
DAL,WR,396,0.0792
DAL,RB,187,0.0374
DAL,IOL,140,0.028
DAL,TE,106,0.0212
DET,OT,4380,0.876
DET,EDGE,164,0.0328
DET,S,111,0.0222
DET,DT,105,0.021
DET,WR,79,0.0158
DET,RB,65,0.013
DET,TE,37,0.0074
DET,IOL,28,0.0056
DET,CB,19,0.0038
DET,LB,12,0.0024
HOU,OT,2185,0.437
HOU,DT,1946,0.3892
HOU,EDGE,194,0.0388
HOU,CB,172,0.0344
HOU,IOL,160,0.032
HOU,WR,158,0.0316
HOU,TE,62,0.0124
HOU,S,58,0.0116
HOU,LB,32,0.0064
HOU,RB,17,0.0034
HOU,QB,16,0.0032
KC,CB,2845,0.569
KC,EDGE,2780,0.556
KC,OT,1915,0.383
KC,WR,1240,0.248
KC,S,854,0.1708
KC,LB,134,0.0268
KC,RB,86,0.0172
