player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Wan'Dale Robinson,101735,WR,NYG,1,6.5,3,84.6,50.0,1,2,0,0.0,0,5,21,0,78.7,71.5,78.3,,77.2,0.0,0,0,36,0.0,0,31,0,11,96.8,30,64.5,20,102.9,13,0,35.5,11,113,44,4.0,10.3,3.77
Trey McBride,75916,TE,ARZ,1,7.5,1,76.9,75.0,3,4,0,0.0,0,4,1,0,78.0,71.1,67.6,,69.3,11.9,5,0,18,0.0,0,42,0,10,92.9,39,83.3,35,116.2,13,1,4.8,2,76,41,4.1,7.6,1.95
Chris Olave,84355,WR,NO,1,10.4,0,72.7,,0,0,0,0.0,0,5,20,0,76.5,70.1,87.5,,88.5,0.0,0,0,60,0.0,0,32,1,8,93.8,30,40.6,13,138.1,11,1,59.4,19,119,54,6.8,14.9,3.97
Jaxon Smith-Njigba,129758,WR,SEA,1,8.1,0,81.8,100.0,1,1,0,0.0,0,3,29,0,77.3,70.6,70.4,,69.8,0.0,0,1,18,0.0,0,31,0,9,100.0,31,12.9,4,56.1,11,0,87.1,27,72,16,1.8,8.0,2.32
Amon-Ra St. Brown,84470,WR,DET,1,6.3,1,72.7,0.0,0,1,0,11.1,1,5,11,0,54.5,70.1,73.2,,73.8,0.0,0,1,23,0.0,0,31,0,8,100.0,31,48.4,15,50.6,11,0,51.6,16,68,22,2.8,8.5,2.19
Michael Wilson,84423,WR,ARZ,1,9.1,2,50.0,0.0,0,2,0,0.0,0,4,1,0,74.6,68.8,79.0,,77.4,0.0,0,0,38,0.0,0,38,0,5,92.1,35,26.3,10,114.2,10,1,73.7,28,89,57,11.4,17.8,2.54
Michael Mayer,122906,TE,LV,1,2.9,0,90.0,,0,0,0,0.0,0,4,23,0,77.3,70.6,68.8,71.0,76.6,51.4,19,1,19,5.4,2,37,0,9,86.5,32,40.5,15,64.2,10,0,8.1,3,89,62,6.9,9.9,2.78
Courtland Sutton,48164,WR,DEN,1,12.2,0,40.0,0.0,0,3,0,20.0,1,3,10,0,42.1,67.0,59.0,,58.8,0.0,0,0,23,0.0,0,41,0,4,97.6,40,14.6,6,52.1,10,0,85.4,35,40,7,1.8,10.0,1.0
Parker Washington,129799,WR,JAX,1,12.1,1,80.0,66.7,2,3,0,11.1,1,4,15,0,54.5,74.6,76.8,,76.9,0.0,0,1,37,0.0,0,41,0,8,100.0,41,63.4,26,75.0,10,0,34.1,14,115,39,4.9,14.4,2.8
CeeDee Lamb,61570,WR,DAL,1,17.1,0,50.0,33.3,1,3,0,0.0,0,2,9,0,73.4,68.0,58.5,,58.5,0.0,0,0,24,0.0,0,47,0,5,91.5,43,23.4,11,62.9,10,0,74.5,35,46,15,3.0,9.2,1.07
Puka Nacua,100632,WR,LA,1,11.8,0,50.0,25.0,1,4,0,16.7,1,2,26,0,52.5,69.5,85.3,62.3,80.0,7.9,3,0,11,2.6,1,38,0,5,89.5,34,15.8,6,96.7,10,1,76.3,29,47,26,5.2,9.4,1.38
Jakobi Meyers,47468,WR,JAX,1,10.0,0,66.7,66.7,2,3,0,0.0,0,2,15,1,74.6,68.8,73.8,,72.5,0.0,0,0,9,0.0,0,43,0,6,100.0,43,30.2,13,75.7,9,0,69.8,30,39,0,0.0,6.5,0.91
Colston Loveland,158540,TE,CHI,1,12.0,0,66.7,,0,0,0,14.3,1,4,6,0,49.2,68.8,76.8,70.2,73.2,43.9,18,0,36,2.4,1,41,0,6,95.1,39,26.8,11,138.2,9,1,26.8,11,94,17,2.8,15.7,2.41
Jalen McMillan,131905,WR,TB,1,13.8,1,77.8,100.0,1,1,0,12.5,1,4,30,0,52.5,69.5,74.4,,73.4,0.0,0,1,33,0.0,0,28,0,7,100.0,28,25.0,7,79.2,9,0,75.0,21,114,43,6.1,16.3,4.07
Ja'Marr Chase,84270,WR,CIN,1,5.1,2,77.8,100.0,1,1,0,0.0,0,4,7,0,75.6,69.5,77.7,,76.4,0.0,0,0,22,0.0,0,36,0,7,94.4,34,38.9,14,134.0,9,2,61.1,22,60,43,6.1,8.6,1.76
Luther Burden III,157170,WR,CHI,1,10.1,1,88.9,,0,0,0,11.1,1,6,6,0,54.5,70.1,85.1,,82.6,0.0,0,0,35,0.0,0,27,0,8,96.3,26,55.6,15,155.8,9,1,37.0,10,138,57,7.1,17.3,5.31
Adonai Mitchell,146712,WR,NYJ,1,12.6,0,33.3,,0,0,0,0.0,0,0,22,0,70.5,65.8,49.5,,50.2,0.0,0,1,8,0.0,0,30,0,3,96.7,29,10.0,3,2.8,9,0,90.0,27,22,1,0.3,7.3,0.76
Marquez Valdes-Scantling,47809,WR,PIT,1,10.3,0,37.5,33.3,1,3,0,0.0,0,1,25,1,70.5,14.2,47.7,,48.7,0.0,0,0,7,0.0,0,43,1,3,97.7,42,16.3,7,45.8,8,0,83.7,36,21,13,4.3,7.0,0.5
Jalen Tolbert,61637,WR,DAL,1,11.1,1,50.0,66.7,2,3,0,0.0,0,3,9,0,72.1,67.0,63.8,,67.7,0.0,0,0,14,0.0,0,30,0,4,93.3,28,60.0,18,59.9,8,0,40.0,12,31,14,3.5,7.8,1.11
Ricky Pearsall,100660,WR,SF,1,11.5,0,62.5,,0,0,0,16.7,1,4,28,0,45.8,68.0,67.4,,67.2,0.0,0,0,30,0.0,0,37,0,5,91.9,34,18.9,7,98.4,8,0,81.1,30,85,17,3.4,17.0,2.5
Jake Tonges,60864,TE,SF,1,8.6,1,87.5,0.0,0,1,0,0.0,0,6,28,0,54.5,70.1,86.7,72.3,79.9,54.3,19,0,18,5.7,2,35,0,7,85.7,30,28.6,10,137.5,8,1,14.3,5,60,14,2.0,8.6,2.0
Chris Godwin,11839,WR,TB,1,4.9,5,87.5,100.0,1,1,0,0.0,0,5,30,0,75.6,69.5,75.4,,75.3,0.0,0,0,59,0.0,0,46,0,7,91.3,42,65.2,30,158.3,8,1,34.8,16,108,80,11.4,15.4,2.57
Omarion Hampton,162750,HB,LAC,1,-3.3,1,100.0,100.0,1,1,0,0.0,0,1,27,0,76.5,76.7,62.7,48.9,68.4,2.9,1,0,17,8.6,3,35,0,8,88.6,31,2.9,1,82.8,8,0,0.0,0,31,57,7.1,3.9,1.0
Quentin Johnston,123085,WR,LAC,1,19.8,0,62.5,0.0,0,1,0,0.0,0,4,27,0,73.4,68.0,76.1,,74.7,0.0,0,0,60,0.0,0,37,0,5,91.9,34,16.2,6,105.2,8,0,83.8,31,98,12,2.4,19.6,2.88
