player,position,avg_pick
Fernando Mendoza,QB,1.0
Arvell Reese,LB,3.5718
David Bailey,EDGE,3.8542
Carnell Tate,WR,6.446267760656394
Francis Mauigoa,OT,7.4272
Rueben Bain,EDGE,8.395637382429458
Sonny Styles,LB,9.188114754098361
Jeremiyah Love,RB,9.254512635379061
Mansoor Delane,CB,10.28539778449144
Caleb Downs,S,10.798572884811417
Makai Lemon,WR,11.580592773041007
Jermod McCoy,CB,12.872716074727983
Jordyn Tyson,WR,13.453673469387756
Spencer Fano,OT,14.13933236574746
Monroe Freeling,OT,14.669720949604331
Olaivavega Ioane,IOL,16.552694222029864
Kenyon Sadiq,TE,17.47826086956522
Dillon Thieneman,S,17.496908632928783
Keldric Faulk,EDGE,17.900253057781526
Drew Allar,QB,18.25
Kadyn Proctor,OT,18.910434590778735
Akheem Mesidor,EDGE,19.094227504244483
Omar Cooper Jr.,WR,19.55434069538596
Garrett Nussmeier,QB,20.333333333333332
Emmanuel McNeil-Warren,S,21.24709020368574
Blake Miller,OT,22.04468450773386
Caleb Lomu,OT,22.585826771653544
Kevin Concepcion,WR,23.04027149321267
Peter Woods,DT,24.120702091849
Ty Simpson,QB,24.49684542586751
Avieon Terrell,CB,24.504004271222637
T.J. Parker,EDGE,26.11153759313615
Denzel Boston,WR,26.172017249640632
Kayden McDonald,DT,26.342776998597476
Cashius Howell,EDGE,28.349298500241897
Max Iheanachor,OT,28.704901960784312
Caleb Banks,DT,28.78998911860718
Cole Payton,QB,29.0
Emmanuel Pregnon,IOL,29.051124744376278
C.J. Allen,LB,29.21257142857143
Jacob Rodriguez,LB,29.630434782608695
Zion Young,EDGE,29.897687181497453
Colton Hood,CB,29.91623246492986
Chase Bisontis,IOL,29.928469241773964
Jadarian Price,RB,30.23170731707317
Malachi Lawrence,EDGE,30.55599214145383
Chris Johnson,CB,30.667272727272728
Brandon Cisse,CB,30.76144578313253
Christen Miller,DT,30.892307692307693
R Mason Thomas,EDGE,31.016216216216215
Anthony Hill Jr.,LB,31.181818181818183
Lee Hunter,DT,32.0
