team,position,count,probability
HOU,LB,122,0.0244
HOU,RB,102,0.0204
HOU,S,54,0.0108
HOU,QB,46,0.0092
HOU,TE,44,0.0088
KC,CB,2810,0.562
KC,EDGE,2791,0.5582
KC,OT,1803,0.3606
KC,WR,1241,0.2482
KC,S,789,0.1578
KC,LB,189,0.0378
KC,DT,159,0.0318
KC,IOL,68,0.0136
KC,RB,59,0.0118
KC,TE,55,0.011
KC,QB,36,0.0072
LAC,EDGE,1762,0.3524
LAC,WR,1342,0.2684
LAC,DT,625,0.125
LAC,S,595,0.119
LAC,OT,334,0.0668
LAC,IOL,172,0.0344
LAC,CB,97,0.0194
LAC,LB,24,0.0048
LAC,RB,22,0.0044
LAC,TE,20,0.004
LAC,QB,7,0.0014
LAR,OT,2163,0.4326
LAR,WR,2071,0.4142
LAR,LB,180,0.036
LAR,EDGE,141,0.0282
LAR,S,106,0.0212
LAR,TE,88,0.0176
LAR,RB,85,0.017
LAR,CB,83,0.0166
LAR,IOL,82,0.0164
LAR,QB,1,0.0002
LV,QB,5000,1.0
MIA,CB,2684,0.5368
MIA,WR,2380,0.476
MIA,EDGE,1747,0.3494
MIA,IOL,1058,0.2116
MIA,OT,615,0.123
MIA,S,586,0.1172
MIA,TE,300,0.06
MIA,DT,277,0.0554
MIA,LB,207,0.0414
MIA,RB,98,0.0196
MIA,QB,48,0.0096
MIN,S,3045,0.609
MIN,CB,379,0.0758
MIN,OT,368,0.0736
MIN,RB,321,0.0642
MIN,EDGE,262,0.0524
MIN,DT,213,0.0426
MIN,WR,195,0.039
MIN,TE,119,0.0238
MIN,IOL,72,0.0144
MIN,LB,25,0.005
MIN,QB,1,0.0002
NE,EDGE,1993,0.3986
NE,DT,883,0.1766
NE,OT,857,0.1714
NE,WR,450,0.09
NE,LB,263,0.0526
NE,CB,262,0.0524
NE,TE,126,0.0252
NE,IOL,55,0.011
NE,QB,52,0.0104
NE,S,41,0.0082
NE,RB,18,0.0036
NO,CB,1751,0.3502
NO,WR,1281,0.2562
NO,EDGE,1134,0.2268
NO,LB,287,0.0574
NO,OT,257,0.0514
NO,S,149,0.0298
NO,RB,90,0.018
NO,IOL,41,0.0082
NO,TE,10,0.002
NYG,WR,1209,0.2418
NYG,LB,1184,0.2368
NYG,OT,1020,0.204
NYG,RB,691,0.1382
NYG,S,636,0.1272
NYG,EDGE,193,0.0386
NYG,CB,67,0.0134
NYJ,EDGE,3195,0.639
NYJ,LB,2629,0.5258
NYJ,WR,1904,0.3808
NYJ,OT,560,0.112
NYJ,CB,484,0.0968
NYJ,IOL,459,0.0918
NYJ,S,282,0.0564
NYJ,RB,230,0.046
NYJ,TE,148,0.0296
NYJ,QB,102,0.0204
NYJ,DT,7,0.0014
PHI,OT,1954,0.3908
PHI,WR,1408,0.2816
PHI,EDGE,917,0.1834
PHI,S,396,0.0792
PHI,DT,111,0.0222
PHI,CB,81,0.0162
PHI,TE,71,0.0142
PHI,RB,27,0.0054
PHI,LB,19,0.0038
PHI,IOL,10,0.002
PHI,QB,6,0.0012
PIT,OT,2657,0.5314
PIT,WR,1078,0.2156
PIT,CB,476,0.0952
PIT,EDGE,201,0.0402
PIT,RB,160,0.032
PIT,S,115,0.023
PIT,QB,97,0.0194
PIT,IOL,90,0.018
PIT,DT,83,0.0166
PIT,LB,23,0.0046
PIT,TE,20,0.004
SEA,CB,1901,0.3802
SEA,EDGE,1865,0.373
SEA,IOL,435,0.087
SEA,OT,195,0.039
SEA,DT,182,0.0364
SEA,LB,182,0.0364
SEA,WR,76,0.0152
SEA,QB,57,0.0114
SEA,RB,53,0.0106
SEA,S,30,0.006
SEA,TE,24,0.0048
SF,OT,1425,0.285
SF,EDGE,1230,0.246
SF,WR,1225,0.245
SF,CB,420,0.084
SF,IOL,216,0.0432
SF,DT,180,0.036
SF,S,167,0.0334
SF,LB,69,0.0138
SF,TE,30,0.006
SF,QB,22,0.0044
SF,RB,16,0.0032
TB,EDGE,2223,0.4446
TB,TE,991,0.1982
TB,CB,592,0.1184
TB,IOL,428,0.0856
TB,OT,311,0.0622
TB,WR,199,0.0398
TB,S,116,0.0232
TB,RB,79,0.0158
TB,LB,60,0.012
TB,DT,1,0.0002
TEN,EDGE,1523,0.3046
TEN,RB,1475,0.295
TEN,LB,1023,0.2046
TEN,WR,716,0.1432
TEN,OT,192,0.0384
TEN,CB,36,0.0072
TEN,S,35,0.007
WAS,EDGE,1553,0.3106
WAS,WR,1194,0.2388
WAS,LB,789,0.1578
WAS,S,532,0.1064
WAS,RB,399,0.0798
WAS,OT,306,0.0612
WAS,CB,212,0.0424
WAS,TE,8,0.0016
WAS,IOL,7,0.0014
