player,position,avg_pick
Fernando Mendoza,QB,1.0
David Bailey,EDGE,3.7848
Arvell Reese,LB,3.896
Carnell Tate,WR,6.2466986794717885
Francis Mauigoa,OT,7.617770662397438
Rueben Bain,EDGE,8.224068882659191
Sonny Styles,LB,9.213944801826106
Jeremiyah Love,RB,10.370004037141703
Mansoor Delane,CB,10.413236481033092
Caleb Downs,S,10.591002044989775
Makai Lemon,WR,11.095652173913043
Jermod McCoy,CB,12.35791624106231
Jordyn Tyson,WR,12.886099203919168
Monroe Freeling,OT,14.79178947368421
Spencer Fano,OT,15.736842105263158
Olaivavega Ioane,IOL,16.03704510786664
Dillon Thieneman,S,17.32083922677982
Kenyon Sadiq,TE,17.448539835554296
Keldric Faulk,EDGE,17.56062858356339
Akheem Mesidor,EDGE,18.667090754877016
Garrett Nussmeier,QB,18.714285714285715
Drew Allar,QB,19.0
Kadyn Proctor,OT,19.045712986126905
Omar Cooper Jr.,WR,19.126183659986786
Emmanuel McNeil-Warren,S,20.621188222923237
Blake Miller,OT,21.805028346068525
Caleb Lomu,OT,22.247264260768336
Kevin Concepcion,WR,22.822832052689353
Ty Simpson,QB,23.170357751277685
Avieon Terrell,CB,23.651135358301385
Peter Woods,DT,23.72785534447242
T.J. Parker,EDGE,25.79340909090909
Denzel Boston,WR,26.03647276084949
Kayden McDonald,DT,26.091334894613585
Cashius Howell,EDGE,28.317374690941783
Max Iheanachor,OT,28.678635547576302
Caleb Banks,DT,28.79093717816684
Emmanuel Pregnon,IOL,29.112204724409448
C.J. Allen,LB,29.473684210526315
Chase Bisontis,IOL,29.93850267379679
Zion Young,EDGE,29.953872633390706
Colton Hood,CB,29.99708879184862
Jacob Rodriguez,LB,30.029411764705884
Jadarian Price,RB,30.279411764705884
Malachi Lawrence,EDGE,30.553345388788426
Brandon Cisse,CB,30.81188118811881
Christen Miller,DT,30.865384615384617
Chris Johnson,CB,30.978635990139686
R Mason Thomas,EDGE,31.051948051948052
Anthony Hill Jr.,LB,31.125
Lee Hunter,DT,32.0
