player,position,avg_pick
Fernando Mendoza,QB,1.0
Arvell Reese,LB,3.5818
David Bailey,EDGE,3.8072
Carnell Tate,WR,6.3838
Francis Mauigoa,OT,7.530706141228245
Rueben Bain,EDGE,8.292834267413932
Sonny Styles,LB,9.053787723260111
Jeremiyah Love,RB,9.812562915240587
Mansoor Delane,CB,10.188884414015304
Caleb Downs,S,10.645680521597392
Makai Lemon,WR,11.53796315043531
Jermod McCoy,CB,12.69068144499179
Jordyn Tyson,WR,13.173368896183833
Spencer Fano,OT,14.598633823225006
Monroe Freeling,OT,14.893746078226313
Olaivavega Ioane,IOL,16.371553610503284
Dillon Thieneman,S,17.369545454545456
Kenyon Sadiq,TE,17.452801615345784
Keldric Faulk,EDGE,17.7516835016835
Kadyn Proctor,OT,19.02127659574468
Akheem Mesidor,EDGE,19.053556308213377
Garrett Nussmeier,QB,19.352941176470587
Omar Cooper Jr.,WR,19.623220153340636
Drew Allar,QB,19.727272727272727
Emmanuel McNeil-Warren,S,21.261272239824518
Blake Miller,OT,22.12715779236567
Caleb Lomu,OT,22.648948201764306
Kevin Concepcion,WR,22.985091484074996
Ty Simpson,QB,23.497444633730836
Cole Payton,QB,23.75
Peter Woods,DT,24.016611295681063
Avieon Terrell,CB,24.36243243243243
Denzel Boston,WR,26.14182169606185
T.J. Parker,EDGE,26.172668306866473
Kayden McDonald,DT,26.274115983026874
Cashius Howell,EDGE,28.385547896363203
Max Iheanachor,OT,28.609826589595375
Caleb Banks,DT,28.70531914893617
Emmanuel Pregnon,IOL,29.00392927308448
C.J. Allen,LB,29.153532608695652
Chase Bisontis,IOL,29.883656509695292
Colton Hood,CB,29.918844022169438
Zion Young,EDGE,29.932046332046333
Jacob Rodriguez,LB,30.076923076923077
Jadarian Price,RB,30.154761904761905
Malachi Lawrence,EDGE,30.479166666666668
Christen Miller,DT,30.727272727272727
Chris Johnson,CB,30.824407374890253
Brandon Cisse,CB,30.911483253588518
R Mason Thomas,EDGE,31.17222222222222
Anthony Hill Jr.,LB,31.1875
Lee Hunter,DT,32.0
