source,season,week,captured_at,captured_at_source,raw_file,raw_file_name,raw_file_sha256,raw_file_size_bytes,processed_long_file,processed_rejected_file,processed_validation_file,processed_file_sha256,ingested_at,registry_updated_at,raw_rows,canonical_rows,unique_players,unique_teams,positions_covered,markets_covered,market_count,rejected_rows,rejection_rate,duplicate_canonical_keys,validation_status,warning_count,warnings,adapter_version,schema_version,days_before_week_start,snapshot_stage
pff,2026,1,2026-08-04T11:00:00-04:00,filename,data/raw/projections/pff/2026/week_01/snapshots/08_04_26_1100projections.csv,08_04_26_1100projections.csv,777ebd321f45edaeb9abbb98e64c595dcd8e85369bc7b95de1a422acf5f310e0,168912,data/processed/projections/pff/2026/week_1/08_04_26_1100_projections_long.csv,data/processed/projections/pff/2026/week_1/08_04_26_1100_projections_rejected.csv,data/processed/projections/pff/2026/week_1/08_04_26_1100_projections_validation.csv,44985c05bdf3722375105375172460d3b6ae68ed626a10a624eb35a98457982a,2026-08-04T16:59:40.468823+00:00,2026-08-04T16:59:40.468823+00:00,540,1286,1,1,DST|K|QB|RB|TE|WR,player_pass_yds|player_reception_yds|player_receptions|player_rush_yds,4,874,1.618519,0,passed_with_warnings,1,rejected_rows=874,pff_adapter_v1,projection_long_v1,,unknown
