team,position,count,probability,moneyline
LAC,OT,208,0.0416,+2304
LAC,IOL,176,0.0352,+2741
LAC,CB,54,0.0108,+9159
LAC,RB,36,0.0072,+13789
LAC,TE,14,0.0028,+35614
LAC,LB,5,0.001,+99900
LAR,WR,2373,0.4746,+111
LAR,OT,2284,0.4568,+119
LAR,LB,108,0.0216,+4530
LAR,RB,47,0.0094,+10538
LAR,S,43,0.0086,+11528
LAR,IOL,41,0.0082,+12095
LAR,TE,38,0.0076,+13058
LAR,EDGE,35,0.007,+14186
LAR,CB,30,0.006,+16567
LAR,QB,1,0.0002,+499900
LV,QB,5000,1.0,-inf
MIA,CB,3118,0.6236,-166
MIA,WR,2831,0.5662,-131
MIA,EDGE,1647,0.3294,+204
MIA,IOL,1130,0.226,+342
MIA,S,397,0.0794,+1159
MIA,OT,316,0.0632,+1482
MIA,TE,271,0.0542,+1745
MIA,DT,132,0.0264,+3688
MIA,LB,93,0.0186,+5276
MIA,RB,51,0.0102,+9704
MIA,QB,14,0.0028,+35614
MIN,S,3767,0.7534,-306
MIN,RB,372,0.0744,+1244
MIN,CB,239,0.0478,+1992
MIN,OT,183,0.0366,+2632
MIN,EDGE,145,0.029,+3348
MIN,DT,90,0.018,+5456
MIN,WR,79,0.0158,+6229
MIN,TE,73,0.0146,+6749
MIN,IOL,41,0.0082,+12095
MIN,LB,11,0.0022,+45355
NE,EDGE,2427,0.4854,+106
NE,OT,907,0.1814,+451
NE,DT,747,0.1494,+569
NE,WR,414,0.0828,+1108
NE,CB,156,0.0312,+3105
NE,TE,143,0.0286,+3397
NE,LB,128,0.0256,+3806
NE,QB,31,0.0062,+16029
NE,IOL,21,0.0042,+23710
NE,S,20,0.004,+24900
NE,RB,6,0.0012,+83233
NO,CB,2323,0.4646,+115
NO,WR,1084,0.2168,+361
NO,EDGE,1083,0.2166,+362
NO,LB,231,0.0462,+2065
NO,OT,129,0.0258,+3776
NO,S,79,0.0158,+6229
NO,RB,59,0.0118,+8375
NO,IOL,11,0.0022,+45355
NO,TE,1,0.0002,+499900
NYG,LB,1325,0.265,+277
NYG,WR,1315,0.263,+280
NYG,OT,883,0.1766,+466
NYG,S,726,0.1452,+589
NYG,RB,658,0.1316,+660
NYG,EDGE,64,0.0128,+7712
NYG,CB,29,0.0058,+17141
NYJ,EDGE,3625,0.725,-264
NYJ,LB,2588,0.5176,-107
NYJ,WR,1954,0.3908,+156
NYJ,IOL,561,0.1122,+791
NYJ,CB,426,0.0852,+1074
NYJ,OT,347,0.0694,+1341
NYJ,S,168,0.0336,+2876
NYJ,RB,158,0.0316,+3065
NYJ,TE,95,0.019,+5163
NYJ,QB,77,0.0154,+6394
NYJ,DT,1,0.0002,+499900
PHI,OT,2430,0.486,+106
PHI,WR,1389,0.2778,+260
PHI,EDGE,758,0.1516,+560
PHI,S,280,0.056,+1686
PHI,TE,60,0.012,+8233
PHI,CB,31,0.0062,+16029
PHI,DT,25,0.005,+19900
PHI,RB,17,0.0034,+29312
PHI,LB,6,0.0012,+83233
PHI,IOL,4,0.0008,+124900
PIT,OT,3243,0.6486,-185
PIT,WR,923,0.1846,+442
PIT,CB,363,0.0726,+1277
PIT,RB,182,0.0364,+2647
PIT,EDGE,91,0.0182,+5395
PIT,QB,63,0.0126,+7837
PIT,IOL,59,0.0118,+8375
PIT,S,43,0.0086,+11528
PIT,DT,23,0.0046,+21639
PIT,TE,7,0.0014,+71329
PIT,LB,3,0.0006,+166567
SEA,CB,2466,0.4932,+103
SEA,EDGE,1926,0.3852,+160
SEA,IOL,288,0.0576,+1636
SEA,OT,83,0.0166,+5924
SEA,DT,64,0.0128,+7712
SEA,LB,61,0.0122,+8097
SEA,QB,36,0.0072,+13789
SEA,WR,29,0.0058,+17141
SEA,RB,22,0.0044,+22627
SEA,TE,15,0.003,+33233
SEA,S,10,0.002,+49900
SF,OT,1818,0.3636,+175
SF,WR,1413,0.2826,+254
SF,EDGE,1110,0.222,+350
SF,CB,264,0.0528,+1794
SF,IOL,137,0.0274,+3550
SF,S,117,0.0234,+4174
SF,DT,85,0.017,+5782
SF,LB,28,0.0056,+17757
SF,TE,14,0.0028,+35614
SF,RB,11,0.0022,+45355
SF,QB,3,0.0006,+166567
TB,EDGE,2535,0.507,-103
TB,TE,1267,0.2534,+295
TB,CB,473,0.0946,+957
TB,IOL,393,0.0786,+1172
TB,OT,126,0.0252,+3868
TB,WR,94,0.0188,+5219
TB,RB,43,0.0086,+11528
TB,S,37,0.0074,+13414
TB,LB,32,0.0064,+15525
TEN,RB,1915,0.383,+161
TEN,EDGE,1226,0.2452,+308
TEN,LB,998,0.1996,+401
TEN,WR,742,0.1484,+574
TEN,OT,97,0.0194,+5055
TEN,S,14,0.0028,+35614
TEN,CB,8,0.0016,+62400
WAS,EDGE,1620,0.324,+209
WAS,WR,1065,0.213,+369
WAS,LB,940,0.188,+432
WAS,S,638,0.1276,+684
WAS,RB,413,0.0826,+1111
WAS,OT,177,0.0354,+2725
WAS,CB,141,0.0282,+3446
WAS,IOL,4,0.0008,+124900
WAS,TE,2,0.0004,+249900
