team,position,count,probability,moneyline
ARI,OT,1837,0.3674,+172
ARI,LB,1584,0.3168,+216
ARI,EDGE,1455,0.291,+244
ARI,RB,73,0.0146,+6749
ARI,WR,28,0.0056,+17757
ARI,CB,20,0.004,+24900
ARI,S,3,0.0006,+166567
BAL,WR,2078,0.4156,+141
BAL,IOL,1764,0.3528,+183
BAL,TE,477,0.0954,+948
BAL,OT,301,0.0602,+1561
BAL,EDGE,162,0.0324,+2986
BAL,RB,78,0.0156,+6310
BAL,S,51,0.0102,+9704
BAL,LB,45,0.009,+11011
BAL,CB,44,0.0088,+11264
BUF,WR,1967,0.3934,+154
BUF,EDGE,1795,0.359,+179
BUF,DT,603,0.1206,+729
BUF,IOL,167,0.0334,+2894
BUF,OT,150,0.03,+3233
BUF,S,145,0.029,+3348
BUF,CB,82,0.0164,+5998
BUF,LB,45,0.009,+11011
BUF,RB,17,0.0034,+29312
BUF,TE,17,0.0034,+29312
BUF,QB,12,0.0024,+41567
CAR,EDGE,1552,0.3104,+222
CAR,TE,1478,0.2956,+238
CAR,WR,965,0.193,+418
CAR,OT,621,0.1242,+705
CAR,DT,137,0.0274,+3550
CAR,S,92,0.0184,+5335
CAR,CB,69,0.0138,+7146
CAR,RB,53,0.0106,+9334
CAR,IOL,19,0.0038,+26216
CAR,LB,14,0.0028,+35614
CHI,DT,3008,0.6016,-151
CHI,S,1190,0.238,+320
CHI,CB,304,0.0608,+1545
CHI,OT,187,0.0374,+2574
CHI,WR,146,0.0292,+3325
CHI,EDGE,96,0.0192,+5108
CHI,RB,28,0.0056,+17757
CHI,LB,14,0.0028,+35614
CHI,TE,13,0.0026,+38362
CHI,QB,9,0.0018,+55456
CHI,IOL,5,0.001,+99900
CIN,S,2536,0.5072,-103
CIN,LB,952,0.1904,+425
CIN,OT,519,0.1038,+863
CIN,IOL,312,0.0624,+1503
CIN,WR,217,0.0434,+2204
CIN,CB,187,0.0374,+2574
CIN,EDGE,142,0.0284,+3421
CIN,RB,112,0.0224,+4364
CIN,TE,22,0.0044,+22627
CIN,QB,1,0.0002,+499900
CLE,OT,4269,0.8538,-584
CLE,WR,4181,0.8362,-511
CLE,EDGE,310,0.062,+1513
CLE,RB,280,0.056,+1686
CLE,LB,236,0.0472,+2019
CLE,CB,210,0.042,+2281
CLE,IOL,163,0.0326,+2967
CLE,S,140,0.028,+3471
CLE,DT,102,0.0204,+4802
CLE,QB,84,0.0168,+5852
CLE,TE,25,0.005,+19900
DAL,CB,3613,0.7226,-260
DAL,EDGE,2145,0.429,+133
DAL,S,1413,0.2826,+254
DAL,OT,963,0.1926,+419
DAL,LB,688,0.1376,+627
DAL,WR,467,0.0934,+971
DAL,DT,355,0.071,+1308
DAL,RB,187,0.0374,+2574
DAL,TE,89,0.0178,+5518
DAL,IOL,79,0.0158,+6229
DAL,QB,1,0.0002,+499900
DET,OT,4297,0.8594,-611
DET,EDGE,192,0.0384,+2504
DET,S,113,0.0226,+4325
DET,WR,86,0.0172,+5714
DET,DT,75,0.015,+6567
DET,TE,73,0.0146,+6749
DET,RB,70,0.014,+7043
DET,IOL,42,0.0084,+11805
DET,LB,34,0.0068,+14606
DET,CB,18,0.0036,+27678
HOU,DT,2110,0.422,+137
HOU,OT,1986,0.3972,+152
HOU,CB,240,0.048,+1983
HOU,EDGE,175,0.035,+2757
HOU,IOL,169,0.0338,+2859
HOU,WR,118,0.0236,+4137
HOU,RB,88,0.0176,+5582
HOU,LB,52,0.0104,+9515
HOU,TE,25,0.005,+19900
HOU,QB,23,0.0046,+21639
HOU,S,14,0.0028,+35614
KC,CB,3274,0.6548,-190
KC,EDGE,2897,0.5794,-138
KC,OT,1707,0.3414,+193
KC,WR,969,0.1938,+416
KC,S,859,0.1718,+482
KC,LB,106,0.0212,+4617
KC,DT,90,0.018,+5456
KC,RB,38,0.0076,+13058
KC,IOL,24,0.0048,+20733
KC,QB,18,0.0036,+27678
KC,TE,18,0.0036,+27678
LAC,EDGE,2007,0.4014,+149
LAC,WR,1437,0.2874,+248
LAC,S,539,0.1078,+828
LAC,DT,524,0.1048,+854
