rows,mean,median,std,skew,kurtosis,p5,p10,p25,p50,p75,p90,p95
2333,5.328975567938277,0.5,28.018806178691428,1.0490545902043058,2.562829978536605,-32.5,-23.5,-12.5,0.5,19.5,40.5,57.5
