position,rows,over_hit_rate,under_hit_rate,push_rate,avg_over_price,avg_under_price,blind_over_roi,blind_under_roi
FB,7.0,0.5714285714285714,0.42857142857142855,0.0,2.067142857142857,1.8842857142857141,0.06142857142857142,-0.3157142857142857
HB,1284.0,0.5101246105919003,0.4898753894080997,0.0,1.9377647975077883,1.897866043613707,-0.03159657320872275,-0.08827881619937694
TE,1445.0,0.5051903114186851,0.49480968858131485,0.0,1.9491141868512112,1.8806989619377161,-0.031024221453287208,-0.08469896193771626
WR,3514.0,0.46585088218554355,0.5341491178144565,0.0,1.9415367103016508,1.8838503130335797,-0.11451052931132612,-0.011661923733636875
