line_bucket,juice_bucket,rows,over_hit_rate,under_hit_rate,push_rate,avg_over_price,avg_under_price,blind_over_roi,blind_under_roi
<20,coin_flip,19.0,0.47368421052631576,0.5263157894736842,0.0,-110.0,-110.0,-0.09569377990430618,0.004784688995215353
20-30,coin_flip,22.0,0.6363636363636364,0.36363636363636365,0.0,-110.0,-110.0,0.2148760330578513,-0.30578512396694213
30-40,coin_flip,18.0,0.2777777777777778,0.7222222222222222,0.0,-110.0,-110.0,-0.4696969696969696,0.37878787878787884
40-50,coin_flip,20.0,0.7,0.3,0.0,-110.0,-110.0,0.3363636363636364,-0.42727272727272714
50-60,coin_flip,29.0,0.4482758620689655,0.5517241379310345,0.0,-110.13793103448276,-109.86206896551724,-0.14420062695924762,0.05447447802685283
60-75,coin_flip,33.0,0.48484848484848486,0.5151515151515151,0.0,-110.0,-110.0,-0.07438016528925616,-0.01652892561983467
75+,coin_flip,18.0,0.5,0.5,0.0,-110.11111111111111,-109.88888888888889,-0.045454545454545414,-0.04451926674148892
