juice_bucket,rows,avg_price,over_hit_rate,implied_probability,calibration_gap
coin_flip,1076,-109.99814126394052,0.48977695167286245,0.5237962432452394,-0.034019291572376986
moderate_favorite,4,-124.5,0.75,0.554403541472507,0.19559645852749297
plus_money,14,104.57142857142857,0.35714285714285715,0.48930892489008804,-0.1321660677472309
