model,rows,avg_pred_prob,actual_over_rate,calibration_gap,brier_score,log_loss
p_over_normal_full,1435,0.5031029654126583,0.5038327526132405,0.0007297872005821437,0.24998584259676387,0.6931188655135748
p_over_normal_clean,1435,0.5013560019055525,0.5038327526132405,0.002476750707687936,0.2499914443014737,0.6931300691254494
p_over_normal_robust,1435,0.5013050199861803,0.5038327526132405,0.0025277326270601863,0.24999169943963964,0.6931305794053942
p_over_empirical_full,1435,0.5038327526132402,0.5038327526132405,2.220446049250313e-16,0.24998531000740565,0.6931178002870221
p_over_empirical_clean,1435,0.5038869257950529,0.5038327526132405,-5.417318181244468e-05,0.24998531294213933,0.6931178061568408
