line_bucket,rows,avg_line,over_hit_rate,avg_actual_minus_line,std_actual_minus_line
<=2.5,869,1.4907940161104718,0.5454545454545454,0.5080552359033371,1.4555406668623803
3.5,1933,2.5,0.49715468184169687,0.26823590274185205,1.7625870438586109
4.5,1512,3.5,0.4748677248677249,0.1541005291005291,2.097569514173467
5.5,1100,4.5,0.45181818181818184,-0.023636363636363636,2.341302503067339
6.5,525,5.5,0.4438095238095238,-0.06761904761904762,2.543082791339275
7+,311,6.718649517684887,0.45980707395498394,-0.06913183279742766,2.885035732766277
