juice_bucket,rows,avg_price,over_hit_rate,implied_probability,calibration_gap
coin_flip,860,1.8954767441860465,0.4848837209302326,0.5277083102990578,-0.04282458936882527
favorite_over,1328,1.6302334337349396,0.5783132530120482,0.6141209447243612,-0.03580769171231302
moderate_favorite,1192,1.7714932885906038,0.5394295302013423,0.5647474950012827,-0.025317964799940418
other,447,1.9812080536912753,0.4563758389261745,0.5047583537516424,-0.04838251482546785
plus_money,2423,2.207721832439125,0.4102352455633512,0.45483737661775725,-0.044602131054406025
