juice_bucket,rows,over_hit_rate,under_hit_rate,push_rate,avg_over_price,avg_under_price,blind_over_roi,blind_under_roi
coin_flip,2312.0,0.504757785467128,0.495242214532872,0.0,-109.97664359861592,-110.02854671280276,-0.03626454341444916,-0.05464116179098363
moderate_favorite,9.0,0.5555555555555556,0.4444444444444444,0.0,-123.11111111111111,100.88888888888889,0.004029364685102399,-0.1111111111111111
plus_money,12.0,0.6666666666666666,0.3333333333333333,0.0,101.5,-124.16666666666667,0.3466666666666667,-0.3945443328045126
