position,line_bucket,is_favorite,total_bucket,rows,over_hit_rate,under_hit_rate,push_rate,avg_over_price,avg_under_price,blind_over_roi,blind_under_roi
FB,<=2.5,False,high_total_47_plus,1.0,0.0,1.0,0.0,2.12,1.68,-1.0,0.6799999999999999
FB,<=2.5,True,low_total_<42,1.0,1.0,0.0,0.0,1.52,2.5,0.52,-1.0
FB,<=2.5,True,mid_total_42_47,3.0,0.6666666666666666,0.3333333333333333,0.0,1.8566666666666667,2.0233333333333334,0.13666666666666663,-0.44
FB,<=2.5,True,high_total_47_plus,2.0,0.5,0.5,0.0,2.63,1.47,0.25,-0.28500000000000003
HB,<=2.5,False,low_total_<42,39.0,0.5641025641025641,0.4358974358974359,0.0,1.80025641025641,2.0469230769230777,0.025641025641025637,-0.09076923076923077
HB,<=2.5,False,mid_total_42_47,63.0,0.5873015873015873,0.4126984126984127,0.0,1.8150793650793655,2.026190476190476,0.06111111111111113,-0.17857142857142858
HB,<=2.5,False,high_total_47_plus,49.0,0.5918367346938775,0.40816326530612246,0.0,1.8661224489795918,1.9926530612244902,0.07877551020408166,-0.20265306122448978
HB,<=2.5,True,low_total_<42,50.0,0.64,0.36,0.0,1.7966,2.0542000000000002,0.16159999999999997,-0.2548
HB,<=2.5,True,mid_total_42_47,52.0,0.6346153846153846,0.36538461538461536,0.0,1.7611538461538456,2.1009615384615383,0.08634615384615386,-0.27153846153846156
HB,<=2.5,True,high_total_47_plus,23.0,0.6086956521739131,0.391304347826087,0.0,1.7752173913043479,2.096521739130435,0.10478260869565217,-0.14130434782608692
HB,3.5,False,low_total_<42,102.0,0.5392156862745098,0.46078431372549017,0.0,1.9604901960784313,1.8723529411764708,0.016568627450980387,-0.17137254901960788
HB,3.5,False,mid_total_42_47,145.0,0.496551724137931,0.503448275862069,0.0,2.001448275862069,1.8358620689655176,-0.03448275862068968,-0.09703448275862067
HB,3.5,False,high_total_47_plus,80.0,0.5125,0.4875,0.0,1.967125,1.8588749999999998,-0.006500000000000001,-0.10787499999999998
HB,3.5,True,low_total_<42,99.0,0.5050505050505051,0.494949494949495,0.0,1.9262626262626261,1.9088888888888889,-0.05666666666666668,-0.08383838383838385
HB,3.5,True,mid_total_42_47,140.0,0.5071428571428571,0.4928571428571429,0.0,1.9431428571428573,1.9035,-0.03035714285714285,-0.0685
HB,3.5,True,high_total_47_plus,77.0,0.45454545454545453,0.5454545454545454,0.0,1.9405194805194808,1.887792207792208,-0.1379220779220779,0.016233766233766246
HB,4.5,False,low_total_<42,36.0,0.3888888888888889,0.6111111111111112,0.0,2.033333333333333,1.8102777777777779,-0.21055555555555566,0.0961111111111111
HB,4.5,False,mid_total_42_47,52.0,0.5384615384615384,0.46153846153846156,0.0,1.945384615384615,1.879230769230769,0.04788461538461538,-0.12999999999999998
HB,4.5,False,high_total_47_plus,33.0,0.5454545454545454,0.45454545454545453,0.0,1.998181818181818,1.8187878787878788,0.047575757575757556,-0.20757575757575758
HB,4.5,True,low_total_<42,33.0,0.3939393939393939,0.6060606060606061,0.0,1.9542424242424241,1.8536363636363635,-0.24151515151515152,0.1118181818181818
HB,4.5,True,mid_total_42_47,59.0,0.4576271186440678,0.5423728813559322,0.0,2.0654237288135593,1.7691525423728816,-0.03559322033898303,-0.01932203389830508
HB,4.5,True,high_total_47_plus,29.0,0.4827586206896552,0.5172413793103449,0.0,2.0024137931034485,1.8234482758620691,-0.0403448275862069,-0.062068965517241344
HB,5.5,False,low_total_<42,15.0,0.4666666666666667,0.5333333333333333,0.0,1.9533333333333336,1.8433333333333333,-0.09399999999999999,-0.02933333333333333
HB,5.5,False,mid_total_42_47,23.0,0.43478260869565216,0.5652173913043478,0.0,1.9669565217391305,1.8452173913043475,-0.15826086956521737,0.026521739130434787
HB,5.5,False,high_total_47_plus,4.0,0.5,0.5,0.0,1.9024999999999999,1.9025,-0.03749999999999998,-0.06
HB,5.5,True,low_total_<42,17.0,0.4117647058823529,0.5882352941176471,0.0,2.0964705882352943,1.738235294117647,-0.16647058823529415,-0.006470588235294124
HB,5.5,True,mid_total_42_47,19.0,0.3684210526315789,0.631578947368421,0.0,1.9431578947368418,1.8552631578947372,-0.2889473684210526,0.17368421052631583
