projection_error_sigma,total_sigma,decimal_odds,breakeven_prob,projection_minus_line,p_over,edge_prob,ev_per_1_unit,ev_percent
0,68.488252,1.91,0.5235602094240838,26,0.6478888983589953,0.12432868893491156,0.237467795865681,23.746779586568103
0,68.488252,1.91,0.5235602094240838,27,0.6532937146058462,0.1297335051817624,0.24779099489716616,24.779099489716614
0,68.488252,1.91,0.5235602094240838,28,0.6586675098730354,0.13510730044895158,0.2580549438574975,25.80549438574975
0,68.488252,1.91,0.5235602094240838,29,0.6640093232806821,0.1404491138565983,0.2682578074661027,26.825780746610274
0,68.488252,1.91,0.5235602094240838,30,0.6693182132617195,0.1457580038376357,0.2783977873298842,27.839778732988417
0,68.488252,1.91,0.5235602094240838,31,0.6745932580452039,0.1510330486211201,0.2884731228663393,28.84731228663393
0,68.488252,1.91,0.5235602094240838,32,0.6798335561198192,0.15627334669573545,0.2984820921888547,29.84820921888547
0,68.488252,1.91,0.5235602094240838,33,0.6850382266772079,0.16147801725312416,0.3084230129534671,30.842301295346708
0,68.488252,1.91,0.5235602094240838,34,0.6902064100347889,0.16664620061070512,0.3182942431664467,31.829424316644673
0,68.488252,1.91,0.5235602094240838,35,0.6953372680377502,0.17177705861366643,0.3280941819521028,32.809418195210284
0,68.488252,1.91,0.5235602094240838,36,0.7004299844399333,0.17686977501584955,0.33782127028027253,33.782127028027254
0,68.488252,1.91,0.5235602094240838,37,0.7054837652633545,0.18192355583927078,0.3474739916530071,34.747399165300706
0,68.488252,1.91,0.5235602094240838,38,0.7104978391361388,0.18693762971205508,0.3570508727500251,35.70508727500251
0,68.488252,1.91,0.5235602094240838,39,0.71547145760867,0.19191124818458627,0.36655048403255974,36.655048403255975
0,68.488252,1.91,0.5235602094240838,40,0.72040389544779,0.19684368602370628,0.37597144030527896,37.59714403052789
0,68.488252,1.95,0.5128205128205129,0,0.5,-0.012820512820512886,-0.025000000000000022,-2.500000000000002
0,68.488252,1.95,0.5128205128205129,1,0.5058247669357622,-0.006995745884750715,-0.013641704475263805,-1.3641704475263805
0,68.488252,1.95,0.5128205128205129,2,0.5116482922409993,-0.0011722205795136054,-0.002285830130051403,-0.22858301300514028
0,68.488252,1.95,0.5128205128205129,3,0.5174693350791425,0.004648822258629615,0.00906520340432787,0.9065203404327871
0,68.488252,1.95,0.5128205128205129,4,0.5232866562006897,0.010466143380176818,0.02040897959134491,2.040897959134491
0,68.488252,1.95,0.5128205128205129,5,0.5290990187346243,0.016278505914111396,0.03174308653251734,3.174308653251734
0,68.488252,1.95,0.5128205128205129,6,0.5349051889773018,0.022084676156788885,0.043065118505738464,4.3065118505738464
0,68.488252,1.95,0.5128205128205129,7,0.5407039371779638,0.027883424357450948,0.054372677497029454,5.437267749702945
0,68.488252,1.95,0.5128205128205129,8,0.5464940383200472,0.033673525499534285,0.065663374724092,6.5663374724092005
0,68.488252,1.95,0.5128205128205129,9,0.5522742728974601,0.03945376007694723,0.07693483215004715,7.693483215004715
0,68.488252,1.95,0.5128205128205129,10,0.5580434276850068,0.045222914864493924,0.08818468398576329,8.818468398576329
0,68.488252,1.95,0.5128205128205129,11,0.5638002965021484,0.05097978368163547,0.0994105781791893,9.94105781791893
0,68.488252,1.95,0.5128205128205129,12,0.5695436809692986,0.05672316814878575,0.11061017789013228,11.061017789013228
0,68.488252,1.95,0.5128205128205129,13,0.5752723912558668,0.062451878435353936,0.12178116294894026,12.178116294894025
0,68.488252,1.95,0.5128205128205129,14,0.5809852468192658,0.06816473399875289,0.13292123129756828,13.292123129756828
0,68.488252,1.95,0.5128205128205129,15,0.5866810771341253,0.07386056431361243,0.14402810041154435,14.402810041154435
0,68.488252,1.95,0.5128205128205129,16,0.5923587224109577,0.07953820959044478,0.15509950870136746,15.509950870136747
0,68.488252,1.95,0.5128205128205129,17,0.5980170343035403,0.08519652148302737,0.1661332168919034,16.613321689190343
0,68.488252,1.95,0.5128205128205129,18,0.603654876604302,0.09083436378378906,0.17712700937838877,17.712700937838875
0,68.488252,1.95,0.5128205128205129,19,0.6092711259270067,0.09645061310649383,0.1880786955576631,18.80786955576631
0,68.488252,1.95,0.5128205128205129,20,0.614864672376058,0.10204415955554513,0.1989861111333131,19.89861111333131
0,68.488252,1.95,0.5128205128205129,21,0.6204344202017582,0.10761390738124532,0.20984711939342848,20.984711939342848
0,68.488252,1.95,0.5128205128205129,22,0.6259792884408845,0.11315877562037158,0.22065961245972465,22.065961245972467
0,68.488252,1.95,0.5128205128205129,23,0.6314982115419572,0.11867769872144429,0.23142151250681642,23.142151250681643
0,68.488252,1.95,0.5128205128205129,24,0.6369901399746066,0.12416962715409374,0.2421307729504829,24.21307729504829
0,68.488252,1.95,0.5128205128205129,25,0.6424540408224595,0.1296335280019466,0.252785379603796,25.278537960379598
0,68.488252,1.95,0.5128205128205129,26,0.6478888983589953,0.13506838553848244,0.2633833518000408,26.33833518000408
