position,is_favorite,rows,over_hit_rate,under_hit_rate,push_rate,avg_over_price,avg_under_price,blind_over_roi,blind_under_roi
FB,False,1.0,0.0,1.0,0.0,2.12,1.68,-1.0,0.6799999999999999
FB,True,6.0,0.6666666666666666,0.3333333333333333,0.0,2.058333333333333,1.9183333333333332,0.23833333333333329,-0.48166666666666674
HB,False,654.0,0.5168195718654435,0.4831804281345566,0.0,1.9460091743119268,1.8876605504587156,-0.016850152905198784,-0.1082110091743119
HB,True,630.0,0.5031746031746032,0.49682539682539684,0.0,1.9292063492063494,1.9084603174603174,-0.0469047619047619,-0.06758730158730157
TE,False,735.0,0.5047619047619047,0.49523809523809526,0.0,1.9444081632653059,1.8850204081632653,-0.03455782312925171,-0.0826938775510204
TE,True,710.0,0.5056338028169014,0.4943661971830986,0.0,1.9539859154929577,1.8762253521126762,-0.027366197183098587,-0.08677464788732393
WR,False,1756.0,0.45842824601366744,0.5415717539863326,0.0,1.9460706150341687,1.877386104783599,-0.1283599088838269,-0.002198177676537576
WR,True,1758.0,0.4732650739476678,0.5267349260523322,0.0,1.9370079635949944,1.890307167235495,-0.10067690557451647,-0.021114903299203635
