rows,mean,median,std,skew,kurtosis,p5,p10,p25,p50,p75,p90,p95
2331,5.183397683397684,0.5,27.586137803666823,0.9160854579536419,1.7130332822388437,-32.5,-23.5,-12.5,0.5,19.5,40.5,57.5
