rows,mean,median,std,skew,kurtosis,p5,p10,p25,p50,p75,p90,p95
1094,3.7148080438756854,-0.5,27.55765012864318,0.9329407770479949,2.246187939118173,-34.849999999999994,-26.5,-13.5,-0.5,18.5,39.5,52.5
