rows,mean,median,std,skew,kurtosis,p5,p10,p25,p50,p75,p90,p95
6250,0.1776,-0.5,2.06663533238342,0.629863802458183,0.940686296399091,-2.5,-2.5,-1.5,-0.5,1.5,2.5,3.5
