rows,mean,median,std,skew,kurtosis,p5,p10,p25,p50,p75,p90,p95
1435,0.5661324041811847,0.5,72.7858177655972,0.08171675535745536,0.3954014681300362,-120.8,-92.1,-48.0,0.5,48.5,90.5,115.5
