prob_bin,model,rows,avg_prob,actual_over_rate,calibration_gap
"(0.5, 0.55]",p_over_normal_full,1435,0.5031029654126582,0.5038327526132405,0.0007297872005822548
"(0.5, 0.55]",p_over_normal_clean,1435,0.5013560019055525,0.5038327526132405,0.002476750707687936
"(0.5, 0.55]",p_over_normal_robust,1435,0.5013050199861804,0.5038327526132405,0.0025277326270600753
"(0.5, 0.55]",p_over_empirical_full,1435,0.5038327526132405,0.5038327526132405,0.0
"(0.5, 0.55]",p_over_empirical_clean,1435,0.503886925795053,0.5038327526132405,-5.4173181812555704e-05
