line_bucket,juice_bucket,rows,over_hit_rate,under_hit_rate,push_rate,avg_over_price,avg_under_price,blind_over_roi,blind_under_roi
<20,coin_flip,5.0,0.2,0.8,0.0,-110.0,-110.0,-0.6181818181818182,0.5272727272727273
<20,plus_money,1.0,0.0,1.0,0.0,116.0,-142.0,-1.0,0.704225352112676
