rows,mean,median,std,skew,kurtosis,p5,p10,p25,p50,p75,p90,p95
1093,3.57227813357731,-0.5,27.163851120882008,0.8177183968637075,1.5836528311247084,-34.9,-26.5,-13.5,-0.5,18.5,39.30000000000007,52.5
