line_bucket,rows,over_hit_rate,under_hit_rate,push_rate,avg_over_price,avg_under_price,blind_over_roi,blind_under_roi
<180,85.0,0.6,0.4,0.0,1.9007058823529406,1.8997647058823526,0.14094117647058818,-0.24023529411764705
180-220,516.0,0.5038759689922481,0.49612403100775193,0.0,1.901201550387597,1.9013565891472868,-0.041569767441860486,-0.057073643410852734
220-260,709.0,0.5105782792665726,0.4894217207334274,0.0,1.901833568406206,1.901833568406206,-0.0290973201692525,-0.06906911142454163
260-300,124.0,0.4032258064516129,0.5967741935483871,0.0,1.9044354838709674,1.9044354838709674,-0.23258064516129032,0.13701612903225802
300+,1.0,0.0,1.0,0.0,1.91,1.91,-1.0,0.9099999999999999
