rows,mean,median,std,skew,kurtosis,p5,p10,p25,p50,p75,p90,p95
6248,0.17397567221510885,-0.5,2.057010736921618,0.5908309321585687,0.7262602492589076,-2.5,-2.5,-1.5,-0.5,1.5,2.5,3.5
