juice_bucket,rows,over_hit_rate,under_hit_rate,push_rate,avg_over_price,avg_under_price,blind_over_roi,blind_under_roi
coin_flip,860.0,0.4848837209302326,0.5151162790697674,0.0,1.8954767441860467,1.8725930232558141,-0.08219767441860468,-0.03622093023255816
favorite_over,1328.0,0.5783132530120482,0.42168674698795183,0.0,1.6302334337349396,2.240030120481928,-0.05954066265060243,-0.0601957831325301
moderate_favorite,1192.0,0.5394295302013423,0.46057046979865773,0.0,1.7714932885906038,2.011048657718121,-0.04490771812080536,-0.07440436241610737
other,447.0,0.4563758389261745,0.5436241610738255,0.0,1.9812080536912753,1.7947874720357944,-0.09637583892617449,-0.025033557046979838
plus_money,2423.0,0.4102352455633512,0.5897647544366488,0.0,2.207721832439125,1.6520346677672308,-0.09945934791580684,-0.028047874535699544
