line_bucket,rows,avg_line,over_hit_rate,avg_actual_minus_line,std_actual_minus_line
<20,781,13.549935979513444,0.5019206145966709,5.030089628681178,17.96601288807621
20-30,480,24.99375,0.5291666666666667,7.272916666666666,25.931346967852523
30-40,329,35.047112462006076,0.5075987841945289,5.588145896656535,30.184920104826297
40-50,276,44.81521739130435,0.4782608695652174,4.739130434782608,32.061317241203724
50-60,203,54.74630541871921,0.5221674876847291,6.307881773399015,38.36120070785493
60-75,205,66.00731707317073,0.47804878048780486,2.5682926829268293,37.78999270364268
75+,59,82.51694915254237,0.5254237288135594,1.0084745762711864,37.5781360135605
