line_bucket,rows,over_hit_rate,under_hit_rate,push_rate,avg_over_price,avg_under_price,blind_over_roi,blind_under_roi
<=2.5,869.0,0.5454545454545454,0.45454545454545453,0.0,1.8578596087456847,1.9950057537399308,-0.006823935558112772,-0.11246260069044878
3.5,1933.0,0.49715468184169687,0.5028453181583031,0.0,1.9547284014485256,1.8841903776513191,-0.05148473874806,-0.07213657527159854
4.5,1512.0,0.4748677248677249,0.5251322751322751,0.0,1.965839947089947,1.8589417989417991,-0.079510582010582,-0.036547619047619044
5.5,1100.0,0.45181818181818184,0.5481818181818182,0.0,1.944990909090909,1.867681818181818,-0.13626363636363636,0.008863636363636363
6.5,525.0,0.4438095238095238,0.5561904761904762,0.0,1.965752380952381,1.8456190476190477,-0.14085714285714285,0.014666666666666672
7+,311.0,0.45980707395498394,0.5401929260450161,0.0,1.944565916398714,1.8572025723472667,-0.12170418006430869,-0.012700964630225084
