position,is_favorite,rows,over_hit_rate,under_hit_rate,push_rate,avg_over_price,avg_under_price,blind_over_roi,blind_under_roi
QB,False,173.0,0.49710982658959535,0.5028901734104047,0.0,-105.03468208092485,-110.43352601156069,-0.04962797520419949,-0.0418220588052187
QB,True,171.0,0.5029239766081871,0.49707602339181284,0.0,-100.28070175438596,-105.90643274853801,-0.03987238176869415,-0.05453552025702794
RB,False,369.0,0.4986449864498645,0.5013550135501355,0.0,-110.01084010840108,-109.98915989159892,-0.0480413895048041,-0.04277473306465479
RB,True,356.0,0.4691011235955056,0.5308988764044944,0.0,-109.98595505617978,-110.01404494382022,-0.10431113423297102,0.013544792611719874
TE,False,2.0,0.5,0.5,0.0,-110.0,-110.0,-0.045454545454545414,-0.045454545454545414
TE,True,6.0,0.6666666666666666,0.3333333333333333,0.0,-110.0,-110.0,0.27272727272727276,-0.3636363636363636
WR,False,14.0,0.35714285714285715,0.6428571428571429,0.0,-94.71428571428571,-111.57142857142857,-0.3225841954655514,0.21508985301172392
WR,True,3.0,0.6666666666666666,0.3333333333333333,0.0,-39.333333333333336,-114.66666666666667,0.30969696969696975,-0.3636363636363636
