rows,mean,median,std,skew,kurtosis,p5,p10,p25,p50,p75,p90,p95
1421,-0.5113300492610837,0.5,69.3022194814907,-0.07148008272196331,-0.1997920816639609,-118.5,-91.5,-47.5,0.5,47.5,86.5,111.5
