player_norm,team,player,source_count,sources,pass_att_mean,pass_att_median,pass_att_std_sources,pass_att_min,pass_att_max,pass_yds_mean,pass_yds_median,pass_yds_std_sources,pass_yds_min,pass_yds_max,pass_td_mean,pass_td_median,pass_td_std_sources,pass_td_min,pass_td_max,int_mean,int_median,int_std_sources,int_min,int_max,rush_att_mean,rush_att_median,rush_att_std_sources,rush_att_min,rush_att_max,rush_yds_mean,rush_yds_median,rush_yds_std_sources,rush_yds_min,rush_yds_max,rush_td_mean,rush_td_median,rush_td_std_sources,rush_td_min,rush_td_max,fpts_mean,fpts_median,fpts_std_sources,fpts_min,fpts_max,pass_yds_range_sources,pass_yds_cv_sources,low_source_count
andy dalton,PHI,Andy Dalton,2,"ESPN_CBS,FantasyPros",0.8,0.8,0.0,0.8,0.8,5.8,5.8,0.0,5.8,5.8,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,True
kenny pickett,CAR,Kenny Pickett,2,"ESPN_CBS,FantasyPros",0.9,0.9,0.0,0.9,0.9,5.7,5.7,0.0,5.7,5.7,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,True
jarrett stidham,DEN,Jarrett Stidham,2,"ESPN_CBS,FantasyPros",0.9,0.9,0.0,0.9,0.9,5.6,5.6,0.0,5.6,5.6,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.6,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,True
davis mills,HOU,Davis Mills,2,"ESPN_CBS,FantasyPros",0.8,0.8,0.0,0.8,0.8,5.5,5.5,0.0,5.5,5.5,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.6,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,True
malik willis,MIA,Malik Willis,2,"ESPN_CBS,FantasyPros",0.8,0.8,0.0,0.8,0.8,5.5,5.5,0.0,5.5,5.5,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.8,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,True
mitchell trubisky,TEN,Mitchell Trubisky,2,"ESPN_CBS,FantasyPros",0.8,0.8,0.0,0.8,0.8,5.5,5.5,0.0,5.5,5.5,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.6,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,True
mason rudolph,PIT,Mason Rudolph,2,"ESPN_CBS,FantasyPros",0.75,0.75,0.07071067811865482,0.7,0.8,5.3,5.3,0.2828427124746193,5.1,5.5,0.05,0.05,0.07071067811865477,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,0.7999999999999999,0.8485281374238569,0.2,1.4,3.4499999999999997,3.4499999999999997,4.030508652763321,0.6,6.3,0.05,0.05,0.07071067811865477,0.0,0.1,0.9,0.9,0.5656854249492381,0.5,1.3,0.40000000000000036,0.05336654952351307,True
sam howell,DAL,Sam Howell,2,"ESPN_CBS,FantasyPros",0.6,0.6,0.0,0.6,0.6,5.1,5.1,0.0,5.1,5.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.9,0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,True
trey lance,LAC,Trey Lance,2,"ESPN_CBS,FantasyPros",0.8,0.8,0.0,0.8,0.8,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.6,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.0,True
tyrod taylor,GB,Tyrod Taylor,2,"ESPN_CBS,FantasyPros",0.8,0.8,0.0,0.8,0.8,5.0,5.0,0.0,5.0,5.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,True
tyler shough,NO,Tyler Shough,2,"ESPN_CBS,FantasyPros",0.8,0.8,0.0,0.8,0.8,4.9,4.9,0.0,4.9,4.9,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,True
brandon allen,NYG,Brandon Allen,2,"ESPN_CBS,FantasyPros",0.7,0.7,0.0,0.7,0.7,4.8,4.8,0.0,4.8,4.8,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,True
kyle allen,BUF,Kyle Allen,2,"ESPN_CBS,FantasyPros",0.5,0.5,0.0,0.5,0.5,4.8,4.8,0.0,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,True
tyson bagent,CHI,Tyson Bagent,2,"ESPN_CBS,FantasyPros",0.8,0.8,0.0,0.8,0.8,4.8,4.8,0.0,4.8,4.8,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,True
teddy bridgewater,DET,Teddy Bridgewater,2,"ESPN_CBS,FantasyPros",0.6,0.6,0.0,0.6,0.6,4.7,4.7,0.0,4.7,4.7,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,True
drew lock,SEA,Drew Lock,2,"ESPN_CBS,FantasyPros",0.7,0.7,0.0,0.7,0.7,4.6,4.6,0.0,4.6,4.6,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,True
jalen milroe,SEA,Jalen Milroe,2,"ESPN_CBS,FantasyPros",0.7,0.7,0.0,0.7,0.7,4.5,4.5,0.0,4.5,4.5,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,1.8,1.8,8.7,8.7,0.0,8.7,8.7,0.1,0.1,0.0,0.1,0.1,1.9,1.9,0.0,1.9,1.9,0.0,0.0,True
anthony richardson,IND,Anthony Richardson Sr.,2,"ESPN_CBS,FantasyPros",0.6,0.6,0.0,0.6,0.6,4.3,4.3,0.0,4.3,4.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.7,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,True
dillon gabriel,CLE,Dillon Gabriel,2,"ESPN_CBS,FantasyPros",0.6,0.6,0.0,0.6,0.6,3.7,3.7,0.0,3.7,3.7,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,True
bailey zappe,NYJ,Bailey Zappe,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
cam miller,MIA,Cam Miller,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
chris oladokun,KC,Chris Oladokun,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
clayton tune,HOU,Clayton Tune,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
hendon hooker,TEN,Hendon Hooker,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
jeff driskel,WAS,Jeff Driskel,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
kurtis rourke,SF,Kurtis Rourke,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
kyle mccord,GB,Kyle McCord,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
nathan peterman,DEN,Nathan Peterman,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
sean clifford,CIN,Sean Clifford,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
shane buechele,BUF,Shane Buechele,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
skylar thompson,BAL,Skylar Thompson,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
trevor siemian,ATL,Trevor Siemian,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
tyler huntley,BAL,Tyler Huntley,2,"ESPN_CBS,FantasyPros",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
aidan oconnell,LV,Aidan O'Connell,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
case keenum,CHI,Case Keenum,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
deshaun watson,CLE,Deshaun Watson,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
graham mertz,HOU,Graham Mertz,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
jameis winston,NYG,Jameis Winston,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
josh johnson,CIN,Josh Johnson,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
quinn ewers,MIA,Quinn Ewers,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
riley leonard,IND,Riley Leonard,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
sam ehlinger,DEN,Sam Ehlinger,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
shedeur sanders,CLE,Shedeur Sanders,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
stetson bennett,LAR,Stetson Bennett IV,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
tanner mckee,PHI,Tanner McKee,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
tommy devito,NE,Tommy DeVito,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
will howard,PIT,Will Howard,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
will levis,TEN,Will Levis,1,FantasyPros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
