ev_bucket,bets,hit_rate,profit_units,avg_profit,avg_ev_percent,avg_edge_yards
2-5,194,0.4896907216494845,-12.576238576238577,-0.06482597204246689,3.4459935635193477,3.4951546391752575
5-10,374,0.5454545454545454,15.45454545454545,0.041322314049586764,7.588276887777198,5.13711229946524
