edge_bucket,bets,hit_rate,profit_units,avg_profit,avg_ev_percent,avg_edge_yards
0-2.5,93,0.4946236559139785,-5.121693121693123,-0.05507196905046369,4.403824212426374,1.6184946236559141
2.5-5,238,0.5336134453781513,4.454545454545451,0.018716577540106936,5.871046600458373,3.7794117647058822
5-7.5,188,0.4946808510638298,-10.454545454545457,-0.0556092843326886,7.0164362494847365,6.013138297872341
7.5-10,46,0.6739130434782609,13.181818181818182,0.2865612648221344,7.7150574063617565,8.408260869565218
10-15,3,0.6666666666666666,0.8181818181818181,0.2727272727272727,8.563636363636366,10.69
