player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Michael Wilson,84423,WR,ARZ,1,10.0,1,71.4,80.0,4,5,0,9.1,1,4,1,0,61.8,71.9,72.7,,71.6,0.0,0,0,31,0.0,0,57,0,10,89.5,51,14.0,8,96.7,14,0,86.0,49,118,17,1.7,11.8,2.31
Chris Olave,84355,WR,NO,1,11.8,0,69.2,50.0,1,2,0,10.0,1,4,20,0,57.0,70.6,70.8,,69.9,0.0,0,1,16,0.0,0,49,0,9,95.9,47,38.8,19,50.2,13,0,61.2,30,70,29,3.2,7.8,1.49
Wan'Dale Robinson,101735,WR,NYG,1,14.2,1,69.2,50.0,1,2,0,0.0,0,6,21,1,77.3,19.9,75.6,,76.3,0.0,0,1,40,0.0,0,41,0,9,90.2,37,46.3,19,103.4,13,1,53.7,22,156,39,4.3,17.3,4.22
Amon-Ra St. Brown,84470,WR,DET,1,12.1,2,75.0,50.0,1,2,0,0.0,0,7,11,0,77.3,70.6,91.8,62.4,91.1,0.0,0,0,30,2.2,1,46,0,9,91.3,42,58.7,27,144.1,12,1,37.0,17,149,54,6.0,16.6,3.55
Rashee Rice,97605,WR,KC,1,5.6,1,66.7,0.0,0,2,0,0.0,0,6,16,0,77.3,70.6,87.9,,86.3,0.0,0,1,47,0.0,0,41,0,8,95.1,39,53.7,22,71.9,12,0,46.3,19,141,111,13.9,17.6,3.62
Jahmyr Gibbs,122474,HB,DET,1,-0.7,2,91.7,0.0,0,1,0,0.0,0,3,11,0,78.7,77.7,91.4,63.6,79.6,0.0,0,0,13,14.3,5,35,0,11,80.0,28,8.6,3,110.1,12,1,2.9,1,45,59,5.4,4.1,1.61
CeeDee Lamb,61570,WR,DAL,1,15.8,0,36.4,33.3,1,3,0,33.3,2,2,9,0,28.6,67.0,55.0,,54.8,0.0,0,1,48,0.0,0,41,0,4,85.4,35,39.0,16,22.9,11,0,61.0,25,75,7,1.8,18.8,2.14
Tre Tucker,101106,WR,LV,1,18.9,1,30.0,50.0,1,2,0,25.0,1,1,23,0,36.2,65.8,57.3,,57.0,5.1,3,0,19,0.0,0,59,0,3,93.2,55,13.6,8,39.6,10,0,79.7,47,28,11,3.7,9.3,0.51
Hunter Henry,10669,TE,NE,1,8.2,0,70.0,50.0,1,2,0,0.0,0,5,19,0,76.5,70.1,92.0,75.6,91.4,55.9,19,1,28,5.9,2,34,0,7,88.2,30,26.5,9,102.1,10,1,11.8,4,115,61,8.7,16.4,3.83
Trey McBride,75916,TE,ARZ,1,5.8,1,90.0,66.7,2,3,0,0.0,0,6,1,0,77.3,70.6,67.6,33.3,75.7,29.5,18,0,14,1.6,1,61,0,9,90.2,55,57.4,35,99.6,10,0,13.1,8,79,35,3.9,8.8,1.44
Jaxon Smith-Njigba,129758,WR,SEA,1,15.4,1,80.0,50.0,1,2,0,0.0,0,5,29,0,76.5,70.8,91.9,,92.0,0.0,0,0,63,0.0,0,28,0,8,96.4,27,25.0,7,158.3,10,2,75.0,21,167,57,7.1,20.9,6.19
DeVonta Smith,61100,WR,PHI,1,14.6,0,60.0,33.3,1,3,0,0.0,0,4,24,0,52.5,69.5,70.3,,71.3,0.0,0,0,41,0.0,0,47,1,6,91.5,43,51.1,24,89.2,10,0,48.9,23,89,19,3.2,14.8,2.07
