player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Sam Darnold,29048,QB,SEA,1,66.7,24,26,9.3,2.61,0,3,11.1,61.5,16,0,11,0.0,28,0,0.23,9,29,77.4,60.3,61.9,60.0,1,0,29,1,50.0,9.1,118.1,3.6,1,0,0,1,2,2,6.9,244,9.4
Lamar Jackson,46416,QB,BLT,1,75.0,20,23,11.4,3.41,0,0,0.0,56.5,13,0,8,13.3,29,2,-0.14,7,3,78.2,60.9,62.5,47.1,0,0,32,0,41.4,12.5,76.9,3.4,1,5,0,3,0,0,0.0,153,6.7
Kirk Cousins,7102,QB,ATL,1,85.0,20,23,8.2,2.88,0,3,13.0,69.6,16,0,8,5.9,28,1,-0.1,8,2,26.1,83.3,80.1,66.4,0,1,28,1,46.4,37.5,107.0,10.7,3,1,1,2,2,1,3.6,199,8.7
Jordan Love,40306,QB,GB,1,73.7,19,21,8.4,2.63,1,0,0.0,66.7,14,0,11,0.0,24,0,0.22,9,12,76.9,62.7,60.1,64.3,0,0,25,0,58.3,9.1,85.2,4.2,1,1,0,1,0,1,4.0,139,6.6
Shedeur Sanders,131396,QB,CLV,1,61.1,18,20,9.4,3.0,0,1,4.3,55.0,11,0,12,0.0,21,0,-0.2,4,8,76.4,50.3,49.7,60.0,1,1,24,0,23.8,8.3,87.3,4.8,1,0,0,1,1,1,4.2,209,10.5
J.J. McCarthy,144918,QB,MIN,1,72.2,18,19,6.3,3.09,0,1,5.3,63.2,12,0,12,7.7,25,1,-0.7,4,18,28.7,47.3,49.4,54.0,1,2,25,0,36.0,41.7,34.2,20.0,5,1,0,0,0,1,4.0,87,4.6
Baker Mayfield,46518,QB,TB,1,52.9,17,19,8.9,2.9,1,0,0.0,47.4,9,0,10,0.0,25,0,-0.63,5,30,76.9,66.3,62.5,68.0,0,2,26,0,28.0,20.0,32.0,8.0,2,3,0,1,1,0,0.0,41,2.2
Teddy Bridgewater,8667,QB,TB,1,57.1,14,15,6.4,2.57,0,0,0.0,53.3,8,0,7,0.0,18,0,-0.73,2,30,75.1,42.9,44.0,57.9,0,0,20,0,11.1,28.6,63.8,11.1,2,1,0,1,0,0,0.0,62,4.1
Taysom Hill,12112,TE,NO,1,,0,2,,2.95,1,0,0.0,0.0,0,0,0,,2,0,-3.18,0,20,73.6,60.2,58.0,64.3,0,0,2,1,0.0,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jake Browning,46401,QB,CIN,1,100.0,1,1,9.0,4.6,0,0,0.0,100.0,1,0,1,0.0,1,0,0.84,1,7,60.4,78.1,75.9,,0,0,1,0,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
Kedon Slovis,100580,QB,ARZ,1,100.0,1,1,-2.0,2.6,0,0,0.0,100.0,1,0,1,0.0,1,0,-1.56,0,1,60.4,61.4,60.4,,0,0,1,0,0.0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0
Gunner Olszewski,95015,WR,NYG,1,100.0,1,1,15.0,5.3,0,0,0.0,100.0,1,0,1,0.0,1,0,3.26,1,21,74.5,65.3,68.8,,0,0,1,0,100.0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,33,33.0
Malik Willis,60341,QB,GB,1,100.0,1,1,1.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0.69,0,12,66.7,70.8,60.0,60.0,0,0,1,0,100.0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
