player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jacoby Brissett,10725,QB,ARZ,1,79.5,44,49,7.1,3.14,0,2,3.6,67.3,33,0,27,5.7,58,2,-0.12,17,1,41.0,64.4,62.5,66.2,0,0,64,1,43.1,22.2,92.0,10.3,6,3,0,5,1,1,1.6,317,6.5
Patrick Mahomes,11765,QB,KC,1,72.1,43,46,7.6,3.33,0,2,3.9,63.0,29,0,17,6.5,54,2,0.15,17,16,81.4,82.6,78.2,75.7,0,1,59,0,48.1,23.5,77.4,7.4,4,4,0,3,0,0,0.0,352,7.7
Geno Smith,7820,QB,LV,1,80.0,40,44,7.9,2.62,1,3,6.3,68.2,30,0,26,6.3,56,2,-0.32,16,23,24.6,56.7,53.7,71.6,0,0,60,0,37.5,38.5,93.5,17.9,10,2,0,3,1,3,5.0,285,6.5
Tyler Shough,83537,QB,NO,1,82.5,40,43,7.6,2.66,1,0,0.0,69.8,30,0,20,9.1,50,3,-0.2,12,20,81.3,49.5,49.5,57.9,1,1,52,0,40.0,25.0,74.1,10.0,5,2,0,1,0,2,3.8,243,5.7
Cam Ward,133244,QB,TEN,1,81.1,37,42,4.9,3.09,0,1,2.1,66.7,28,0,23,6.7,51,2,0.16,15,31,81.3,78.7,74.7,73.0,1,0,56,0,43.1,17.4,91.0,7.8,4,5,0,4,1,0,0.0,256,6.1
Jared Goff,10635,QB,DET,1,81.1,37,42,5.3,2.42,0,2,4.5,66.7,28,0,10,6.7,45,2,-0.12,13,11,80.1,75.6,75.7,56.8,1,1,48,1,40.0,30.0,91.3,6.7,3,0,2,2,2,0,0.0,279,6.6
Jalen Hurts,40291,QB,PHI,1,79.4,34,39,8.0,2.94,0,0,0.0,69.2,27,0,18,0.0,43,0,0.05,14,24,80.9,72.3,70.5,65.5,2,0,47,0,46.5,5.6,99.2,2.3,1,2,0,3,1,0,0.0,289,7.4
Joe Flacco,4332,QB,CIN,1,62.5,32,37,9.0,2.69,0,1,2.6,51.4,19,0,13,5.0,38,1,-0.55,9,7,79.1,50.5,51.2,58.2,0,1,39,1,36.8,7.7,63.2,2.6,1,0,1,4,1,2,5.1,183,4.9
Jameis Winston,9434,QB,NYG,1,63.3,30,36,12.8,3.23,1,5,12.5,50.0,18,0,16,5.3,38,1,0.49,16,21,80.0,86.3,80.5,55.6,1,1,42,1,44.7,6.3,93.1,2.6,1,1,0,4,2,2,4.8,366,10.2
Dak Prescott,10769,QB,DAL,1,74.3,35,36,11.1,2.68,0,3,7.1,63.9,23,0,15,11.5,41,3,0.17,17,9,80.4,74.8,74.3,59.1,0,1,47,0,53.7,6.7,103.2,2.4,1,3,1,0,2,2,4.3,354,9.8
Caleb Williams,144622,QB,CHI,1,66.7,30,35,8.9,2.66,0,0,0.0,54.3,19,0,8,5.0,38,1,-0.07,11,6,27.0,44.1,42.7,69.0,0,0,41,1,44.7,12.5,104.3,2.6,1,2,1,4,3,3,7.3,239,6.8
Matthew Stafford,4924,QB,LA,1,84.4,32,35,7.4,2.7,0,1,2.8,71.4,25,0,6,7.4,36,2,0.19,16,26,78.6,91.5,90.6,,0,0,37,1,58.3,16.7,122.7,2.8,1,0,0,3,3,0,0.0,273,7.8
Drake Maye,143969,QB,NE,1,68.8,32,35,8.6,2.95,0,3,7.9,62.9,22,0,13,0.0,39,0,0.23,14,19,79.7,64.6,62.9,63.7,1,1,42,0,53.8,7.7,87.1,2.6,1,3,0,2,1,2,4.8,294,8.4
Josh Allen,46601,QB,BUF,1,83.9,31,34,5.8,2.75,1,2,5.9,70.6,24,0,20,7.7,46,2,-0.14,10,4,80.3,55.6,53.3,64.5,1,2,46,0,32.6,40.0,67.4,17.4,8,3,0,1,0,2,4.3,253,7.4
Brock Purdy,77672,QB,SF,1,77.4,31,32,6.5,2.76,1,0,0.0,71.9,23,0,14,4.2,35,1,-0.07,12,28,79.4,60.9,55.1,79.5,0,3,35,1,48.6,0.0,58.5,0.0,0,1,0,0,1,3,8.6,193,6.0
Daniel Jones,39395,QB,IND,1,66.7,30,31,4.7,2.53,1,1,3.1,61.3,19,0,11,5.0,33,1,0.05,8,14,78.3,56.6,51.8,73.3,0,0,34,2,36.4,0.0,99.0,0.0,0,2,0,0,2,1,2.9,181,5.8
Mason Rudolph,46569,QB,PIT,1,85.7,28,31,6.2,2.53,2,0,0.0,77.4,24,0,7,0.0,35,0,-0.21,8,25,28.4,57.3,53.1,69.3,0,1,38,0,48.6,28.6,86.9,5.7,2,1,0,1,1,3,7.9,171,5.5
Trevor Lawrence,77632,QB,JAX,1,75.0,28,30,10.5,2.86,1,3,9.7,60.0,18,0,12,14.3,35,3,-0.16,14,15,28.5,63.9,63.4,59.7,1,3,36,0,51.4,25.0,81.4,8.6,3,2,0,0,3,3,8.3,256,8.5
Davis Mills,52269,QB,HST,1,67.9,28,30,8.5,2.43,0,0,0.0,53.3,16,0,7,15.8,30,3,-0.16,7,13,78.4,66.8,68.0,61.7,0,0,33,1,33.3,0.0,90.0,0.0,0,0,0,2,2,0,0.0,153,5.1
Bryce Young,123943,QB,CAR,1,65.5,29,29,6.2,2.95,0,1,3.2,62.1,18,0,12,5.3,34,1,-0.35,10,5,78.6,40.3,41.2,54.5,0,2,37,1,47.1,8.3,60.8,2.9,1,4,0,0,1,3,8.1,169,5.8
Tyrod Taylor,6332,QB,NYJ,1,69.2,26,28,10.2,3.38,1,0,0.0,60.7,17,0,12,5.6,34,1,0.03,12,22,78.7,48.2,46.2,60.6,0,1,35,1,47.1,25.0,82.7,8.8,3,3,0,1,1,1,2.9,222,7.9
