pick,player,position,count,probability,moneyline
9,Kenyon Sadiq,TE,7,0.0014,+71329
10,Caleb Downs,S,1741,0.3482,+187
10,Sonny Styles,LB,1695,0.339,+195
10,Dillon Thieneman,S,324,0.0648,+1443
10,Jeremiyah Love,RB,205,0.041,+2339
10,Olaivavega Ioane,IOL,164,0.0328,+2949
10,Monroe Freeling,OT,139,0.0278,+3497
10,Spencer Fano,OT,132,0.0264,+3688
10,Francis Mauigoa,OT,126,0.0252,+3868
10,Mansoor Delane,CB,108,0.0216,+4530
10,Rueben Bain,EDGE,87,0.0174,+5647
10,Jordyn Tyson,WR,76,0.0152,+6479
10,Jermod McCoy,CB,58,0.0116,+8521
10,Makai Lemon,WR,56,0.0112,+8829
10,Carnell Tate,WR,31,0.0062,+16029
10,Arvell Reese,LB,21,0.0042,+23710
10,Kenyon Sadiq,TE,17,0.0034,+29312
10,Kadyn Proctor,OT,10,0.002,+49900
10,Keldric Faulk,EDGE,5,0.001,+99900
10,Akheem Mesidor,EDGE,4,0.0008,+124900
10,Ty Simpson,QB,1,0.0002,+499900
11,Makai Lemon,WR,1026,0.2052,+387
11,Mansoor Delane,CB,735,0.147,+580
11,Jermod McCoy,CB,710,0.142,+604
11,Jordyn Tyson,WR,709,0.1418,+605
11,Olaivavega Ioane,IOL,498,0.0996,+904
11,Caleb Downs,S,266,0.0532,+1780
11,Rueben Bain,EDGE,196,0.0392,+2451
11,Carnell Tate,WR,118,0.0236,+4137
11,Jeremiyah Love,RB,101,0.0202,+4850
11,Kenyon Sadiq,TE,101,0.0202,+4850
11,Spencer Fano,OT,95,0.019,+5163
11,Dillon Thieneman,S,94,0.0188,+5219
11,Omar Cooper Jr.,WR,81,0.0162,+6073
11,Francis Mauigoa,OT,72,0.0144,+6844
11,Monroe Freeling,OT,64,0.0128,+7712
11,Sonny Styles,LB,42,0.0084,+11805
11,Keldric Faulk,EDGE,36,0.0072,+13789
11,Akheem Mesidor,EDGE,34,0.0068,+14606
11,Kadyn Proctor,OT,16,0.0032,+31150
11,Emmanuel McNeil-Warren,S,3,0.0006,+166567
11,David Bailey,EDGE,2,0.0004,+249900
11,Blake Miller,OT,1,0.0002,+499900
12,Jermod McCoy,CB,2004,0.4008,+150
12,Mansoor Delane,CB,810,0.162,+517
12,Sonny Styles,LB,379,0.0758,+1219
12,Caleb Downs,S,375,0.075,+1233
12,Rueben Bain,EDGE,196,0.0392,+2451
12,Keldric Faulk,EDGE,192,0.0384,+2504
12,Jeremiyah Love,RB,168,0.0336,+2876
12,Spencer Fano,OT,153,0.0306,+3168
12,Dillon Thieneman,S,152,0.0304,+3189
12,Monroe Freeling,OT,134,0.0268,+3631
12,Francis Mauigoa,OT,98,0.0196,+5002
12,Makai Lemon,WR,74,0.0148,+6657
12,Akheem Mesidor,EDGE,61,0.0122,+8097
12,Olaivavega Ioane,IOL,44,0.0088,+11264
12,Jordyn Tyson,WR,43,0.0086,+11528
12,Emmanuel McNeil-Warren,S,38,0.0076,+13058
12,Kenyon Sadiq,TE,29,0.0058,+17141
12,Kadyn Proctor,OT,25,0.005,+19900
12,Carnell Tate,WR,13,0.0026,+38362
12,Omar Cooper Jr.,WR,7,0.0014,+71329
12,Caleb Lomu,OT,2,0.0004,+249900
12,Arvell Reese,LB,1,0.0002,+499900
12,Blake Miller,OT,1,0.0002,+499900
12,David Bailey,EDGE,1,0.0002,+499900
13,Jordyn Tyson,WR,1281,0.2562,+290
13,Spencer Fano,OT,909,0.1818,+450
13,Makai Lemon,WR,877,0.1754,+470
13,Monroe Freeling,OT,786,0.1572,+536
13,Francis Mauigoa,OT,234,0.0468,+2037
13,Kadyn Proctor,OT,185,0.037,+2603
13,Sonny Styles,LB,117,0.0234,+4174
13,Jeremiyah Love,RB,109,0.0218,+4487
13,Omar Cooper Jr.,WR,95,0.019,+5163
13,Carnell Tate,WR,87,0.0174,+5647
13,Blake Miller,OT,42,0.0084,+11805
13,Dillon Thieneman,S,39,0.0078,+12721
13,Caleb Downs,S,38,0.0076,+13058
13,Olaivavega Ioane,IOL,37,0.0074,+13414
13,Jermod McCoy,CB,31,0.0062,+16029
13,Kenyon Sadiq,TE,26,0.0052,+19131
13,Kevin Concepcion,WR,23,0.0046,+21639
13,Akheem Mesidor,EDGE,20,0.004,+24900
13,Rueben Bain,EDGE,19,0.0038,+26216
13,Keldric Faulk,EDGE,18,0.0036,+27678
13,Mansoor Delane,CB,16,0.0032,+31150
13,Caleb Lomu,OT,6,0.0012,+83233
13,Emmanuel McNeil-Warren,S,3,0.0006,+166567
13,David Bailey,EDGE,1,0.0002,+499900
13,Ty Simpson,QB,1,0.0002,+499900
14,Olaivavega Ioane,IOL,1432,0.2864,+249
14,Jordyn Tyson,WR,963,0.1926,+419
14,Makai Lemon,WR,634,0.1268,+689
14,Omar Cooper Jr.,WR,519,0.1038,+863
14,Kenyon Sadiq,TE,446,0.0892,+1021
14,Spencer Fano,OT,149,0.0298,+3256
14,Jeremiyah Love,RB,137,0.0274,+3550
14,Monroe Freeling,OT,127,0.0254,+3837
14,Keldric Faulk,EDGE,68,0.0136,+7253
14,Akheem Mesidor,EDGE,66,0.0132,+7476
14,Rueben Bain,EDGE,64,0.0128,+7712
14,Jermod McCoy,CB,63,0.0126,+7837
14,Kadyn Proctor,OT,60,0.012,+8233
14,Caleb Downs,S,47,0.0094,+10538
14,Dillon Thieneman,S,47,0.0094,+10538
14,Sonny Styles,LB,40,0.008,+12400
14,Francis Mauigoa,OT,38,0.0076,+13058
14,Kevin Concepcion,WR,33,0.0066,+15052
14,Carnell Tate,WR,32,0.0064,+15525
14,Mansoor Delane,CB,19,0.0038,+26216
14,Blake Miller,OT,6,0.0012,+83233
14,Emmanuel McNeil-Warren,S,6,0.0012,+83233
14,Caleb Lomu,OT,3,0.0006,+166567
14,Ty Simpson,QB,1,0.0002,+499900
15,Keldric Faulk,EDGE,1420,0.284,+252
15,Kenyon Sadiq,TE,1106,0.2212,+352
15,Akheem Mesidor,EDGE,748,0.1496,+568
15,Jermod McCoy,CB,464,0.0928,+978
15,Olaivavega Ioane,IOL,367,0.0734,+1262
15,Mansoor Delane,CB,208,0.0416,+2304
15,Rueben Bain,EDGE,185,0.037,+2603
15,Monroe Freeling,OT,97,0.0194,+5055
15,Spencer Fano,OT,86,0.0172,+5714
15,Jeremiyah Love,RB,61,0.0122,+8097
15,Caleb Downs,S,31,0.0062,+16029
15,Kadyn Proctor,OT,31,0.0062,+16029
15,Jordyn Tyson,WR,30,0.006,+16567
15,Dillon Thieneman,S,29,0.0058,+17141
15,Francis Mauigoa,OT,28,0.0056,+17757
15,Makai Lemon,WR,24,0.0048,+20733
15,Avieon Terrell,CB,23,0.0046,+21639
15,Emmanuel McNeil-Warren,S,19,0.0038,+26216
15,Sonny Styles,LB,18,0.0036,+27678
15,Omar Cooper Jr.,WR,12,0.0024,+41567
15,Blake Miller,OT,5,0.001,+99900
15,Caleb Lomu,OT,4,0.0008,+124900
15,Carnell Tate,WR,2,0.0004,+249900
15,Kevin Concepcion,WR,2,0.0004,+249900
16,Akheem Mesidor,EDGE,675,0.135,+641
16,Omar Cooper Jr.,WR,611,0.1222,+718
16,Keldric Faulk,EDGE,558,0.1116,+796
16,Olaivavega Ioane,IOL,553,0.1106,+804
16,Jordyn Tyson,WR,549,0.1098,+811
16,Makai Lemon,WR,347,0.0694,+1341
16,Jermod McCoy,CB,268,0.0536,+1766
16,Kevin Concepcion,WR,177,0.0354,+2725
16,Spencer Fano,OT,171,0.0342,+2824
16,Monroe Freeling,OT,169,0.0338,+2859
16,Kenyon Sadiq,TE,103,0.0206,+4754
16,Dillon Thieneman,S,102,0.0204,+4802
16,Jeremiyah Love,RB,102,0.0204,+4802
16,Kadyn Proctor,OT,85,0.017,+5782
16,Mansoor Delane,CB,79,0.0158,+6229
16,Avieon Terrell,CB,78,0.0156,+6310
16,Ty Simpson,QB,70,0.014,+7043
16,Caleb Downs,S,63,0.0126,+7837
16,Rueben Bain,EDGE,53,0.0106,+9334
16,Sonny Styles,LB,46,0.0092,+10770
16,Blake Miller,OT,40,0.008,+12400
16,Francis Mauigoa,OT,31,0.0062,+16029
16,Emmanuel McNeil-Warren,S,24,0.0048,+20733
16,T.J. Parker,EDGE,16,0.0032,+31150
16,Carnell Tate,WR,13,0.0026,+38362
16,Caleb Lomu,OT,12,0.0024,+41567
16,Drew Allar,QB,2,0.0004,+249900
16,Garrett Nussmeier,QB,2,0.0004,+249900
16,Peter Woods,DT,1,0.0002,+499900
17,Kadyn Proctor,OT,1460,0.292,+242
17,Monroe Freeling,OT,1110,0.222,+350
17,Spencer Fano,OT,1079,0.2158,+363
17,Blake Miller,OT,342,0.0684,+1362
17,Caleb Lomu,OT,338,0.0676,+1379
17,Peter Woods,DT,105,0.021,+4662
17,Akheem Mesidor,EDGE,83,0.0166,+5924
17,Keldric Faulk,EDGE,71,0.0142,+6942
17,Jeremiyah Love,RB,65,0.013,+7592
17,Dillon Thieneman,S,55,0.011,+8991
17,Francis Mauigoa,OT,51,0.0102,+9704
17,Caleb Downs,S,40,0.008,+12400
17,Omar Cooper Jr.,WR,39,0.0078,+12721
17,Kenyon Sadiq,TE,37,0.0074,+13414
17,Olaivavega Ioane,IOL,28,0.0056,+17757
17,Jordyn Tyson,WR,25,0.005,+19900
17,Emmanuel McNeil-Warren,S,16,0.0032,+31150
17,Makai Lemon,WR,12,0.0024,+41567
17,Sonny Styles,LB,12,0.0024,+41567
17,Jermod McCoy,CB,9,0.0018,+55456
17,Rueben Bain,EDGE,7,0.0014,+71329
17,Mansoor Delane,CB,6,0.0012,+83233
17,Avieon Terrell,CB,4,0.0008,+124900
17,Kevin Concepcion,WR,3,0.0006,+166567
17,T.J. Parker,EDGE,3,0.0006,+166567
18,Dillon Thieneman,S,2176,0.4352,+130
18,Emmanuel McNeil-Warren,S,1202,0.2404,+316
18,Caleb Downs,S,426,0.0852,+1074
18,Jermod McCoy,CB,256,0.0512,+1853
18,Jeremiyah Love,RB,122,0.0244,+3998
18,Peter Woods,DT,113,0.0226,+4325
18,Avieon Terrell,CB,89,0.0178,+5518
18,Kadyn Proctor,OT,69,0.0138,+7146
18,Kenyon Sadiq,TE,63,0.0126,+7837
18,Monroe Freeling,OT,62,0.0124,+7965
18,Mansoor Delane,CB,61,0.0122,+8097
18,Spencer Fano,OT,53,0.0106,+9334
18,Keldric Faulk,EDGE,49,0.0098,+10104
18,Akheem Mesidor,EDGE,44,0.0088,+11264
18,Omar Cooper Jr.,WR,40,0.008,+12400
18,Olaivavega Ioane,IOL,38,0.0076,+13058
18,Jordyn Tyson,WR,24,0.0048,+20733
18,Caleb Lomu,OT,22,0.0044,+22627
18,Kayden McDonald,DT,21,0.0042,+23710
18,Kevin Concepcion,WR,21,0.0042,+23710
18,Blake Miller,OT,17,0.0034,+29312
18,Makai Lemon,WR,13,0.0026,+38362
18,Sonny Styles,LB,6,0.0012,+83233
18,Francis Mauigoa,OT,5,0.001,+99900
18,T.J. Parker,EDGE,4,0.0008,+124900
18,Rueben Bain,EDGE,3,0.0006,+166567
18,Denzel Boston,WR,1,0.0002,+499900
19,Kenyon Sadiq,TE,1297,0.2594,+286
19,Akheem Mesidor,EDGE,732,0.1464,+583
19,Keldric Faulk,EDGE,557,0.1114,+798
19,Omar Cooper Jr.,WR,467,0.0934,+971
19,Kevin Concepcion,WR,229,0.0458,+2083
19,Kadyn Proctor,OT,225,0.045,+2122
19,Jordyn Tyson,WR,194,0.0388,+2477
19,Monroe Freeling,OT,167,0.0334,+2894
19,Spencer Fano,OT,166,0.0332,+2912
19,Peter Woods,DT,151,0.0302,+3211
19,Blake Miller,OT,145,0.029,+3348
19,Makai Lemon,WR,118,0.0236,+4137
19,Denzel Boston,WR,74,0.0148,+6657
19,Olaivavega Ioane,IOL,66,0.0132,+7476
19,Caleb Lomu,OT,65,0.013,+7592
19,T.J. Parker,EDGE,63,0.0126,+7837
19,Avieon Terrell,CB,49,0.0098,+10104
19,Dillon Thieneman,S,46,0.0092,+10770
19,Emmanuel McNeil-Warren,S,38,0.0076,+13058
19,Jermod McCoy,CB,31,0.0062,+16029
19,Caleb Downs,S,23,0.0046,+21639
19,Kayden McDonald,DT,22,0.0044,+22627
19,Jeremiyah Love,RB,19,0.0038,+26216
19,Cashius Howell,EDGE,18,0.0036,+27678
19,Mansoor Delane,CB,14,0.0028,+35614
19,Rueben Bain,EDGE,13,0.0026,+38362
19,Sonny Styles,LB,7,0.0014,+71329
19,Francis Mauigoa,OT,3,0.0006,+166567
19,Carnell Tate,WR,1,0.0002,+499900
20,Akheem Mesidor,EDGE,821,0.1642,+509
20,Avieon Terrell,CB,666,0.1332,+651
20,Keldric Faulk,EDGE,635,0.127,+687
20,Dillon Thieneman,S,543,0.1086,+821
20,Emmanuel McNeil-Warren,S,508,0.1016,+884
20,Peter Woods,DT,299,0.0598,+1572
20,Jermod McCoy,CB,159,0.0318,+3045
20,Kadyn Proctor,OT,147,0.0294,+3301
20,Omar Cooper Jr.,WR,144,0.0288,+3372
20,Monroe Freeling,OT,119,0.0238,+4102
20,Kayden McDonald,DT,105,0.021,+4662
20,Caleb Downs,S,100,0.02,+4900
20,Spencer Fano,OT,99,0.0198,+4951
20,T.J. Parker,EDGE,99,0.0198,+4951
20,Olaivavega Ioane,IOL,96,0.0192,+5108
20,Blake Miller,OT,93,0.0186,+5276
20,Caleb Lomu,OT,81,0.0162,+6073
20,Kenyon Sadiq,TE,77,0.0154,+6394
20,Kevin Concepcion,WR,42,0.0084,+11805
20,Jordyn Tyson,WR,41,0.0082,+12095
20,Sonny Styles,LB,24,0.0048,+20733
20,Mansoor Delane,CB,23,0.0046,+21639
20,Jeremiyah Love,RB,19,0.0038,+26216
20,Makai Lemon,WR,17,0.0034,+29312
20,Denzel Boston,WR,15,0.003,+33233
20,Cashius Howell,EDGE,14,0.0028,+35614
20,Rueben Bain,EDGE,11,0.0022,+45355
20,Francis Mauigoa,OT,3,0.0006,+166567
21,Kadyn Proctor,OT,915,0.183,+446
21,Blake Miller,OT,753,0.1506,+564
21,Caleb Lomu,OT,747,0.1494,+569
21,Monroe Freeling,OT,450,0.09,+1011
21,Omar Cooper Jr.,WR,411,0.0822,+1117
21,Spencer Fano,OT,374,0.0748,+1237
21,Kevin Concepcion,WR,309,0.0618,+1518
21,Avieon Terrell,CB,242,0.0484,+1966
21,Olaivavega Ioane,IOL,228,0.0456,+2093
21,Jordyn Tyson,WR,101,0.0202,+4850
21,Jermod McCoy,CB,50,0.01,+9900
21,Emmanuel McNeil-Warren,S,48,0.0096,+10317
21,Denzel Boston,WR,44,0.0088,+11264
21,Ty Simpson,QB,43,0.0086,+11528
21,Makai Lemon,WR,41,0.0082,+12095
21,Kenyon Sadiq,TE,34,0.0068,+14606
21,Akheem Mesidor,EDGE,33,0.0066,+15052
21,Keldric Faulk,EDGE,28,0.0056,+17757
21,Jeremiyah Love,RB,24,0.0048,+20733
21,Colton Hood,CB,19,0.0038,+26216
21,Peter Woods,DT,19,0.0038,+26216
21,Max Iheanachor,OT,18,0.0036,+27678
21,Dillon Thieneman,S,16,0.0032,+31150
21,T.J. Parker,EDGE,13,0.0026,+38362
21,Caleb Downs,S,10,0.002,+49900
21,Cashius Howell,EDGE,9,0.0018,+55456
21,Mansoor Delane,CB,8,0.0016,+62400
21,Francis Mauigoa,OT,5,0.001,+99900
21,Kayden McDonald,DT,4,0.0008,+124900
21,Garrett Nussmeier,QB,2,0.0004,+249900
21,Drew Allar,QB,1,0.0002,+499900
21,Rueben Bain,EDGE,1,0.0002,+499900
22,Akheem Mesidor,EDGE,626,0.1252,+699
22,Olaivavega Ioane,IOL,561,0.1122,+791
22,T.J. Parker,EDGE,495,0.099,+910
22,Keldric Faulk,EDGE,479,0.0958,+944
22,Omar Cooper Jr.,WR,466,0.0932,+973
22,Emmanuel McNeil-Warren,S,438,0.0876,+1042
22,Peter Woods,DT,374,0.0748,+1237
22,Kevin Concepcion,WR,373,0.0746,+1240
22,Dillon Thieneman,S,244,0.0488,+1949
22,Denzel Boston,WR,185,0.037,+2603
22,Cashius Howell,EDGE,143,0.0286,+3397
22,Kayden McDonald,DT,105,0.021,+4662
22,Jordyn Tyson,WR,95,0.019,+5163
22,Blake Miller,OT,68,0.0136,+7253
22,Kenyon Sadiq,TE,53,0.0106,+9334
22,Kadyn Proctor,OT,51,0.0102,+9704
22,Caleb Downs,S,43,0.0086,+11528
22,Makai Lemon,WR,37,0.0074,+13414
22,Caleb Lomu,OT,34,0.0068,+14606
22,Avieon Terrell,CB,25,0.005,+19900
22,Zion Young,EDGE,24,0.0048,+20733
22,Monroe Freeling,OT,23,0.0046,+21639
22,Caleb Banks,DT,21,0.0042,+23710
22,Spencer Fano,OT,20,0.004,+24900
22,Chris Johnson,CB,3,0.0006,+166567
22,Jeremiyah Love,RB,3,0.0006,+166567
22,Colton Hood,CB,2,0.0004,+249900
22,Max Iheanachor,OT,2,0.0004,+249900
22,Sonny Styles,LB,2,0.0004,+249900
22,Carnell Tate,WR,1,0.0002,+499900
22,Jermod McCoy,CB,1,0.0002,+499900
22,Mansoor Delane,CB,1,0.0002,+499900
22,Rueben Bain,EDGE,1,0.0002,+499900
22,Ty Simpson,QB,1,0.0002,+499900
23,Caleb Lomu,OT,751,0.1502,+566
23,Blake Miller,OT,739,0.1478,+577
23,Omar Cooper Jr.,WR,499,0.0998,+902
23,Kadyn Proctor,OT,480,0.096,+942
23,Kevin Concepcion,WR,446,0.0892,+1021
23,Akheem Mesidor,EDGE,273,0.0546,+1732
23,Emmanuel McNeil-Warren,S,226,0.0452,+2112
23,Kenyon Sadiq,TE,217,0.0434,+2204
23,T.J. Parker,EDGE,216,0.0432,+2215
23,Keldric Faulk,EDGE,210,0.042,+2281
23,Denzel Boston,WR,206,0.0412,+2327
23,Monroe Freeling,OT,168,0.0336,+2876
23,Spencer Fano,OT,144,0.0288,+3372
23,Dillon Thieneman,S,128,0.0256,+3806
23,Cashius Howell,EDGE,84,0.0168,+5852
23,Jordyn Tyson,WR,75,0.015,+6567
23,Makai Lemon,WR,28,0.0056,+17757
23,Olaivavega Ioane,IOL,25,0.005,+19900
23,Avieon Terrell,CB,15,0.003,+33233
23,Kayden McDonald,DT,15,0.003,+33233
23,Zion Young,EDGE,14,0.0028,+35614
23,Caleb Downs,S,13,0.0026,+38362
23,Peter Woods,DT,12,0.0024,+41567
23,Max Iheanachor,OT,10,0.002,+49900
23,Jermod McCoy,CB,2,0.0004,+249900
23,Sonny Styles,LB,2,0.0004,+249900
23,C.J. Allen,LB,1,0.0002,+499900
23,Rueben Bain,EDGE,1,0.0002,+499900
24,Caleb Lomu,OT,1100,0.22,+355
24,Kevin Concepcion,WR,955,0.191,+424
24,Kadyn Proctor,OT,533,0.1066,+838
24,Omar Cooper Jr.,WR,460,0.092,+987
24,Denzel Boston,WR,406,0.0812,+1132
24,Blake Miller,OT,373,0.0746,+1240
24,Olaivavega Ioane,IOL,273,0.0546,+1732
24,Monroe Freeling,OT,121,0.0242,+4032
24,Emmanuel McNeil-Warren,S,83,0.0166,+5924
24,Avieon Terrell,CB,82,0.0164,+5998
24,T.J. Parker,EDGE,68,0.0136,+7253
24,Kenyon Sadiq,TE,65,0.013,+7592
24,Jordyn Tyson,WR,56,0.0112,+8829
24,Ty Simpson,QB,54,0.0108,+9159
24,Peter Woods,DT,50,0.01,+9900
24,Spencer Fano,OT,48,0.0096,+10317
24,Akheem Mesidor,EDGE,45,0.009,+11011
24,Dillon Thieneman,S,39,0.0078,+12721
24,Kayden McDonald,DT,39,0.0078,+12721
24,Cashius Howell,EDGE,36,0.0072,+13789
24,Keldric Faulk,EDGE,36,0.0072,+13789
24,Makai Lemon,WR,25,0.005,+19900
24,Emmanuel Pregnon,IOL,10,0.002,+49900
24,Colton Hood,CB,9,0.0018,+55456
24,Chase Bisontis,IOL,6,0.0012,+83233
24,C.J. Allen,LB,5,0.001,+99900
24,Caleb Downs,S,5,0.001,+99900
24,Jermod McCoy,CB,5,0.001,+99900
24,Max Iheanachor,OT,5,0.001,+99900
24,Zion Young,EDGE,3,0.0006,+166567
24,Caleb Banks,DT,2,0.0004,+249900
24,Chris Johnson,CB,1,0.0002,+499900
24,Jeremiyah Love,RB,1,0.0002,+499900
24,Sonny Styles,LB,1,0.0002,+499900
25,Peter Woods,DT,1743,0.3486,+187
25,Kayden McDonald,DT,1018,0.2036,+391
25,Emmanuel McNeil-Warren,S,908,0.1816,+451
25,Dillon Thieneman,S,432,0.0864,+1057
25,Avieon Terrell,CB,210,0.042,+2281
25,Blake Miller,OT,79,0.0158,+6229
25,Denzel Boston,WR,73,0.0146,+6749
25,Kevin Concepcion,WR,63,0.0126,+7837
25,Omar Cooper Jr.,WR,57,0.0114,+8672
25,Kenyon Sadiq,TE,55,0.011,+8991
25,Caleb Lomu,OT,50,0.01,+9900
25,T.J. Parker,EDGE,43,0.0086,+11528
25,Caleb Banks,DT,39,0.0078,+12721
25,Akheem Mesidor,EDGE,33,0.0066,+15052
25,Kadyn Proctor,OT,28,0.0056,+17757
25,Cashius Howell,EDGE,24,0.0048,+20733
25,Olaivavega Ioane,IOL,24,0.0048,+20733
25,Caleb Downs,S,23,0.0046,+21639
25,Colton Hood,CB,18,0.0036,+27678
25,Keldric Faulk,EDGE,17,0.0034,+29312
25,Max Iheanachor,OT,10,0.002,+49900
25,C.J. Allen,LB,8,0.0016,+62400
25,Monroe Freeling,OT,8,0.0016,+62400
25,Ty Simpson,QB,7,0.0014,+71329
25,Jermod McCoy,CB,6,0.0012,+83233
25,Jordyn Tyson,WR,6,0.0012,+83233
25,Spencer Fano,OT,5,0.001,+99900
25,Jeremiyah Love,RB,3,0.0006,+166567
25,Makai Lemon,WR,3,0.0006,+166567
25,Brandon Cisse,CB,2,0.0004,+249900
25,Mansoor Delane,CB,2,0.0004,+249900
25,Chase Bisontis,IOL,1,0.0002,+499900
25,Chris Johnson,CB,1,0.0002,+499900
