player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
CeeDee Lamb,61570,WR,DAL,1,13.8,0,50.0,0.0,0,4,0,10.0,1,7,9,0,57.0,71.3,70.1,,68.8,0.0,0,1,47,0.0,0,67,0,9,94.0,63,74.6,50,46.1,18,0,25.4,17,110,35,3.9,12.2,1.75
Jake Ferguson,61081,TE,DAL,1,6.9,1,83.3,100.0,5,5,0,0.0,0,7,9,0,78.7,71.5,81.8,68.7,83.6,29.3,17,0,22,5.2,3,58,0,10,87.9,51,55.2,32,138.5,12,3,13.8,8,93,30,3.0,9.3,1.82
DeVonta Smith,61100,WR,PHI,1,13.4,1,66.7,25.0,1,4,0,0.0,0,6,24,0,76.5,70.1,84.0,,85.4,0.0,0,0,55,0.0,0,44,0,8,88.6,39,36.4,16,109.0,12,0,63.6,28,148,45,5.6,18.5,3.79
David Njoku,11784,TE,CLV,1,12.5,1,63.6,50.0,1,2,0,22.2,2,4,8,0,31.8,69.5,62.5,70.2,65.0,48.7,19,0,45,2.6,1,39,0,7,97.4,38,35.9,14,90.3,11,0,15.4,6,93,17,2.4,13.3,2.45
Cade Otton,61071,TE,TB,1,5.5,0,72.7,66.7,2,3,0,11.1,1,5,30,0,54.5,70.1,80.2,73.0,81.8,64.3,27,0,24,9.5,4,42,0,8,90.5,38,16.7,7,96.4,11,0,19.0,8,89,53,6.6,11.1,2.34
Rashee Rice,97605,WR,KC,1,6.7,2,80.0,0.0,0,1,0,0.0,0,6,16,0,77.3,70.6,84.7,,83.2,0.0,0,0,39,0.0,0,43,0,8,90.7,39,44.2,19,152.1,10,1,55.8,24,130,77,9.6,16.3,3.33
Puka Nacua,100632,WR,LA,1,9.6,5,90.0,75.0,3,4,0,0.0,0,6,26,0,77.3,20.2,92.6,,93.1,0.0,0,0,50,0.0,0,36,0,9,91.7,33,22.2,8,152.1,10,1,75.0,27,181,104,11.6,20.1,5.48
George Pickens,99229,WR,PIT,1,11.9,0,50.0,25.0,1,4,0,0.0,0,3,25,1,73.4,17.0,57.5,,54.2,0.0,0,0,19,0.0,0,43,0,5,95.3,41,9.3,4,64.6,10,0,90.7,39,50,7,1.4,10.0,1.22
Travis Kelce,7844,TE,KC,1,5.1,1,70.0,,0,0,0,22.2,2,3,16,0,31.8,69.5,60.3,,64.5,18.6,8,0,22,0.0,0,43,0,7,90.7,39,48.8,21,90.0,10,0,32.6,14,71,44,6.3,10.1,1.82
Tony Pollard,27126,HB,DAL,1,2.9,0,70.0,,0,0,0,0.0,0,1,9,0,75.6,76.8,69.2,82.7,62.8,0.0,0,0,9,19.6,10,51,0,7,74.5,38,9.8,5,72.9,10,0,5.9,3,29,29,4.1,4.1,0.76
Stefon Diggs,9579,WR,BUF,1,7.1,0,77.8,100.0,1,1,0,0.0,0,4,4,0,75.6,69.5,73.8,,73.4,0.0,0,0,12,0.0,0,32,0,7,96.9,31,40.6,13,90.7,9,0,59.4,19,52,31,4.4,7.4,1.68
