player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Marquise Brown,61568,WR,KC,1,6.7,1,71.4,,0,0,0,9.1,1,4,16,0,58.5,71.1,64.2,,63.6,0.0,0,0,49,0.0,0,48,0,10,95.8,46,52.1,25,91.1,14,0,47.9,23,99,38,3.8,9.9,2.15
Drake London,86519,WR,ATL,1,6.6,1,57.1,0.0,0,3,0,0.0,0,2,2,0,76.5,70.1,65.7,,69.9,0.0,0,0,12,0.0,0,43,1,8,90.7,39,23.3,10,66.1,14,0,76.7,33,55,15,1.9,6.9,1.41
Chris Olave,84355,WR,NO,1,7.6,0,53.8,33.3,2,6,1,0.0,0,2,20,0,75.6,69.5,63.6,,62.9,0.0,0,0,13,0.0,0,47,2,7,91.5,43,36.2,17,64.3,13,0,63.8,30,54,16,2.3,7.7,1.26
CeeDee Lamb,61570,WR,DAL,1,13.8,1,53.8,33.3,1,3,0,36.4,4,6,9,0,27.1,69.5,68.0,,67.6,0.0,0,0,32,0.0,0,37,0,7,86.5,32,27.0,10,82.2,13,0,70.3,26,110,43,6.1,15.7,3.44
Jaxon Smith-Njigba,129758,WR,SEA,1,13.6,0,69.2,0.0,0,1,0,0.0,0,6,29,2,77.3,13.8,76.1,,75.0,0.0,0,0,40,0.0,0,25,0,9,92.0,23,32.0,8,99.5,13,0,68.0,17,124,28,3.1,13.8,5.39
Keon Coleman,144949,WR,BUF,1,12.8,0,72.7,100.0,1,1,0,11.1,1,6,4,0,54.5,70.1,78.2,,77.3,0.0,0,0,25,0.0,0,56,1,8,89.3,50,7.1,4,135.4,11,1,92.9,52,112,18,2.3,14.0,2.24
Juwan Johnson,28305,TE,NO,1,8.2,1,72.7,0.0,0,3,0,11.1,1,4,20,0,54.9,70.1,57.2,69.1,62.8,26.9,14,0,21,1.9,1,52,0,8,90.4,47,61.5,32,91.5,11,0,9.6,5,76,30,3.8,9.5,1.62
Puka Nacua,100632,WR,LA,1,8.4,3,90.9,100.0,1,1,0,0.0,0,7,26,0,78.0,71.7,91.6,,92.3,0.0,0,0,25,0.0,0,23,0,10,95.7,22,65.2,15,115.9,11,0,30.4,7,130,47,4.7,13.0,5.91
Jahmyr Gibbs,122474,HB,DET,1,-0.1,3,100.0,,0,0,0,0.0,0,1,11,0,78.0,75.8,62.2,47.5,67.6,0.0,0,0,7,6.5,2,31,0,10,90.3,28,0.0,0,79.6,10,0,3.2,1,31,32,3.2,3.1,1.11
Jakobi Meyers,47468,WR,LV,1,8.0,6,80.0,,0,0,0,11.1,1,5,23,0,54.5,70.1,74.7,,74.4,0.0,0,0,24,0.0,0,37,0,8,100.0,37,62.2,23,107.1,10,0,37.8,14,97,42,5.3,12.1,2.62
Deebo Samuel,48274,WR,WAS,1,7.3,0,70.0,66.7,2,3,0,12.5,1,3,32,0,52.5,72.9,71.9,,67.9,3.0,1,0,21,0.0,0,33,0,7,93.9,31,69.7,23,92.5,10,0,24.2,8,77,41,5.9,11.0,2.48
Christian McCaffrey,11763,HB,SF,1,2.2,4,90.0,100.0,1,1,0,0.0,0,3,28,0,77.3,79.1,59.9,13.5,81.7,2.9,1,0,25,11.4,4,35,0,9,82.9,29,17.1,6,97.1,10,0,2.9,1,73,59,6.6,8.1,2.52
Keenan Allen,7857,WR,LAC,1,9.0,1,70.0,,0,0,0,22.2,2,6,27,0,32.2,69.5,68.2,,67.3,0.0,0,0,15,0.0,0,34,0,7,94.1,32,44.1,15,122.1,10,1,55.9,19,68,20,2.9,9.7,2.13
Zay Flowers,97268,WR,BLT,1,10.7,0,77.8,,0,0,1,0.0,0,5,3,0,75.6,71.1,83.8,,86.4,0.0,0,0,39,0.0,0,23,1,7,95.7,22,39.1,9,155.8,9,1,60.9,14,143,90,12.9,20.4,6.5
Courtland Sutton,48164,WR,DEN,1,12.2,1,66.7,50.0,2,4,0,0.0,0,4,10,0,75.6,69.5,70.4,,71.8,0.0,0,1,22,0.0,0,48,0,6,89.6,43,16.7,8,83.3,9,1,83.3,40,61,6,1.0,10.2,1.42
Ladd McConkey,124030,WR,LAC,1,10.3,1,66.7,,0,0,0,0.0,0,3,27,0,74.6,68.8,71.3,,72.9,5.0,2,0,23,0.0,0,40,2,6,95.0,38,52.5,21,91.9,9,0,42.5,17,74,17,2.8,12.3,1.95
Harold Fannin Jr.,163104,TE,CLV,1,6.3,1,77.8,100.0,1,1,0,12.5,1,3,8,0,54.5,70.8,54.3,66.3,60.4,47.2,17,0,22,2.8,1,36,1,7,86.1,31,41.7,15,95.8,9,0,11.1,4,63,28,4.0,9.0,2.03
Tyler Warren,129798,TE,IND,1,5.8,1,77.8,50.0,2,4,0,0.0,0,4,14,0,76.5,70.8,90.4,78.3,79.0,50.0,14,0,21,10.7,3,28,0,7,85.7,24,39.3,11,101.9,9,0,10.7,3,76,37,5.3,10.9,3.17
