player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Dak Prescott,10769,QB,DAL,1,78.1,32,34,10.9,2.9,1,4,10.3,61.8,21,0,13,16.0,35,4,0.0,9,9,79.0,90.0,86.1,65.6,0,0,40,0,40.0,0.0,76.6,0.0,0,1,1,0,0,1,2.5,188,5.5
Justin Herbert,28237,QB,LAC,1,79.4,34,34,10.3,2.94,0,1,2.9,73.5,25,0,15,7.4,41,2,0.48,16,27,80.1,84.0,81.6,73.9,0,0,43,1,65.9,20.0,131.7,7.3,3,4,0,0,3,0,0.0,318,9.4
Baker Mayfield,46518,QB,TB,1,58.6,29,32,10.4,3.04,0,2,6.1,53.1,17,0,15,0.0,37,0,0.24,13,30,79.0,57.0,52.9,70.3,1,0,38,0,43.2,6.7,99.3,2.7,1,4,0,2,3,4,10.5,167,5.2
Trevor Lawrence,77632,QB,JAX,1,78.6,28,31,7.8,2.61,1,0,0.0,61.3,19,0,4,13.6,33,3,0.06,11,15,78.6,63.0,59.0,70.6,0,1,34,1,45.5,0.0,74.4,0.0,0,2,1,1,1,2,5.9,178,5.7
Aaron Rodgers,2241,QB,PIT,1,82.1,28,30,5.0,2.29,0,0,0.0,73.3,22,0,9,4.3,34,1,0.21,14,25,78.7,54.5,56.2,60.0,1,0,36,1,44.1,44.4,136.7,11.8,4,0,0,1,4,1,2.8,244,8.1
Jayden Daniels,97993,QB,WAS,1,75.9,29,30,9.3,2.77,0,1,3.0,63.3,19,0,10,13.6,37,3,0.19,14,32,80.5,83.9,78.8,75.6,0,0,41,1,51.4,30.0,98.3,8.1,3,4,0,1,1,2,4.9,233,7.8
Daniel Jones,39395,QB,IND,1,75.9,29,29,7.0,2.8,0,1,3.3,75.9,22,0,8,0.0,33,0,0.44,14,14,79.0,72.8,66.5,75.2,0,0,34,0,57.6,12.5,115.9,3.0,1,3,0,0,1,1,2.9,272,9.4
Matthew Stafford,4924,QB,LA,1,88.9,27,29,8.7,2.33,0,5,16.1,72.4,21,0,13,12.5,32,3,0.16,13,26,28.4,92.9,93.8,44.4,1,0,34,0,46.9,23.1,109.1,9.4,3,0,0,1,1,0,0.0,245,8.4
Kyler Murray,38334,QB,ARZ,1,75.0,28,29,5.6,3.19,1,1,3.1,72.4,21,0,11,0.0,38,0,0.11,14,1,79.9,65.8,64.5,67.3,0,0,42,1,47.4,45.5,108.8,13.2,5,4,0,0,2,0,0.0,163,5.6
Cam Ward,133244,QB,TEN,1,60.0,25,28,11.5,2.82,0,0,0.0,42.9,12,0,18,20.0,34,3,-0.56,5,31,78.3,57.4,54.2,65.6,0,0,36,1,17.6,33.3,54.5,17.6,6,0,0,3,0,0,0.0,112,4.0
C.J. Stroud,129759,QB,HST,1,76.9,26,27,6.7,2.78,1,0,0.0,70.4,19,0,14,5.0,34,1,-0.17,9,13,79.0,73.1,65.4,80.5,0,1,38,1,47.1,21.4,74.3,8.8,3,4,0,0,0,1,2.6,188,7.0
Joe Burrow,28022,QB,CIN,1,72.7,22,23,8.3,2.87,0,0,0.0,60.9,14,0,12,12.5,29,2,-0.11,7,7,77.4,75.6,78.7,48.1,1,0,30,1,41.4,25.0,87.8,10.3,3,2,0,0,1,0,0.0,113,4.9
Tua Tagovailoa,60326,QB,MIA,1,65.2,23,23,7.0,2.66,0,3,12.5,60.9,14,0,6,6.7,27,1,-0.53,6,17,25.5,52.5,53.2,58.3,0,2,28,0,33.3,50.0,51.7,11.1,3,1,0,0,1,4,14.3,114,5.0
Jalen Hurts,40291,QB,PHI,1,100.0,20,23,4.5,3.67,0,1,4.3,82.6,19,0,14,5.0,34,1,0.29,11,24,79.2,88.6,70.7,90.7,0,0,34,1,58.8,7.1,94.2,2.9,1,9,0,3,0,0,0.0,152,6.6
Sam Darnold,29048,QB,SEA,1,77.3,22,23,8.9,2.38,0,1,4.0,69.6,16,0,10,5.9,26,1,-0.42,7,29,77.1,82.6,82.6,58.4,0,0,28,1,38.5,10.0,87.2,3.8,1,1,1,0,0,0,0.0,150,6.5
Jordan Love,40306,QB,GB,1,77.3,22,22,10.8,2.87,0,4,17.4,72.7,16,0,6,5.9,23,1,0.42,8,12,76.7,76.3,75.9,60.6,0,0,24,0,39.1,0.0,128.6,0.0,0,1,0,0,2,2,8.3,188,8.5
Justin Fields,82118,QB,NYJ,1,88.9,18,22,9.2,3.38,2,1,4.3,72.7,16,0,9,0.0,25,0,0.31,9,22,79.1,82.2,90.4,59.0,1,0,26,1,60.0,11.1,119.1,4.0,1,2,0,1,1,1,3.8,218,9.9
J.J. McCarthy,144918,QB,MIN,1,83.3,18,20,7.8,2.8,1,1,3.8,65.0,13,0,6,13.3,25,2,-0.55,6,18,77.8,63.3,61.0,71.9,1,1,31,2,40.0,50.0,98.5,12.0,3,1,0,0,2,1,3.2,143,7.2
Lamar Jackson,46416,QB,BLT,1,83.3,18,19,9.6,3.02,1,1,5.3,73.7,14,0,8,6.7,22,1,0.48,9,3,77.4,79.2,65.6,88.2,0,0,23,0,54.5,25.0,144.4,9.1,2,1,0,0,2,0,0.0,209,11.0
Zach Wilson,82096,QB,MIA,1,71.4,7,8,6.9,2.39,1,0,0.0,62.5,5,0,2,0.0,9,0,0.24,3,17,70.9,47.7,49.7,58.3,0,0,9,0,44.4,0.0,70.8,0.0,0,1,0,0,0,0,0.0,32,4.0
