player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jonathan Taylor,57488,HB,IND,1,32,4,1,20.8,26,0,125,0,0,4,66,24.3,2,7,14,0,20,80.1,67.3,77.6,,59.3,65.9,66.3,60.0,26,0,11,2,28,33,0,0,4,34,2,125,66,2.06,3.9,0.39,12
Saquon Barkley,45791,HB,PHI,1,31,6,3,36.5,61,0,167,0,0,6,77,45.2,4,9,24,0,14,79.7,79.3,76.9,,82.2,60.8,77.0,60.0,23,0,2,2,11,33,0,0,2,33,0,167,77,2.48,5.4,0.18,16
Derrick Henry,10679,HB,BLT,1,27,7,2,25.2,37,0,147,0,0,7,84,75.1,3,11,3,0,19,79.1,90.4,74.8,,44.6,74.8,88.0,59.9,20,0,18,2,7,28,0,0,2,29,1,147,84,3.11,5.4,2.57,7
Rico Dowdle,40693,HB,DAL,1,23,7,2,31.7,33,0,104,0,0,7,85,107.8,2,6,9,1,6,26.5,62.0,75.9,,29.0,61.9,62.2,,17,0,4,1,17,22,0,0,1,24,0,104,85,3.7,4.5,0.24,14
Tyrone Tracy,84226,HB,NYG,1,20,2,1,67.8,40,0,59,0,0,2,22,10.0,1,1,21,1,13,26.4,42.1,75.6,,67.5,26.1,50.7,,40,0,14,2,10,21,0,0,3,22,0,59,22,1.1,3.0,1.4,7
Ameer Abdullah,9487,HB,LV,1,20,8,1,14.8,17,0,115,0,0,8,68,118.3,4,5,23,0,6,78.7,83.8,76.2,,80.3,70.4,82.4,60.0,17,0,32,3,20,23,0,0,3,23,0,115,68,3.4,5.8,1.6,14
Chase Brown,77787,HB,CIN,1,20,2,0,0.0,0,1,67,0,0,2,50,20.8,0,3,7,0,6,77.7,64.6,0.0,,75.8,68.0,62.7,,9,1,24,4,35,20,0,0,4,24,0,67,50,2.5,3.4,0.69,12
Bucky Irving,144970,HB,TB,1,20,4,1,30.1,34,0,113,0,1,4,86,89.6,4,7,30,0,11,77.7,78.8,74.7,,77.5,78.5,74.3,60.0,34,0,77,4,17,22,0,0,4,24,0,113,86,4.3,5.7,4.53,8
Tyjae Spears,97195,HB,TEN,1,20,6,1,24.2,23,0,95,0,1,6,56,85.2,4,6,31,1,11,78.1,69.4,77.7,,26.7,61.1,70.9,60.0,23,0,8,3,15,24,0,0,4,23,0,95,56,2.8,4.8,0.53,8
J.K. Dobbins,57366,HB,LAC,1,19,1,0,0.0,0,0,76,0,0,1,50,13.2,1,4,27,0,14,77.0,63.9,74.4,,83.0,55.3,63.2,60.0,13,0,7,1,14,20,0,0,1,20,1,76,50,2.63,4.0,0.5,5
Jahmyr Gibbs,122474,HB,DET,1,18,5,3,56.4,66,0,117,0,2,5,67,118.4,3,5,11,0,4,77.2,87.2,75.9,,12.2,81.4,85.8,60.0,30,0,46,4,15,19,0,0,4,22,1,117,67,3.72,6.5,3.07,14
Bijan Robinson,123126,HB,ATL,1,17,5,0,0.0,0,0,90,0,0,5,49,72.1,3,6,2,1,7,76.4,82.1,80.2,,71.7,54.4,89.6,60.0,13,0,8,3,31,18,0,0,5,20,2,90,49,2.88,5.3,0.26,10
Josh Jacobs,45953,HB,GB,1,17,2,0,0.0,0,0,69,0,0,2,54,37.4,1,3,12,1,9,25.1,71.8,76.9,,74.2,51.8,71.8,,13,0,0,0,12,19,0,0,0,17,1,69,54,3.18,4.1,0.0,8
