player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jerry Jeudy,61103,WR,CLV,1,6.7,1,66.7,0.0,0,1,1,20.0,3,5,8,0,31.3,71.9,61.1,,64.3,0.0,0,1,17,0.0,0,49,2,12,95.9,47,30.6,15,56.3,18,0,69.4,34,94,27,2.3,7.8,2.0
Trey McBride,75916,TE,ARZ,1,5.8,1,75.0,50.0,1,2,0,0.0,0,6,1,0,80.0,72.3,85.8,,88.6,43.4,23,1,34,0.0,0,53,1,12,94.3,50,52.8,28,91.4,16,1,3.8,2,123,71,5.9,10.3,2.46
Ja'Marr Chase,84270,WR,CIN,1,7.5,1,60.0,0.0,0,1,0,10.0,1,4,7,0,58.5,71.1,65.4,,64.8,0.0,0,0,38,0.0,0,64,0,9,90.6,58,45.3,29,80.4,15,0,54.7,35,102,40,4.4,11.3,1.76
Puka Nacua,100632,WR,LA,1,5.8,3,76.9,100.0,1,1,0,0.0,0,5,26,0,78.0,71.1,90.3,,88.1,3.0,1,0,25,0.0,0,33,0,10,93.9,31,21.2,7,107.5,13,0,75.8,25,129,73,7.3,12.9,4.16
Drake London,86519,WR,ATL,1,13.7,1,53.8,0.0,0,1,0,0.0,0,5,2,0,75.6,69.5,82.2,62.3,79.5,0.0,0,0,31,2.4,1,42,0,7,88.1,37,45.2,19,80.9,13,0,54.8,23,106,26,3.7,15.1,2.86
Mike Gesicki,47153,TE,CIN,1,5.7,1,83.3,100.0,2,2,0,0.0,0,5,7,0,78.0,71.1,73.9,,74.8,4.4,2,0,12,0.0,0,45,1,10,93.3,42,73.3,33,96.5,12,0,22.2,10,86,30,3.0,8.6,2.05
Tee Higgins,61211,WR,CIN,1,11.5,1,91.7,100.0,1,1,0,0.0,0,8,7,1,78.7,20.4,82.6,,82.8,0.0,0,0,31,0.0,0,52,1,11,88.5,46,15.4,8,151.7,12,3,84.6,44,131,18,1.6,11.9,2.85
Ricky Pearsall,100660,WR,SF,1,12.9,0,80.0,50.0,1,2,0,0.0,0,7,28,0,76.5,71.8,78.4,,80.9,0.0,0,2,40,0.0,0,39,0,8,92.3,36,51.3,20,112.5,10,1,48.7,19,141,37,4.6,17.6,3.92
Travis Kelce,7844,TE,KC,1,6.5,0,80.0,,0,0,0,0.0,0,4,16,0,77.3,70.6,78.7,53.2,77.1,38.5,15,0,20,7.7,3,39,1,8,82.1,32,41.0,16,135.0,10,1,20.5,8,84,53,6.6,10.5,2.63
Michael Pittman Jr.,29049,WR,IND,1,8.2,0,90.0,75.0,3,4,0,0.0,0,6,14,0,78.0,71.1,83.4,,81.6,0.0,0,0,31,0.0,0,42,0,9,90.5,38,28.6,12,145.4,10,1,71.4,30,109,39,4.3,12.1,2.87
Brian Thomas Jr.,146760,WR,JAX,1,8.4,0,70.0,100.0,2,2,0,0.0,0,4,15,0,75.6,70.3,84.3,,82.9,0.0,0,0,31,0.0,0,26,0,7,100.0,26,30.8,8,131.7,10,1,69.2,18,91,45,6.4,13.0,3.5
Jauan Jennings,48027,WR,SF,1,10.5,1,70.0,66.7,2,3,1,0.0,0,2,28,1,75.6,18.0,63.4,65.7,63.9,0.0,0,0,15,2.1,1,47,1,7,89.4,42,29.8,14,88.3,10,0,70.2,33,67,11,1.6,9.6,1.6
Amon-Ra St. Brown,84470,WR,DET,1,6.7,1,80.0,100.0,1,1,0,0.0,0,5,11,0,76.5,70.1,78.5,66.2,77.3,0.0,0,0,14,2.9,1,35,0,8,91.4,32,42.9,15,125.0,10,1,48.6,17,60,15,1.9,7.5,1.88
Marvin Harrison Jr.,145056,WR,ARZ,1,14.7,0,60.0,100.0,1,1,0,0.0,0,4,1,0,49.7,68.8,68.5,,67.6,0.0,0,1,24,0.0,0,51,0,6,94.1,48,21.6,11,52.5,10,0,78.4,40,96,15,2.5,16.0,2.0
Justin Jefferson,61398,WR,MIN,1,5.7,0,80.0,100.0,1,1,0,0.0,0,2,18,0,77.3,70.6,75.8,,73.1,0.0,0,0,37,0.0,0,46,0,8,95.7,44,26.1,12,105.0,10,0,73.9,34,92,62,7.8,11.5,2.09
Ladd McConkey,124030,WR,LAC,1,11.9,1,80.0,,0,0,0,11.1,1,4,27,0,54.9,70.1,69.7,,71.8,0.0,0,0,40,0.0,0,38,0,8,94.7,36,57.9,22,145.4,10,2,42.1,16,94,22,2.8,11.8,2.61
Romeo Doubs,84329,WR,GB,1,8.3,0,70.0,0.0,0,1,0,0.0,0,5,12,0,76.5,70.1,76.5,,75.2,0.0,0,0,18,0.0,0,34,0,7,91.2,31,2.9,1,84.6,10,0,97.1,33,58,29,4.1,8.3,1.87
Juwan Johnson,28305,TE,NO,1,9.7,0,60.0,33.3,1,3,0,0.0,0,3,20,1,76.5,18.7,74.6,70.2,74.8,15.0,6,1,25,2.5,1,40,1,6,85.0,34,60.0,24,40.0,10,0,25.0,10,66,33,5.5,11.0,1.94
Xavier Legette,99197,WR,CAR,1,15.8,0,55.6,25.0,1,4,0,16.7,1,2,5,0,46.3,68.0,56.9,,56.9,0.0,0,0,10,0.0,0,25,0,5,100.0,25,28.0,7,61.3,9,0,72.0,18,28,3,0.6,5.6,1.12
Tyreek Hill,10799,WR,MIA,1,9.6,3,100.0,,0,0,1,0.0,0,6,17,0,77.3,71.8,72.9,,81.6,0.0,0,0,25,0.0,0,37,1,9,91.9,34,29.7,11,115.3,9,0,70.3,26,105,19,2.1,11.7,3.09
