player,line,under_probability,under_moneyline,over_probability,over_moneyline,avg_pick
Arvell Reese,2.5,0.45,+122,0.55,-122,3.4614
David Bailey,2.5,0.3798,+163,0.6202,-163,3.7012
Carnell Tate,5.5,0.418,+139,0.5820000000000001,-139,6.247649529905981
Francis Mauigoa,5.5,0.5062,-103,0.4938,+103,7.362
Rueben Bain,7.5,0.528,-112,0.472,+112,8.237695078031212
Sonny Styles,7.5,0.5088,-104,0.49119999999999997,+104,9.07198683669272
Jeremiyah Love,5.5,0.4862,+106,0.5138,-106,9.807723250201127
Mansoor Delane,9.5,0.5876,-142,0.4124,+142,10.08639742816958
Caleb Downs,9.5,0.4,+150,0.6,-150,10.505075111652456
Makai Lemon,11.5,0.5784,-137,0.4216,+137,11.528770442156269
Jermod McCoy,11.5,0.386,+159,0.614,-159,12.465348552792499
Jordyn Tyson,13.5,0.6062,-154,0.39380000000000004,+154,13.223130363710666
Spencer Fano,13.5,0.5642,-129,0.43579999999999997,+129,14.788453522300959
Monroe Freeling,13.5,0.5312,-113,0.4688,+113,15.038125
Olaivavega Ioane,14.5,0.4984,+101,0.5016,-101,16.460983606557377
Drew Allar,16.5,0.001,+99900,0.999,-99900,16.833333333333332
Kenyon Sadiq,18.5,0.4716,+112,0.5284,-112,17.34298665323596
Dillon Thieneman,18.5,0.6518,-187,0.34819999999999995,+187,17.41959628033568
Keldric Faulk,16.5,0.5202,-108,0.4798,+108,17.75
Akheem Mesidor,19.5,0.5534,-124,0.4466,+124,18.98484210526316
Kadyn Proctor,17.5,0.4992,+100,0.5008,-100,18.997365532382
Omar Cooper Jr.,20.5,0.4762,+110,0.5238,-110,19.641706573791904
Garrett Nussmeier,24.5,0.0024,+41567,0.9976,-41567,20.307692307692307
Emmanuel McNeil-Warren,22.5,0.5242,-110,0.4758,+110,21.218810444874276
Blake Miller,23.5,0.5332,-114,0.4668,+114,22.32845084409136
Caleb Lomu,23.5,0.5082,-103,0.4918,+103,22.642206016408387
Kevin Concepcion,23.5,0.4384,+128,0.5616,-128,23.166666666666668
Ty Simpson,31.5,0.089,+1024,0.911,-1024,23.768762677484787
Peter Woods,25.5,0.61,-156,0.39,+156,24.11660447761194
Avieon Terrell,28.5,0.4686,+113,0.5314,-113,24.658002735978112
Denzel Boston,26.5,0.447,+124,0.5529999999999999,-124,26.272053550083672
T.J. Parker,26.5,0.4542,+120,0.5458000000000001,-120,26.31716993608111
Kayden McDonald,27.5,0.4158,+141,0.5842,-141,26.372112211221122
Cashius Howell,29.5,0.4636,+116,0.5364,-116,28.518648838845884
Caleb Banks,31.5,0.1624,+516,0.8376,-516,28.623809523809523
Max Iheanachor,31.5,0.3914,+155,0.6086,-155,28.65954274353877
Emmanuel Pregnon,31.5,0.0796,+1156,0.9204,-1156,29.052742616033754
C.J. Allen,31.5,0.0996,+904,0.9004,-904,29.376012965964343
Jacob Rodriguez,31.5,0.0046,+21639,0.9954,-21639,29.85185185185185
Chase Bisontis,31.5,0.0784,+1176,0.9216,-1176,29.963076923076922
Zion Young,31.5,0.3708,+170,0.6292,-170,30.10923133504965
Colton Hood,31.5,0.3252,+208,0.6748000000000001,-208,30.19105058365759
Jadarian Price,31.5,0.0062,+16029,0.9938,-16029,30.232142857142858
Malachi Lawrence,31.5,0.0448,+2132,0.9552,-2132,30.594235033259423
Christen Miller,31.5,0.0102,+9704,0.9898,-9704,30.830188679245282
Chris Johnson,31.5,0.0826,+1111,0.9174,-1111,30.97912885662432
Brandon Cisse,31.5,0.0268,+3631,0.9732,-3631,31.005115089514067
Anthony Hill Jr.,31.5,0.003,+33233,0.997,-33233,31.166666666666668
R Mason Thomas,31.5,0.0186,+5276,0.9814,-5276,31.204968944099377
