pick,player,model_prob,market_prob,edge,abs_edge,model_version,run_timestamp,source,market_timestamp
1,Fernando Mendoza,1.0,0.0,1.0,1.0,v1,2026-04-16T15:52:31,,
2,David Bailey,0.3798,0.0,0.3798,0.3798,v1,2026-04-16T15:52:31,,
18,Dillon Thieneman,0.3776,0.0,0.3776,0.3776,v1,2026-04-16T15:52:31,,
17,Kadyn Proctor,0.3554,0.0,0.3554,0.3554,v1,2026-04-16T15:52:31,,
12,Jermod McCoy,0.355,0.0,0.355,0.355,v1,2026-04-16T15:52:31,,
25,Peter Woods,0.3086,0.0,0.3086,0.3086,v1,2026-04-16T15:52:31,,
7,Rueben Bain,0.301,0.0,0.301,0.301,v1,2026-04-16T15:52:31,,
15,Keldric Faulk,0.2868,0.0,0.2868,0.2868,v1,2026-04-16T15:52:31,,
2,Arvell Reese,0.45,0.7343734660187259,-0.2843734660187259,0.2843734660187259,v1,2026-04-16T15:52:31,DraftKings,2026-04-15 15:51:34
14,Olaivavega Ioane,0.2798,0.0,0.2798,0.2798,v1,2026-04-16T15:52:31,,
18,Emmanuel McNeil-Warren,0.2676,0.0,0.2676,0.2676,v1,2026-04-16T15:52:31,,
25,Kayden McDonald,0.243,0.0,0.243,0.243,v1,2026-04-16T15:52:31,,
13,Jordyn Tyson,0.2376,0.0,0.2376,0.2376,v1,2026-04-16T15:52:31,,
15,Kenyon Sadiq,0.2242,0.0,0.2242,0.2242,v1,2026-04-16T15:52:31,,
19,Kenyon Sadiq,0.222,0.0,0.222,0.222,v1,2026-04-16T15:52:31,,
10,Caleb Downs,0.3726,0.1589006626170234,0.21369933738297658,0.21369933738297658,v1,2026-04-16T15:52:31,DraftKings,2026-04-15 15:51:34
3,Francis Mauigoa,0.331,0.1263856274360412,0.2046143725639588,0.2046143725639588,v1,2026-04-16T15:52:31,DraftKings,2026-04-15 15:51:34
8,Mansoor Delane,0.317,0.113217111596065,0.203782888403935,0.203782888403935,v1,2026-04-16T15:52:31,DraftKings,2026-04-15 15:51:34
8,Rueben Bain,0.1938,0.0,0.1938,0.1938,v1,2026-04-16T15:52:31,,
32,Colton Hood,0.1888,0.0,0.1888,0.1888,v1,2026-04-16T15:52:31,,
24,Caleb Lomu,0.1858,0.0,0.1858,0.1858,v1,2026-04-16T15:52:31,,
11,Makai Lemon,0.1828,0.0,0.1828,0.1828,v1,2026-04-16T15:52:31,,
28,Kayden McDonald,0.1802,0.0,0.1802,0.1802,v1,2026-04-16T15:52:31,,
24,Kevin Concepcion,0.1794,0.0,0.1794,0.1794,v1,2026-04-16T15:52:31,,
13,Spencer Fano,0.1736,0.0,0.1736,0.1736,v1,2026-04-16T15:52:31,,
32,Zion Young,0.173,0.0,0.173,0.173,v1,2026-04-16T15:52:31,,
25,Emmanuel McNeil-Warren,0.1708,0.0,0.1708,0.1708,v1,2026-04-16T15:52:31,,
26,Denzel Boston,0.1702,0.0,0.1702,0.1702,v1,2026-04-16T15:52:31,,
30,Colton Hood,0.17,0.0,0.17,0.17,v1,2026-04-16T15:52:31,,
26,T.J. Parker,0.1672,0.0,0.1672,0.1672,v1,2026-04-16T15:52:31,,
28,Max Iheanachor,0.1666,0.0,0.1666,0.1666,v1,2026-04-16T15:52:31,,
1,Arvell Reese,0.0,0.1665386785634265,-0.1665386785634265,0.1665386785634265,v1,2026-04-16T15:52:31,DraftKings,2026-04-15 15:51:34
14,Jordyn Tyson,0.1656,0.0,0.1656,0.1656,v1,2026-04-16T15:52:31,,
21,Caleb Lomu,0.1652,0.0,0.1652,0.1652,v1,2026-04-16T15:52:31,,
31,Cashius Howell,0.165,0.0,0.165,0.165,v1,2026-04-16T15:52:31,,
5,Carnell Tate,0.2198,0.0569254192482456,0.1628745807517544,0.1628745807517544,v1,2026-04-16T15:52:31,DraftKings,2026-04-15 15:51:34
15,Akheem Mesidor,0.1616,0.0,0.1616,0.1616,v1,2026-04-16T15:52:31,,
29,Cashius Howell,0.1588,0.0,0.1588,0.1588,v1,2026-04-16T15:52:31,,
13,Monroe Freeling,0.1574,0.0,0.1574,0.1574,v1,2026-04-16T15:52:31,,
21,Kadyn Proctor,0.1574,0.0,0.1574,0.1574,v1,2026-04-16T15:52:31,,
23,Caleb Lomu,0.1558,0.0,0.1558,0.1558,v1,2026-04-16T15:52:31,,
13,Makai Lemon,0.1554,0.0,0.1554,0.1554,v1,2026-04-16T15:52:31,,
12,Mansoor Delane,0.1542,0.0,0.1542,0.1542,v1,2026-04-16T15:52:31,,
11,Jermod McCoy,0.1496,0.0,0.1496,0.1496,v1,2026-04-16T15:52:31,,
1,David Bailey,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-16T15:52:31,DraftKings,2026-04-15 15:51:34
1,Ty Simpson,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-16T15:52:31,DraftKings,2026-04-15 15:51:34
23,Blake Miller,0.1476,0.0,0.1476,0.1476,v1,2026-04-16T15:52:31,,
