player,position,avg_pick
Fernando Mendoza,QB,1.0
Arvell Reese,LB,3.4614
David Bailey,EDGE,3.7012
Carnell Tate,WR,6.247649529905981
Francis Mauigoa,OT,7.362
Rueben Bain,EDGE,8.237695078031212
Sonny Styles,LB,9.07198683669272
Jeremiyah Love,RB,9.807723250201127
Mansoor Delane,CB,10.08639742816958
Caleb Downs,S,10.505075111652456
Makai Lemon,WR,11.528770442156269
Jermod McCoy,CB,12.465348552792499
Jordyn Tyson,WR,13.223130363710666
Spencer Fano,OT,14.788453522300959
Monroe Freeling,OT,15.038125
Olaivavega Ioane,IOL,16.460983606557377
Drew Allar,QB,16.833333333333332
Kenyon Sadiq,TE,17.34298665323596
Dillon Thieneman,S,17.41959628033568
Keldric Faulk,EDGE,17.75
Akheem Mesidor,EDGE,18.98484210526316
Kadyn Proctor,OT,18.997365532382
Omar Cooper Jr.,WR,19.641706573791904
Garrett Nussmeier,QB,20.307692307692307
Emmanuel McNeil-Warren,S,21.218810444874276
Blake Miller,OT,22.32845084409136
Caleb Lomu,OT,22.642206016408387
Kevin Concepcion,WR,23.166666666666668
Ty Simpson,QB,23.768762677484787
Peter Woods,DT,24.11660447761194
Avieon Terrell,CB,24.658002735978112
Denzel Boston,WR,26.272053550083672
T.J. Parker,EDGE,26.31716993608111
Kayden McDonald,DT,26.372112211221122
Cashius Howell,EDGE,28.518648838845884
Caleb Banks,DT,28.623809523809523
Max Iheanachor,OT,28.65954274353877
Emmanuel Pregnon,IOL,29.052742616033754
C.J. Allen,LB,29.376012965964343
Jacob Rodriguez,LB,29.85185185185185
Chase Bisontis,IOL,29.963076923076922
Zion Young,EDGE,30.10923133504965
Colton Hood,CB,30.19105058365759
Jadarian Price,RB,30.232142857142858
Malachi Lawrence,EDGE,30.594235033259423
Christen Miller,DT,30.830188679245282
Chris Johnson,CB,30.97912885662432
Brandon Cisse,CB,31.005115089514067
Anthony Hill Jr.,LB,31.166666666666668
R Mason Thomas,EDGE,31.204968944099377
Lee Hunter,DT,32.0
