season,week,source,scoring,position,player,player_clean,team,fpid,mflid,filename,fp_points_std,fp_points_half,fp_points_ppr,fp_receptions,fp_receiving_yds,fp_receiving_tds,fp_rush_att,fp_rush_yds,fp_rush_tds,fp_pass_att,fp_pass_cmp,fp_pass_yds,fp_pass_tds,fp_pass_int,fp_fumbles,fp_ret_tds,fp_2pt_tds
2024,7,fantasypros_api,STD,TE,Brandon Dillon,brandon dillon,FA,18400,14665.0,brandon-dillon.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Brenden Bates,brenden bates,CLE,26437,16962.0,brenden-bates.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Brevyn Spann-Ford,brevyn spann-ford,DAL,26003,16647.0,brevyn-spann-ford.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Brycen Hopkins,brycen hopkins,FA,19234,14868.0,brycen-hopkins.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Cameron Brate,cameron brate,FA,13470,12110.0,cameron-brate.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Cameron Latu,cameron latu,PHI,24331,16217.0,cameron-latu.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Cethan Carter,cethan carter,FA,16543,13369.0,cethan-carter.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Chase Allen,chase allen,FA,19462,,chase-allen-te.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Chris Manhertz,chris manhertz,NYG,14014,12955.0,chris-manhertz.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Chris Myarick,chris myarick,FA,19098,15620.0,chris-myarick.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,C.J. Uzomah,cj uzomah,FA,14084,12317.0,cj-uzomah.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Cole Fotheringham,cole fotheringham,FA,24886,16435.0,cole-fotheringham.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Cole Kmet,cole kmet,CHI,19229,14867.0,cole-kmet.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Cole Turner,cole turner,MIA,23727,15803.0,cole-turner.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Colson Yankoff,colson yankoff,WAS,26576,16898.0,colson-yankoff.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Curtis Hodges,curtis hodges,FA,24630,16406.0,curtis-hodges.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Dan Arnold,dan arnold,FA,17143,13880.0,dan-arnold.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Darrell Daniels,darrell daniels,FA,16582,13396.0,darrell-daniels.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Darren Waller,darren waller,FA,14104,12263.0,darren-waller.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,David Wells,david wells,FA,17443,14355.0,david-wells.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Devin Asiasi,devin asiasi,FA,19435,14936.0,devin-asiasi.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Devin Culp,devin culp,TB,26440,16796.0,devin-culp.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Donald Parham Jr.,donald parham,FA,18835,14341.0,donald-parham.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,E.J. Jenkins,ej jenkins,PHI,25756,16919.0,ej-jenkins.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Garrett Griffin,garrett griffin,FA,16252,13546.0,garrett-griffin.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Geoff Swaim,geoff swaim,FA,14164,12378.0,geoff-swaim.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Gerald Everett,gerald everett,FA,16459,13236.0,gerald-everett.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Giovanni Ricci,giovanni ricci,FA,19756,15054.0,giovanni-ricci.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Hunter Kampmoyer,hunter kampmoyer,FA,23386,,hunter-kampmoyer.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Irv Smith Jr.,irv smith,FA,18610,14141.0,irv-smith-jr.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Jacob Hollister,jacob hollister,FA,16527,13391.0,jacob-hollister.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Jake Ferguson,jake ferguson,DAL,22718,15799.0,jake-ferguson.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Jake Tonges,jake tonges,SF,24778,16036.0,jake-tonges.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Jalen Wydermyer,jalen wydermyer,FA,23145,15793.0,jalen-wydermyer.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,James Mitchell,james mitchell,CAR,23174,15909.0,james-mitchell.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Jared Pinkney,jared pinkney,FA,19250,14872.0,jared-pinkney.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Jesper Horsted,jesper horsted,FA,18482,14752.0,jesper-horsted.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Jesse James,jesse james,FA,13959,12211.0,jesse-james.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Jimmy Graham,jimmy graham,FA,9712,9925.0,jimmy-graham.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,John Samuel Shenker,john samuel shenker,FA,25907,16951.0,john-shenker.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Jordan Matthews,jordan matthews,FA,12124,11676.0,jordan-matthews.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Josh Pederson,josh pederson,FA,23255,,josh-pederson.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Kendall Blanton,kendall blanton,FA,18431,14357.0,kendall-blanton.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Kenny Yeboah,kenny yeboah,FA,22815,15339.0,kenny-yeboah.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Kevin Rader,kevin rader,FA,17802,14363.0,kevin-radar.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Ko Kieft,ko kieft,TB,24568,15929.0,ko-kieft.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Kyle Rudolph,kyle rudolph,FA,9906,10312.0,kyle-rudolph.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Logan Thomas,logan thomas,FA,12095,11647.0,logan-thomas.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Luke Schoonmaker,luke schoonmaker,DAL,25267,16221.0,luke-schoonmaker.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Marcedes Lewis,marcedes lewis,FA,9413,8269.0,marcedes-lewis.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Mason Schreck,mason schreck,FA,16541,13366.0,mason-schreck.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Matt Bushman,matt bushman,FA,22865,15506.0,matt-bushman.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Matt Sokol,matt sokol,FA,18921,15213.0,matt-sokol.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Maxx Williams,maxx williams,FA,13919,12206.0,maxx-williams.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Miller Forristall,miller forristall,FA,22831,15534.0,miller-forristall.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Mitchell Wilcox,mitchell wilcox,FA,19510,15563.0,mitchell-wilcox.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Nick Boyle,nick boyle,FA,13963,12328.0,nick-boyle.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Nick Muse,nick muse,FA,24239,15937.0,nick-muse.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Nikola Kalinic,nikola kalinic,CHI,24144,16135.0,nikola-kalinic.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Noah Togiai,noah togiai,FA,19688,15080.0,noah-togiai.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,O.J. Howard,oj howard,FA,16380,13188.0,oj-howard.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Peyton Hendershot,peyton hendershot,FA,22971,16000.0,peyton-hendershot.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Princeton Fant,princeton fant,DAL,25939,16986.0,princeton-fant.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Richard Rodgers,richard rodgers,FA,12233,11785.0,richard-rodgers.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Rodney Williams,rodney williams,FA,24820,16524.0,rodney-williams-te.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Roger Carter Jr.,roger carter,FA,24808,,roger-carter.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Ross Dwelley,ross dwelley,FA,17886,13988.0,ross-dwelley.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Ryan Griffin,ryan griffin,FA,11830,11399.0,ryan-griffin.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Sammis Reyes,sammis reyes,FA,23212,15374.0,sammis-reyes.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Sean McKeon,sean mckeon,IND,19726,15097.0,sean-mckeon.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Shane Zylstra,shane zylstra,BUF,23461,15604.0,shane-zylstra.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Stephen Anderson,stephen anderson,FA,15760,12859.0,stephen-anderson.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Stephen Carlson,stephen carlson,CHI,18757,14488.0,stephen-carlson.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Stephen Sullivan,stephen sullivan,FA,19641,15026.0,stephen-sullivan.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Tanner Conner,tanner conner,NYG,24216,15991.0,tanner-conner.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Teagan Quitoriano,teagan quitoriano,ARI,24182,15905.0,teagan-quitoriano.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Thomas Odukoya,thomas odukoya,FA,25206,,thomas-odukoya.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,T.J. Hockenson,tj hockenson,MIN,18290,14138.0,tj-hockenson.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Tommy Hudson,tommy hudson,FA,19893,15544.0,tommy-hudson.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Tommy Sweeney,tommy sweeney,FA,18325,14294.0,tommy-sweeney.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Tony Poljan,tony poljan,FA,22840,15340.0,tony-poljan.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Tre' McKitty,tre mckitty,FA,22807,15333.0,tre-mckitty.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Trevon Wesco,trevon wesco,FA,18567,14231.0,trevon-wesco.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Tucker Fisk,tucker fisk,FA,24921,16557.0,tucker-fisk.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Tyler Higbee,tyler higbee,LAR,15623,12678.0,tyler-higbee.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Tyler Kroft,tyler kroft,FA,13960,12212.0,tyler-kroft.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Tyler Mabry,tyler mabry,FA,19706,15562.0,tyler-mabry.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Tyree Jackson,tyree jackson,FA,18591,14060.0,tyree-jackson.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Zach Davidson,zach davidson,FA,23394,15343.0,zach-davidson.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Zach Gentry,zach gentry,FA,18690,14240.0,zach-gentry.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,TE,Zack Kuntz,zack kuntz,FA,25347,16249.0,zack-kuntz.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2024,7,fantasypros_api,STD,WR,Justin Jefferson,justin jefferson,MIN,19236,14836.0,justin-jefferson.php,12.82,16.18,19.54,6.72,92.52,0.61,0.0,0.18,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Ja'Marr Chase,jamarr chase,CIN,19788,15281.0,jamarr-chase.php,11.5,14.52,17.54,6.04,82.5,0.56,0.0,0.23,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Malik Nabers,malik nabers,NYG,25409,16615.0,malik-nabers.php,11.1,14.32,17.54,6.44,79.26,0.5,0.41,2.03,0.02,,,,,,0.08,0.0,0.0
2024,7,fantasypros_api,STD,WR,Drake London,drake london,ATL,23163,15751.0,drake-london.php,11.1,14.25,17.41,6.31,77.86,0.57,0.0,0.2,0.0,,,,,,0.07,0.0,0.0
2024,7,fantasypros_api,STD,WR,Amon-Ra St. Brown,amon-ra st brown,DET,19799,15287.0,amonra-stbrown.php,10.16,13.32,16.49,6.33,76.01,0.44,0.0,0.56,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,A.J. Brown,aj brown,PHI,18218,14104.0,aj-brown.php,10.8,13.6,16.41,5.61,80.57,0.48,0.0,0.1,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Stefon Diggs,stefon diggs,FA,13981,12186.0,stefon-diggs.php,9.94,12.95,15.96,6.02,74.02,0.43,0.11,0.55,0.01,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Diontae Johnson,diontae johnson,FA,18615,14208.0,diontae-johnson.php,10.03,12.92,15.81,5.78,74.58,0.41,0.35,1.67,0.01,,,,,,0.07,0.0,0.0
2024,7,fantasypros_api,STD,WR,Terry McLaurin,terry mclaurin,WAS,18466,14109.0,terry-mclaurin.php,9.89,12.71,15.53,5.65,71.2,0.45,0.2,0.97,0.01,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,DK Metcalf,dk metcalf,PIT,18219,14102.0,dk-metcalf.php,9.94,12.58,15.22,5.28,72.42,0.47,0.0,0.08,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Deebo Samuel Sr.,deebo samuel,FA,18244,14136.0,deebo-samuel.php,10.57,12.75,14.94,4.38,61.76,0.39,3.02,13.24,0.15,,,,,,0.07,0.0,0.0
2024,7,fantasypros_api,STD,WR,Jayden Reed,jayden reed,GB,23020,16184.0,jayden-reed.php,9.97,12.45,14.92,4.95,63.35,0.43,1.47,9.01,0.05,,,,,,0.07,0.0,0.0
2024,7,fantasypros_api,STD,WR,Mike Evans,mike evans,SF,12119,11671.0,mike-evans.php,10.1,12.47,14.85,4.75,69.23,0.55,0.0,0.07,0.0,,,,,,0.05,0.0,0.0
2024,7,fantasypros_api,STD,WR,Zay Flowers,zay flowers,BAL,22916,16190.0,zay-flowers.php,9.19,11.85,14.51,5.32,64.5,0.38,0.9,4.37,0.02,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Garrett Wilson,garrett wilson,NYJ,23072,15753.0,garrett-wilson.php,9.01,11.56,14.11,5.1,65.15,0.43,0.0,0.37,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Tee Higgins,tee higgins,CIN,19211,14835.0,tee-higgins.php,9.08,11.52,13.95,4.88,66.33,0.42,0.0,0.09,0.0,,,,,,0.05,0.0,0.0
2024,7,fantasypros_api,STD,WR,Tank Dell,tank dell,HOU,25361,16204.0,nathaniel-dell.php,8.96,11.41,13.86,4.9,66.25,0.34,0.35,2.81,0.02,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Tyreek Hill,tyreek hill,FA,15802,12801.0,tyreek-hill.php,8.66,11.16,13.67,5.01,65.4,0.31,0.47,2.55,0.02,,,,,,0.05,0.0,0.0
2024,7,fantasypros_api,STD,WR,DeVonta Smith,devonta smith,PHI,19222,15282.0,devonta-smith.php,8.27,10.83,13.39,5.13,63.15,0.34,0.0,0.09,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Davante Adams,davante adams,LAR,12123,11675.0,davante-adams.php,8.39,10.8,13.21,4.82,60.31,0.4,0.07,0.36,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Marvin Harrison Jr.,marvin harrison,ARI,23064,16614.0,marvin-harrison-jr.php,8.25,10.48,12.71,4.46,59.89,0.39,0.0,0.09,0.0,,,,,,0.05,0.0,0.0
2024,7,fantasypros_api,STD,WR,George Pickens,george pickens,DAL,22963,15762.0,george-pickens.php,8.24,10.43,12.61,4.37,61.11,0.37,0.0,0.14,0.0,,,,,,0.05,0.0,0.0
2024,7,fantasypros_api,STD,WR,Brian Thomas Jr.,brian thomas,JAC,23000,16618.0,brian-thomas-jr.php,8.14,10.34,12.54,4.4,58.26,0.39,0.13,0.88,0.01,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Jaxon Smith-Njigba,jaxon smith-njigba,SEA,23070,16185.0,jaxon-smith-njigba.php,7.29,9.89,12.48,5.2,53.98,0.33,0.0,0.19,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Ladd McConkey,ladd mcconkey,LAC,26122,16627.0,ladd-mcconkey.php,7.74,10.01,12.28,4.53,56.77,0.35,0.0,0.18,0.0,,,,,,0.03,0.0,0.0
2024,7,fantasypros_api,STD,WR,Darnell Mooney,darnell mooney,NYG,19810,14974.0,darnell-mooney.php,8.05,10.13,12.21,4.17,57.34,0.39,0.0,0.3,0.0,,,,,,0.02,0.0,0.0
2024,7,fantasypros_api,STD,WR,Wan'Dale Robinson,wandale robinson,TEN,22985,15757.0,wandale-robinson.php,6.62,9.3,11.97,5.35,50.6,0.23,0.26,1.87,0.02,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Josh Downs,josh downs,IND,24706,16187.0,josh-downs.php,7.16,9.45,11.75,4.59,52.58,0.31,0.2,1.31,0.01,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Jordan Addison,jordan addison,MIN,23107,16186.0,jordan-addison.php,7.53,9.6,11.67,4.14,54.6,0.35,0.08,0.59,0.01,,,,,,0.05,0.0,0.0
2024,7,fantasypros_api,STD,WR,Courtland Sutton,courtland sutton,DEN,17253,13630.0,courtland-sutton.php,7.5,9.54,11.58,4.08,55.96,0.33,0.0,0.08,0.0,,,,,,0.05,0.0,0.0
2024,7,fantasypros_api,STD,WR,Michael Pittman Jr.,michael pittman,PIT,19278,14842.0,michael-pittman.php,7.07,9.29,11.51,4.44,53.15,0.31,0.0,0.06,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Tyler Lockett,tyler lockett,LV,13971,12187.0,tyler-lockett.php,6.94,9.23,11.51,4.57,50.0,0.34,0.0,0.11,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Jameson Williams,jameson williams,DET,23677,15756.0,jameson-williams.php,7.72,9.4,11.07,3.35,54.31,0.33,0.48,2.77,0.02,,,,,,0.05,0.0,0.0
2024,7,fantasypros_api,STD,WR,Christian Kirk,christian kirk,SF,17268,13633.0,christian-kirk.php,6.83,8.84,10.85,4.03,50.29,0.31,0.0,0.15,0.0,,,,,,0.05,0.0,0.0
2024,7,fantasypros_api,STD,WR,Jerry Jeudy,jerry jeudy,CLE,19201,14833.0,jerry-jeudy.php,6.49,8.61,10.74,4.25,50.87,0.25,0.0,0.23,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Amari Cooper,amari cooper,FA,13894,12175.0,amari-cooper.php,7.01,8.85,10.69,3.68,48.36,0.38,0.0,0.08,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Xavier Worthy,xavier worthy,KC,23019,16620.0,xavier-worthy.php,7.28,8.94,10.6,3.32,47.01,0.27,1.25,6.2,0.06,,,,,,0.03,0.0,0.0
2024,7,fantasypros_api,STD,WR,Tutu Atwell,tutu atwell,MIA,20126,15301.0,tutu-atwell.php,6.79,8.68,10.56,3.78,52.15,0.22,0.35,2.32,0.02,,,,,,0.02,0.0,0.0
2024,7,fantasypros_api,STD,WR,DeMario Douglas,demario douglas,NE,25304,16342.0,demario-douglas.php,6.2,8.37,10.53,4.33,49.39,0.21,0.07,1.04,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,JuJu Smith-Schuster,juju smith-schuster,FA,16427,13156.0,juju-smith-schuster.php,6.26,8.29,10.32,4.06,47.17,0.27,0.0,0.08,0.0,,,,,,0.03,0.0,0.0
2024,7,fantasypros_api,STD,WR,Jordan Whittington,jordan whittington,LAR,23135,16633.0,jordan-whittington.php,6.1,8.13,10.15,4.05,47.73,0.23,0.0,0.0,0.0,,,,,,0.03,0.0,0.0
2024,7,fantasypros_api,STD,WR,DeAndre Hopkins,deandre hopkins,BAL,11606,11232.0,deandre-hopkins.php,6.16,8.12,10.08,3.92,48.12,0.24,0.0,0.1,0.0,,,,,,0.06,0.0,0.0
2024,7,fantasypros_api,STD,WR,Calvin Ridley,calvin ridley,TEN,17258,13629.0,calvin-ridley.php,6.48,8.27,10.06,3.58,47.78,0.25,0.42,2.24,0.01,,,,,,0.04,0.0,0.0
