season,week,source,scoring,position,player,player_clean,team,fpid,mflid,filename,fp_points_std,fp_points_half,fp_points_ppr,fp_receptions,fp_receiving_yds,fp_receiving_tds,fp_rush_att,fp_rush_yds,fp_rush_tds,fp_pass_att,fp_pass_cmp,fp_pass_yds,fp_pass_tds,fp_pass_int,fp_fumbles,fp_ret_tds,fp_2pt_tds
2024,5,fantasypros_api,STD,RB,Godwin Igwebuike,godwin igwebuike,FA,17352,14011.0,godwin-igwebuike.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Gus Edwards,gus edwards,FA,17687,13850.0,gus-edwards.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Hassan Haskins,hassan haskins,LAC,23798,15720.0,hassan-haskins.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Isaiah Spiller,isaiah spiller,FA,23143,15709.0,isaiah-spiller.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jacob Saylors,jacob saylors,DET,25693,16850.0,jacob-saylors.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jacques Patrick,jacques patrick,FA,18368,14917.0,jacques-patrick.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jahmyr Gibbs,jahmyr gibbs,DET,22968,16162.0,jahmyr-gibbs.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jake Funk,jake funk,FA,23190,15480.0,jake-funk.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jakob Johnson,jakob johnson,FA,18673,14359.0,jakob-johnson.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,James Robinson,james robinson,FA,19631,14813.0,james-robinson.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,JaQuan Hardy,jaquan hardy,FA,23334,15661.0,jaquan-hardy.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jaret Patterson,jaret patterson,LAC,20155,15260.0,jaret-patterson.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jashaun Corbin,jashaun corbin,FA,22948,15729.0,jashaun-corbin.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Javian Hawkins,javian hawkins,TEN,22762,15268.0,javian-hawkins.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jawhar Jordan,jawhar jordan,HOU,26329,16773.0,jawhar-jordan.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,J.D. McKissic,jd mckissic,FA,16230,13108.0,jd-mckissic.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jerick McKinnon,jerick mckinnon,FA,12209,11761.0,jerick-mckinnon.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jermar Jefferson,jermar jefferson,FA,20088,15262.0,jermar-jefferson.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,J.K. Dobbins,jk dobbins,DEN,19245,14800.0,jk-dobbins.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,John Kelly Jr.,john kelly,FA,17304,13619.0,john-kelly.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jonathan Williams,jonathan williams,FA,15611,12635.0,jonathan-williams.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jordan Howard,jordan howard,FA,15585,12634.0,jordan-howard.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jordan Mims,jordan mims,FA,25816,16424.0,jordan-mims.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Jordan Wilkins,jordan wilkins,FA,17497,13789.0,jordan-wilkins.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Josh Johnson,josh johnson,FA,23505,15502.0,josh-johnson-rb.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Joshua Kelley,joshua kelley,FA,19445,14807.0,joshua-kelley.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Julius Chestnut,julius chestnut,TEN,24689,15965.0,julius-chestnut.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Justin Jackson,justin jackson,FA,17300,13620.0,justin-jackson-rb.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Keaontay Ingram,keaontay ingram,FA,23162,15734.0,keaontay-ingram.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Keaton Mitchell,keaton mitchell,LAC,25360,16178.0,keaton-mitchell.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Keilan Robinson,keilan robinson,FA,22896,16748.0,keilan-robinson.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Keith Smith,keith smith,FA,13192,12040.0,keith-smith.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Kene Nwangwu,kene nwangwu,NYJ,23249,15414.0,kene-nwangwu.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Kenneth Gainwell,kenneth gainwell,TB,23310,15255.0,kenneth-gainwell.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Kenyan Drake,kenyan drake,FA,15637,12630.0,kenyan-drake.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Ke'Shawn Vaughn,keshawn vaughn,FA,19351,14810.0,keshawn-vaughn.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Kevin Harris,kevin harris,FA,23117,15719.0,kevin-harris.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Kimani Vidal,kimani vidal,LAC,26355,16757.0,kimani-vidal.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Kylin Hill,kylin hill,FA,19323,15265.0,kylin-hill.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,La'Mical Perine,lamical perine,FA,19333,14806.0,lamical-perine.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Larry Rountree III,larry rountree,FA,19537,15272.0,larry-rountree.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Latavius Murray,latavius murray,FA,11821,11390.0,latavius-murray.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Leonard Fournette,leonard fournette,FA,16378,13129.0,leonard-fournette.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Lew Nichols III,lew nichols,PIT,25443,16359.0,lew-nichols.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Louis Rees-Zammit,louis rees-zammit,FA,26443,16683.0,louis-rees-zammit.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Malcolm Brown,malcolm brown,FA,13953,12386.0,malcolm-brown.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Malik Davis,malik davis,DAL,24205,15738.0,malik-davis.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Mark Ingram II,mark ingram,FA,9872,10276.0,mark-ingram.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Marlon Mack,marlon mack,FA,16444,13234.0,marlon-mack.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Mataeo Durant,mataeo durant,FA,23899,15966.0,mataeo-durant.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Matt Breida,matt breida,FA,17058,13378.0,matt-breida.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Mekhi Sargent,mekhi sargent,FA,20107,15269.0,mekhi-sargent.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Melvin Gordon III,melvin gordon,FA,13903,12151.0,melvin-gordon.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Michael Carter,michael carter,TEN,22728,15258.0,michael-carter-rb.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Michael Wiley,michael wiley,FA,26380,16811.0,michael-wiley-rb.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Mike Davis,mike davis,FA,13943,12164.0,mike-davis-rb.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Mohamed Ibrahim,mohamed ibrahim,FA,20153,16172.0,mohamed-ibrahim.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Myles Gaskin,myles gaskin,FA,17251,14081.0,myles-gaskin.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Nate McCrary,nate mccrary,FA,23512,15503.0,nate-mccrary.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Nick Bawden,nick bawden,FA,17587,13838.0,nick-bawden.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Nick Ralston,nick ralston,FA,23385,15593.0,nick-ralston.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Nyheim Miller-Hines,nyheim miller-hines,FA,17297,13622.0,nyheim-hines.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Patrick Laird,patrick laird,FA,18332,14612.0,patrick-laird.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Phillip Lindsay,phillip lindsay,FA,17498,13614.0,phillip-lindsay.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Qadree Ollison,qadree ollison,FA,18480,14097.0,qadree-ollison.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Reggie Bonnafon,reggie bonnafon,FA,17867,14435.0,reggie-bonnafon.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Rex Burkhead,rex burkhead,FA,11655,11182.0,rex-burkhead.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Ronald Jones II,ronald jones,FA,17243,13606.0,ronald-jones-ii.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Royce Freeman,royce freeman,FA,17245,13617.0,royce-freeman.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Salvon Ahmed,salvon ahmed,CHI,19449,14811.0,salvon-ahmed.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Saquon Barkley,saquon barkley,PHI,17240,13604.0,saquon-barkley.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,SaRodorick Thompson Jr.,sarodorick thompson,FA,25540,16402.0,sarodorick-thompson-jr.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Sione Vaki,sione vaki,DET,26309,16678.0,sione-vaki.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Snoop Conner,snoop conner,FA,23027,15725.0,snoop-conner.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Sony Michel,sony michel,FA,17309,13607.0,sony-michel.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Spencer Brown,spencer brown,FA,23264,15276.0,spencer-brown-rb.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Taiwan Jones,taiwan jones,FA,9962,10368.0,taiwan-jones.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Tevin Coleman,tevin coleman,FA,13926,12152.0,tevin-coleman.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Tony Jones Jr.,tony jones,FA,19482,14828.0,tony-jones-rb.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Tony Pollard,tony pollard,TEN,18705,14085.0,tony-pollard.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Tory Carter,tory carter,FA,23327,15588.0,tory-carter.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Travis Homer,travis homer,PIT,18616,14083.0,travis-homer.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Trayveon Williams,trayveon williams,FA,18607,14076.0,trayveon-williams.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Trenton Cannon,trenton cannon,FA,17538,13816.0,trenton-cannon.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Trestan Ebner,trestan ebner,FA,24047,15748.0,trestan-ebner.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Trey Ragas,trey ragas,FA,20160,15274.0,trey-ragas.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Troy Hairston II,troy hairston,FA,24872,16025.0,troy-hairston-ii.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Ty Montgomery II,ty montgomery,FA,13977,12261.0,ty-montgomery.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Tyjae Spears,tyjae spears,TEN,25323,16165.0,tyjae-spears.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Tyrion Davis-Price,tyrion davis-price,FA,22992,15746.0,tyrion-davis-price.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Ty'Son Williams,tyson williams,FA,19636,15040.0,tyson-williams.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Will Shipley,will shipley,PHI,22930,16601.0,will-shipley.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Xazavian Valladay,xazavian valladay,FA,25357,16386.0,xazavian-valladay.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Zach Evans,zach evans,FA,23122,16163.0,zach-evans.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,RB,Zander Horvath,zander horvath,FA,23933,15960.0,zander-horvath.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
2024,5,fantasypros_api,STD,TE,Travis Kelce,travis kelce,KC,11594,11244.0,travis-kelce.php,8.41,11.18,13.94,5.54,58.83,0.43,,,,,,,,,0.05,0.0,0.0
2024,5,fantasypros_api,STD,TE,George Kittle,george kittle,SF,16499,13299.0,george-kittle.php,8.06,10.36,12.66,4.6,57.23,0.41,,,,,,,,,0.05,0.0,0.0
2024,5,fantasypros_api,STD,TE,Trey McBride,trey mcbride,ARI,22936,15794.0,trey-mcbride.php,6.85,9.48,12.11,5.27,51.78,0.3,,,,,,,,,0.05,0.0,0.0
2024,5,fantasypros_api,STD,TE,Jake Ferguson,jake ferguson,DAL,22718,15799.0,jake-ferguson.php,6.87,9.25,11.63,4.77,50.33,0.32,,,,,,,,,0.05,0.0,0.0
2024,5,fantasypros_api,STD,TE,Dalton Kincaid,dalton kincaid,BUF,25247,16213.0,dalton-kincaid.php,6.33,8.64,10.95,4.62,46.65,0.29,,,,,,,,,0.05,0.0,0.0
2024,5,fantasypros_api,STD,TE,Brock Bowers,brock bowers,LV,22955,16641.0,brock-bowers.php,6.16,8.38,10.61,4.45,47.74,0.23,,,,,,,,,0.04,0.0,0.0
2024,5,fantasypros_api,STD,TE,Tucker Kraft,tucker kraft,GB,25298,16222.0,tucker-kraft.php,6.03,7.96,9.89,3.87,41.51,0.32,,,,,,,,,0.02,0.0,0.0
2024,5,fantasypros_api,STD,TE,Colby Parkinson,colby parkinson,LAR,19372,14871.0,colby-parkinson.php,5.47,7.19,8.92,3.45,39.11,0.26,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Pat Freiermuth,pat freiermuth,PIT,20163,15331.0,pat-freiermuth.php,5.13,6.99,8.85,3.72,37.82,0.24,,,,,,,,,0.05,0.0,0.0
2024,5,fantasypros_api,STD,TE,Cade Otton,cade otton,TB,23181,15802.0,cade-otton.php,4.66,6.47,8.29,3.63,33.58,0.22,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Cole Kmet,cole kmet,CHI,19229,14867.0,cole-kmet.php,4.33,6.03,7.73,3.39,32.2,0.2,,,,,,,,,0.04,0.0,0.0
2024,5,fantasypros_api,STD,TE,Hunter Henry,hunter henry,NE,15561,12676.0,hunter-henry.php,4.47,6.03,7.59,3.13,32.01,0.21,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Kyle Pitts Sr.,kyle pitts,ATL,20164,15329.0,kyle-pitts.php,4.64,6.05,7.46,2.82,33.89,0.22,,,,,,,,,0.03,0.0,0.0
2024,5,fantasypros_api,STD,TE,Tyler Conklin,tyler conklin,DET,17598,13675.0,tyler-conklin.php,4.29,5.84,7.39,3.1,32.52,0.18,,,,,,,,,0.02,0.0,0.0
2024,5,fantasypros_api,STD,TE,Zach Ertz,zach ertz,FA,11689,11247.0,zach-ertz.php,4.11,5.74,7.37,3.26,30.06,0.19,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,David Njoku,david njoku,LAC,16399,13192.0,david-njoku.php,4.3,5.79,7.27,2.97,31.59,0.2,,,,,,,,,0.04,0.0,0.0
2024,5,fantasypros_api,STD,TE,Isaiah Likely,isaiah likely,NYG,23781,15798.0,isaiah-likely.php,4.48,5.87,7.26,2.78,30.85,0.24,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Mark Andrews,mark andrews,BAL,17269,13671.0,mark-andrews.php,4.24,5.46,6.69,2.45,29.7,0.22,,,,,,,,,0.03,0.0,0.0
2024,5,fantasypros_api,STD,TE,Noah Fant,noah fant,NO,17527,14137.0,noah-fant.php,3.73,5.18,6.64,2.91,28.81,0.14,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Dalton Schultz,dalton schultz,HOU,17349,13772.0,dalton-schultz.php,3.89,5.25,6.61,2.72,28.35,0.19,,,,,,,,,0.04,0.0,0.0
2024,5,fantasypros_api,STD,TE,Brenton Strange,brenton strange,JAC,25345,16269.0,brenton-strange.php,3.77,5.12,6.47,2.69,28.04,0.17,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Mike Gesicki,mike gesicki,CIN,17272,13672.0,mike-gesicki.php,3.75,5.11,6.47,2.72,26.8,0.18,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Erick All Jr.,erick all,CIN,23837,16645.0,erick-all.php,3.01,4.33,5.65,2.63,23.43,0.12,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Juwan Johnson,juwan johnson,NO,19562,14861.0,juwan-johnson.php,3.3,4.46,5.62,2.33,23.64,0.16,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Theo Johnson,theo johnson,NYG,23104,16649.0,theo-johnson.php,3.11,4.18,5.25,2.14,23.9,0.13,,,,,,,,,0.02,0.0,0.0
2024,5,fantasypros_api,STD,TE,Johnny Mundt,johnny mundt,PHI,16743,13940.0,johnny-mundt.php,2.54,3.55,4.56,2.03,17.85,0.13,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Noah Gray,noah gray,KC,19539,15337.0,noah-gray.php,2.57,3.45,4.33,1.76,18.32,0.13,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Jonnu Smith,jonnu smith,FA,16460,13193.0,jonnu-smith.php,2.5,3.34,4.19,1.69,18.47,0.11,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Tommy Tremble,tommy tremble,CAR,22795,15332.0,tommy-tremble.php,2.32,3.14,3.96,1.65,16.98,0.11,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Foster Moreau,foster moreau,HOU,18397,14239.0,foster-moreau.php,2.07,2.74,3.4,1.33,14.37,0.11,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Luke Musgrave,luke musgrave,GB,25282,16215.0,luke-musgrave.php,2.02,2.7,3.38,1.35,14.79,0.09,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Dawson Knox,dawson knox,BUF,18631,14143.0,dawson-knox.php,1.98,2.58,3.19,1.21,12.87,0.12,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Luke Farrell,luke farrell,SF,19501,15335.0,luke-farrell.php,1.75,2.43,3.1,1.35,13.02,0.08,,,,,,,,,0.01,0.0,0.0
2024,5,fantasypros_api,STD,TE,Austin Hooper,austin hooper,ATL,15581,12677.0,austin-hooper.php,1.64,2.27,2.9,1.26,13.45,0.05,,,,,,,,,0.01,0.0,0.0
