season,week,source,position,player,player_raw,player_clean,team,fp_receptions,fp_receiving_yds,fp_receiving_tds,fp_rush_att,fp_rush_yds,fp_rush_tds,fp_fantasy_points
2022,1,fantasypros_web,RB,Travis Etienne Jr.,Travis Etienne Jr. NO,travis etienne,NO,2.8,24.1,0.1,10.5,46.6,0.3,9.4
2022,1,fantasypros_web,RB,Dameon Pierce,Dameon Pierce PHI,dameon pierce,PHI,1.9,16.2,0.1,12.9,54.4,0.3,9.4
2022,1,fantasypros_web,RB,Michael Carter,Michael Carter TEN,michael carter,TEN,2.3,19.9,0.1,10.8,49.7,0.3,9.1
2022,1,fantasypros_web,RB,Chase Edmonds,Chase Edmonds WAS,chase edmonds,WSH,2.8,20.8,0.1,10.6,45.6,0.3,8.8
2022,1,fantasypros_web,RB,AJ Dillon,AJ Dillon CAR,aj dillon,CAR,1.8,15.8,0.1,11.0,49.3,0.3,8.8
2022,1,fantasypros_web,RB,Devin Singletary,Devin Singletary NYG,devin singletary,NYG,2.1,13.5,0.1,10.9,46.8,0.3,8.3
2022,1,fantasypros_web,RB,Tony Pollard,Tony Pollard TEN,tony pollard,TEN,2.8,22.7,0.1,8.8,39.5,0.2,8.0
2022,1,fantasypros_web,RB,Rhamondre Stevenson,Rhamondre Stevenson NE,rhamondre stevenson,NE,1.8,14.3,0.1,10.4,42.6,0.3,7.6
2022,1,fantasypros_web,RB,Raheem Mostert,Raheem Mostert LV,raheem mostert,LV,1.2,10.1,0.1,7.8,40.5,0.3,6.9
2022,1,fantasypros_web,RB,Breece Hall,Breece Hall NYJ,breece hall,NYJ,1.6,14.3,0.1,9.6,36.3,0.3,6.9
2022,1,fantasypros_web,RB,Kenneth Gainwell,Kenneth Gainwell TB,kenneth gainwell,TB,1.7,15.4,0.1,4.5,18.6,0.2,5.1
2022,1,fantasypros_web,RB,Rachaad White,Rachaad White WAS,rachaad white,WSH,1.0,7.9,0.1,5.2,20.8,0.2,4.2
2022,1,fantasypros_web,RB,James Cook III,James Cook III BUF,james cook,BUF,1.3,9.8,0.1,4.7,17.4,0.1,3.9
2022,1,fantasypros_web,RB,Ameer Abdullah,Ameer Abdullah JAC,ameer abdullah,JAX,1.9,14.6,0.1,3.0,12.0,0.1,3.5
2022,1,fantasypros_web,RB,Zamir White,Zamir White LV,zamir white,LV,0.7,5.8,0.0,4.6,17.5,0.1,3.3
2022,1,fantasypros_web,RB,Isiah Pacheco,Isiah Pacheco DET,isiah pacheco,DET,0.9,7.5,0.1,3.7,15.7,0.1,3.3
2022,1,fantasypros_web,RB,Samaje Perine,Samaje Perine CIN,samaje perine,CIN,1.1,7.8,0.1,3.7,14.3,0.1,3.2
2022,1,fantasypros_web,RB,Chuba Hubbard,Chuba Hubbard CAR,chuba hubbard,CAR,0.8,6.1,0.1,3.1,12.0,0.1,2.6
2022,1,fantasypros_web,RB,DeeJay Dallas,DeeJay Dallas JAC,deejay dallas,JAX,1.1,7.6,0.0,3.1,12.0,0.1,2.6
2022,1,fantasypros_web,RB,Travis Homer,Travis Homer PIT,travis homer,PIT,1.0,8.7,0.0,2.8,13.2,0.1,2.6
2022,1,fantasypros_web,RB,Hassan Haskins,Hassan Haskins LAC,hassan haskins,LAC,0.7,5.8,0.0,3.1,12.7,0.1,2.5
2022,1,fantasypros_web,RB,Kyle Juszczyk,Kyle Juszczyk SF,kyle juszczyk,SF,1.3,10.3,0.1,0.8,2.6,0.0,2.2
2022,1,fantasypros_web,RB,Jaylen Warren,Jaylen Warren PIT,jaylen warren,PIT,0.5,3.7,0.0,2.9,10.2,0.1,1.7
2022,1,fantasypros_web,RB,Justice Hill,Justice Hill BAL,justice hill,BAL,0.5,3.5,0.0,2.5,8.9,0.1,1.6
2022,1,fantasypros_web,RB,Ty Johnson,Ty Johnson BUF,ty johnson,BUF,0.8,7.3,0.0,0.7,5.5,0.0,1.5
2022,1,fantasypros_web,RB,Jerome Ford,Jerome Ford WAS,jerome ford,WSH,0.5,4.7,0.0,1.4,7.2,0.1,1.5
2022,1,fantasypros_web,RB,Kyren Williams,Kyren Williams LAR,kyren williams,LAR,0.3,3.2,0.0,1.7,6.6,0.1,1.3
2022,1,fantasypros_web,RB,Jordan Mason,Jordan Mason MIN,jordan mason,MIN,0.2,2.2,0.0,1.3,6.2,0.0,1.1
2022,1,fantasypros_web,RB,Patrick Ricard,Patrick Ricard NYG,patrick ricard,NYG,0.7,5.6,0.1,0.3,0.7,0.0,1.0
2022,1,fantasypros_web,RB,Adam Prentice,Adam Prentice DEN,adam prentice,DEN,0.5,5.6,0.1,0.6,1.1,0.0,1.0
2022,1,fantasypros_web,RB,Rico Dowdle,Rico Dowdle PIT,rico dowdle,PIT,0.2,2.3,0.0,1.4,4.7,0.0,1.0
2022,1,fantasypros_web,RB,Connor Heyward,Connor Heyward LV,connor heyward,LV,0.3,2.1,0.0,1.8,6.6,0.0,0.9
2022,1,fantasypros_web,RB,Michael Burton,Michael Burton CLE,michael burton,CLE,0.2,1.8,0.0,0.5,1.8,0.0,0.6
2022,1,fantasypros_web,RB,Kene Nwangwu,Kene Nwangwu NYJ,kene nwangwu,NYJ,0.2,1.6,0.0,0.5,2.8,0.0,0.6
2022,1,fantasypros_web,RB,Gary Brightwell,Gary Brightwell CIN,gary brightwell,CIN,0.2,2.5,0.0,0.5,2.3,0.0,0.6
2022,1,fantasypros_web,RB,Alec Ingold,Alec Ingold LAC,alec ingold,LAC,0.3,3.2,0.0,0.2,0.7,0.0,0.5
2022,1,fantasypros_web,RB,Andrew Beck,Andrew Beck NYJ,andrew beck,NYJ,0.3,2.0,0.0,0.3,1.1,0.0,0.4
2022,1,fantasypros_web,RB,Nick Bellore,Nick Bellore WAS,nick bellore,WSH,0.2,2.0,0.0,0.0,0.1,0.0,0.3
2022,1,fantasypros_web,RB,Reggie Gilliam,Reggie Gilliam NE,reggie gilliam,NE,0.3,3.0,0.0,0.0,0.0,0.0,0.3
2022,1,fantasypros_web,TE,Mark Andrews,Mark Andrews BAL,mark andrews,BAL,5.8,76.5,0.6,,,,11.2
2022,1,fantasypros_web,TE,Travis Kelce,Travis Kelce KC,travis kelce,KC,6.2,71.8,0.6,,,,10.6
2022,1,fantasypros_web,TE,Dallas Goedert,Dallas Goedert PHI,dallas goedert,PHI,3.9,51.6,0.4,,,,7.3
2022,1,fantasypros_web,TE,Kyle Pitts Sr.,Kyle Pitts Sr. ATL,kyle pitts,ATL,4.6,60.6,0.2,,,,7.2
2022,1,fantasypros_web,TE,Dalton Schultz,Dalton Schultz HOU,dalton schultz,HOU,4.7,46.1,0.4,,,,6.8
2022,1,fantasypros_web,TE,T.J. Hockenson,T.J. Hockenson MIN,tj hockenson,MIN,4.5,44.3,0.3,,,,6.3
2022,1,fantasypros_web,TE,Dawson Knox,Dawson Knox BUF,dawson knox,BUF,3.4,38.2,0.3,,,,5.9
2022,1,fantasypros_web,TE,Albert Okwuegbunam Jr.,Albert Okwuegbunam Jr. LV,albert okwuegbunam,LV,3.3,34.9,0.3,,,,5.3
2022,1,fantasypros_web,TE,Hunter Henry,Hunter Henry NE,hunter henry,NE,3.1,34.1,0.3,,,,5.2
2022,1,fantasypros_web,TE,Pat Freiermuth,Pat Freiermuth PIT,pat freiermuth,PIT,4.0,36.6,0.3,,,,5.1
2022,1,fantasypros_web,TE,Mike Gesicki,Mike Gesicki CIN,mike gesicki,CIN,3.4,36.7,0.2,,,,5.1
2022,1,fantasypros_web,TE,Tyler Higbee,Tyler Higbee LAR,tyler higbee,LAR,3.6,35.4,0.3,,,,5.1
2022,1,fantasypros_web,TE,David Njoku,David Njoku LAC,david njoku,LAC,2.9,34.7,0.2,,,,4.7
2022,1,fantasypros_web,TE,Noah Fant,Noah Fant NO,noah fant,NO,3.7,36.7,0.2,,,,4.7
2022,1,fantasypros_web,TE,Cole Kmet,Cole Kmet CHI,cole kmet,CHI,3.5,36.1,0.2,,,,4.6
2022,1,fantasypros_web,TE,Evan Engram,Evan Engram DEN,evan engram,DEN,3.2,34.3,0.2,,,,4.5
2022,1,fantasypros_web,TE,Austin Hooper,Austin Hooper ATL,austin hooper,ATL,3.2,29.0,0.3,,,,4.4
2022,1,fantasypros_web,TE,Mo Alie-Cox,Mo Alie-Cox IND,mo aliecox,IND,2.1,28.1,0.3,,,,4.3
2022,1,fantasypros_web,TE,Brevin Jordan,Brevin Jordan HOU,brevin jordan,HOU,2.6,25.0,0.2,,,,3.8
2022,1,fantasypros_web,TE,Tyler Conklin,Tyler Conklin DET,tyler conklin,DET,2.5,24.9,0.1,,,,3.2
2022,1,fantasypros_web,TE,Adam Trautman,Adam Trautman DEN,adam trautman,DEN,1.9,21.4,0.2,,,,3.2
2022,1,fantasypros_web,TE,Isaiah Likely,Isaiah Likely NYG,isaiah likely,NYG,1.8,20.7,0.2,,,,3.1
2022,1,fantasypros_web,TE,Daniel Bellinger,Daniel Bellinger TEN,daniel bellinger,TEN,2.2,21.7,0.2,,,,3.0
2022,1,fantasypros_web,TE,Harrison Bryant,Harrison Bryant SEA,harrison bryant,SEA,1.6,17.2,0.2,,,,2.6
2022,1,fantasypros_web,TE,Jelani Woods,Jelani Woods NYJ,jelani woods,NYJ,1.5,16.3,0.1,,,,2.3
2022,1,fantasypros_web,TE,Foster Moreau,Foster Moreau HOU,foster moreau,HOU,1.2,15.0,0.1,,,,2.3
2022,1,fantasypros_web,TE,Cade Otton,Cade Otton TB,cade otton,TB,1.5,15.8,0.1,,,,2.2
2022,1,fantasypros_web,TE,Tommy Tremble,Tommy Tremble CAR,tommy tremble,CAR,1.5,15.9,0.1,,,,2.2
2022,1,fantasypros_web,TE,John Bates,John Bates WAS,john bates,WSH,1.4,16.1,0.1,,,,2.2
2022,1,fantasypros_web,TE,Brock Wright,Brock Wright DET,brock wright,DET,1.1,9.9,0.1,,,,1.7
2022,1,fantasypros_web,TE,Durham Smythe,Durham Smythe BAL,durham smythe,BAL,1.3,12.7,0.1,,,,1.6
2022,1,fantasypros_web,TE,Jake Ferguson,Jake Ferguson DAL,jake ferguson,DAL,0.9,9.3,0.1,,,,1.5
2022,1,fantasypros_web,TE,Ian Thomas,Ian Thomas LV,ian thomas,LV,1.0,9.7,0.1,,,,1.4
2022,1,fantasypros_web,TE,Chig Okonkwo,Chig Okonkwo WAS,chig okonkwo,WSH,0.7,7.4,0.1,,,,1.3
2022,1,fantasypros_web,TE,Kylen Granson,Kylen Granson TEN,kylen granson,TEN,0.8,8.7,0.1,,,,1.3
2022,1,fantasypros_web,TE,Juwan Johnson,Juwan Johnson NO,juwan johnson,NO,0.6,7.7,0.1,,,,1.2
2022,1,fantasypros_web,TE,Eric Saubert,Eric Saubert SEA,eric saubert,SEA,0.7,7.0,0.1,,,,1.2
2022,1,fantasypros_web,TE,Noah Gray,Noah Gray KC,noah gray,KC,0.7,6.8,0.1,,,,1.2
2022,1,fantasypros_web,TE,Charlie Woerner,Charlie Woerner ATL,charlie woerner,ATL,0.7,7.6,0.1,,,,1.1
2022,1,fantasypros_web,TE,Ko Kieft,Ko Kieft TB,ko kieft,TB,0.6,5.7,0.1,,,,0.9
2022,1,fantasypros_web,TE,Tanner Hudson,Tanner Hudson CIN,tanner hudson,CIN,0.6,6.2,0.0,,,,0.9
2022,1,fantasypros_web,TE,Chris Manhertz,Chris Manhertz NYG,chris manhertz,NYG,0.5,5.4,0.0,,,,0.8
2022,1,fantasypros_web,TE,Luke Farrell,Luke Farrell SF,luke farrell,SF,0.8,7.3,0.0,,,,0.7
2022,1,fantasypros_web,TE,Drew Sample,Drew Sample CIN,drew sample,CIN,0.7,5.7,0.0,,,,0.7
2022,1,fantasypros_web,TE,Shane Zylstra,Shane Zylstra BUF,shane zylstra,BUF,0.7,6.4,0.0,,,,0.6
2022,1,fantasypros_web,TE,Josh Oliver,Josh Oliver MIN,josh oliver,MIN,0.5,4.8,0.0,,,,0.6
2022,1,fantasypros_web,TE,Johnny Mundt,Johnny Mundt PHI,johnny mundt,PHI,0.5,4.7,0.0,,,,0.5
2022,1,fantasypros_web,TE,Jack Stoll,Jack Stoll CLE,jack stoll,CLE,0.4,4.6,0.0,,,,0.5
2022,1,fantasypros_web,TE,Hunter Long,Hunter Long JAC,hunter long,JAX,0.5,4.3,0.0,,,,0.4
2022,1,fantasypros_web,TE,Colby Parkinson,Colby Parkinson LAR,colby parkinson,LAR,0.4,3.4,0.0,,,,0.4
2022,1,fantasypros_web,TE,Reggie Gilliam,Reggie Gilliam NE,reggie gilliam,NE,0.4,2.7,0.0,,,,0.3
2022,1,fantasypros_web,TE,Jake Tonges,Jake Tonges SF,jake tonges,SF,0.4,3.1,0.0,,,,0.3
2022,1,fantasypros_web,TE,Connor Heyward,Connor Heyward LV,connor heyward,LV,0.3,3.0,0.0,,,,0.3
2022,1,fantasypros_web,TE,Lawrence Cager,Lawrence Cager WAS,lawrence cager,WSH,0.2,2.0,0.0,,,,0.2
2022,1,fantasypros_web,TE,Andrew Beck,Andrew Beck NYJ,andrew beck,NYJ,0.2,1.8,0.0,,,,0.2
2022,1,fantasypros_web,WR,Cooper Kupp,Cooper Kupp SEA,cooper kupp,SEA,7.6,96.7,0.7,0.3,1.8,0.0,14.3
2022,1,fantasypros_web,WR,Davante Adams,Davante Adams LAR,davante adams,LAR,7.2,88.4,0.5,0.0,0.0,0.0,11.9
2022,1,fantasypros_web,WR,Ja'Marr Chase,Ja'Marr Chase CIN,jamarr chase,CIN,5.2,79.2,0.6,0.6,3.3,0.0,11.7
2022,1,fantasypros_web,WR,Justin Jefferson,Justin Jefferson MIN,justin jefferson,MIN,6.2,86.1,0.5,0.2,1.1,0.0,11.5
2022,1,fantasypros_web,WR,A.J. Brown,A.J. Brown PHI,aj brown,PHI,4.9,78.8,0.6,0.1,0.4,0.0,11.5
2022,1,fantasypros_web,WR,Mike Evans,Mike Evans SF,mike evans,SF,4.8,67.9,0.6,0.0,0.1,0.0,10.2
2022,1,fantasypros_web,WR,CeeDee Lamb,CeeDee Lamb DAL,ceedee lamb,DAL,5.5,72.4,0.4,0.7,3.5,0.0,9.9
2022,1,fantasypros_web,WR,Tee Higgins,Tee Higgins CIN,tee higgins,CIN,5.0,69.9,0.5,0.1,0.4,0.0,9.6
2022,1,fantasypros_web,WR,Hollywood Brown,Hollywood Brown PHI,hollywood brown,PHI,5.8,69.5,0.5,0.1,0.1,0.0,9.6
2022,1,fantasypros_web,WR,Michael Pittman Jr.,Michael Pittman Jr. PIT,michael pittman,PIT,5.4,70.0,0.4,0.3,1.9,0.0,9.4
2022,1,fantasypros_web,WR,DJ Moore,DJ Moore BUF,dj moore,BUF,5.0,67.7,0.3,0.4,2.3,0.0,9.0
2022,1,fantasypros_web,WR,Keenan Allen,Keenan Allen LAC,keenan allen,LAC,5.9,62.8,0.5,0.0,0.0,0.0,9.0
2022,1,fantasypros_web,WR,DK Metcalf,DK Metcalf PIT,dk metcalf,PIT,4.7,63.5,0.4,0.0,0.2,0.0,8.7
2022,1,fantasypros_web,WR,Terry McLaurin,Terry McLaurin WAS,terry mclaurin,WSH,4.5,62.5,0.4,0.1,0.3,0.0,8.4
2022,1,fantasypros_web,WR,Tyler Lockett,Tyler Lockett LV,tyler lockett,LV,4.6,62.7,0.3,0.1,0.5,0.0,8.3
2022,1,fantasypros_web,WR,Courtland Sutton,Courtland Sutton DEN,courtland sutton,DEN,4.1,61.1,0.4,0.0,0.0,0.0,8.2
2022,1,fantasypros_web,WR,Elijah Moore,Elijah Moore PHI,elijah moore,PHI,4.4,57.4,0.3,0.3,2.5,0.0,8.2
2022,1,fantasypros_web,WR,Jerry Jeudy,Jerry Jeudy CLE,jerry jeudy,CLE,4.4,62.6,0.3,0.2,0.5,0.0,8.1
2022,1,fantasypros_web,WR,Jaylen Waddle,Jaylen Waddle DEN,jaylen waddle,DEN,5.6,58.5,0.4,0.2,0.9,0.0,8.1
2022,1,fantasypros_web,WR,Amon-Ra St. Brown,Amon-Ra St. Brown DET,amonra st brown,DET,5.5,57.1,0.3,0.4,2.6,0.0,8.0
2022,1,fantasypros_web,WR,DeVonta Smith,DeVonta Smith PHI,devonta smith,PHI,3.8,56.1,0.4,0.0,0.0,0.0,7.8
2022,1,fantasypros_web,WR,Darnell Mooney,Darnell Mooney NYG,darnell mooney,NYG,4.5,59.4,0.2,0.3,1.4,0.0,7.5
2022,1,fantasypros_web,WR,Chris Godwin Jr.,Chris Godwin Jr. TB,chris godwin,TB,4.7,55.1,0.3,0.2,1.1,0.0,7.5
2022,1,fantasypros_web,WR,Christian Kirk,Christian Kirk SF,christian kirk,SF,4.7,56.6,0.3,0.1,0.2,0.0,7.3
2022,1,fantasypros_web,WR,Brandon Aiyuk,Brandon Aiyuk SF,brandon aiyuk,SF,3.5,51.4,0.3,0.3,1.4,0.0,7.2
2022,1,fantasypros_web,WR,Rashod Bateman,Rashod Bateman BAL,rashod bateman,BAL,4.3,54.0,0.3,0.0,0.1,0.0,7.1
2022,1,fantasypros_web,WR,Marquez Valdes-Scantling,Marquez Valdes-Scantling DAL,marquez valdesscantling,DAL,3.1,50.9,0.3,0.1,0.6,0.0,7.1
2022,1,fantasypros_web,WR,Mecole Hardman Jr.,Mecole Hardman Jr. BUF,mecole hardman,BUF,3.7,44.9,0.3,0.6,5.6,0.0,6.8
2022,1,fantasypros_web,WR,Chris Olave,Chris Olave NO,chris olave,NO,3.6,49.3,0.3,0.0,0.4,0.0,6.5
2022,1,fantasypros_web,WR,Jakobi Meyers,Jakobi Meyers JAC,jakobi meyers,JAX,5.0,52.4,0.2,0.0,0.2,0.0,6.4
2022,1,fantasypros_web,WR,Drake London,Drake London ATL,drake london,ATL,3.6,47.7,0.2,0.0,0.4,0.0,6.0
2022,1,fantasypros_web,WR,Nico Collins,Nico Collins HOU,nico collins,HOU,3.5,46.0,0.2,0.0,0.0,0.0,5.7
2022,1,fantasypros_web,WR,George Pickens,George Pickens DAL,george pickens,DAL,3.7,46.2,0.2,0.0,0.2,0.0,5.7
2022,1,fantasypros_web,WR,Jahan Dotson,Jahan Dotson ATL,jahan dotson,ATL,3.0,40.8,0.3,0.0,0.4,0.0,5.6
2022,1,fantasypros_web,WR,Alec Pierce,Alec Pierce IND,alec pierce,IND,2.9,39.2,0.3,0.0,0.5,0.0,5.5
2022,1,fantasypros_web,WR,Kendrick Bourne,Kendrick Bourne ARI,kendrick bourne,ARI,2.9,35.8,0.2,0.5,4.3,0.0,5.4
2022,1,fantasypros_web,WR,K.J. Osborn,K.J. Osborn TEN,kj osborn,TEN,2.9,36.3,0.3,0.0,0.2,0.0,5.2
2022,1,fantasypros_web,WR,Nick Westbrook-Ikhine,Nick Westbrook-Ikhine IND,nick westbrookikhine,IND,2.7,33.9,0.3,0.0,0.0,0.0,4.9
2022,1,fantasypros_web,WR,Parris Campbell,Parris Campbell DAL,parris campbell,DAL,2.6,34.5,0.2,0.0,0.6,0.0,4.8
2022,1,fantasypros_web,WR,Garrett Wilson,Garrett Wilson NYJ,garrett wilson,NYJ,2.7,36.1,0.2,0.1,0.5,0.0,4.7
2022,1,fantasypros_web,WR,Joshua Palmer,Joshua Palmer BUF,joshua palmer,BUF,2.8,30.0,0.3,0.0,0.2,0.0,4.7
2022,1,fantasypros_web,WR,Christian Watson,Christian Watson GB,christian watson,GB,2.5,33.7,0.2,0.1,0.8,0.0,4.6
2022,1,fantasypros_web,WR,Treylon Burks,Treylon Burks WAS,treylon burks,WSH,2.3,30.7,0.2,0.2,1.2,0.0,4.4
2022,1,fantasypros_web,WR,Romeo Doubs,Romeo Doubs NE,romeo doubs,NE,2.2,28.7,0.2,0.1,0.7,0.0,3.9
2022,1,fantasypros_web,WR,Ben Skowronek,Ben Skowronek PIT,ben skowronek,PIT,2.5,28.8,0.2,0.0,0.2,0.0,3.8
2022,1,fantasypros_web,WR,Skyy Moore,Skyy Moore GB,skyy moore,GB,2.2,26.6,0.2,0.0,0.3,0.0,3.7
2022,1,fantasypros_web,WR,Olamide Zaccheaus,Olamide Zaccheaus ATL,olamide zaccheaus,ATL,2.2,28.5,0.1,0.1,0.1,0.0,3.7
2022,1,fantasypros_web,WR,Demarcus Robinson,Demarcus Robinson SF,demarcus robinson,SF,1.9,24.5,0.2,0.0,0.0,0.0,3.5
2022,1,fantasypros_web,WR,Jauan Jennings,Jauan Jennings MIN,jauan jennings,MIN,1.8,21.5,0.2,0.0,0.0,0.0,3.4
2022,1,fantasypros_web,WR,Devin Duvernay,Devin Duvernay ARI,devin duvernay,ARI,2.1,22.6,0.1,0.4,2.3,0.0,3.2
2022,1,fantasypros_web,WR,Kalif Raymond,Kalif Raymond CHI,kalif raymond,CHI,1.8,21.9,0.1,0.2,1.0,0.0,3.1
2022,1,fantasypros_web,WR,Mack Hollins,Mack Hollins NE,mack hollins,NE,1.5,20.5,0.2,0.0,0.0,0.0,3.1
2022,1,fantasypros_web,WR,Quez Watkins,Quez Watkins PHI,quez watkins,PHI,1.6,23.0,0.1,0.0,0.1,0.0,3.1
2022,1,fantasypros_web,WR,Wan'Dale Robinson,Wan'Dale Robinson TEN,wandale robinson,TEN,2.0,22.3,0.1,0.3,1.6,0.0,3.1
2022,1,fantasypros_web,WR,Greg Dortch,Greg Dortch DET,greg dortch,DET,1.8,20.2,0.1,0.2,1.6,0.0,3.0
2022,1,fantasypros_web,WR,Phillip Dorsett II,Phillip Dorsett II LV,phillip dorsett,LV,1.7,20.0,0.1,0.0,0.3,0.0,2.8
2022,1,fantasypros_web,WR,Tutu Atwell,Tutu Atwell MIA,tutu atwell,MIA,1.7,19.2,0.1,0.0,0.0,0.0,2.7
2022,1,fantasypros_web,WR,Simi Fehoko,Simi Fehoko ARI,simi fehoko,ARI,1.6,19.2,0.1,0.0,0.1,0.0,2.6
2022,1,fantasypros_web,WR,Dennis Houston,Dennis Houston TB,dennis houston,TB,1.6,19.5,0.1,0.0,0.2,0.0,2.6
2022,1,fantasypros_web,WR,KaVontae Turpin,KaVontae Turpin DAL,kavontae turpin,DAL,1.4,16.5,0.1,0.1,0.7,0.0,2.3
2022,1,fantasypros_web,WR,Ashton Dulin,Ashton Dulin IND,ashton dulin,IND,1.0,13.5,0.1,0.2,1.6,0.0,2.3
2022,1,fantasypros_web,WR,Dante Pettis,Dante Pettis NO,dante pettis,NO,1.3,18.1,0.1,0.0,0.0,0.0,2.3
2022,1,fantasypros_web,WR,Lil'Jordan Humphrey,Lil'Jordan Humphrey DEN,liljordan humphrey,DEN,0.9,10.3,0.1,0.0,0.0,0.0,1.6
2022,1,fantasypros_web,WR,David Sills V,David Sills V TB,david sills,TB,1.0,11.4,0.1,0.0,0.1,0.0,1.5
2022,1,fantasypros_web,WR,Terrace Marshall Jr.,Terrace Marshall Jr. MIA,terrace marshall,MIA,0.8,10.2,0.1,0.0,0.0,0.0,1.4
2022,1,fantasypros_web,WR,Ihmir Smith-Marsette,Ihmir Smith-Marsette ARI,ihmir smithmarsette,ARI,0.7,10.2,0.0,0.0,0.0,0.0,1.2
2022,1,fantasypros_web,WR,Tylan Wallace,Tylan Wallace CLE,tylan wallace,CLE,0.7,7.5,0.1,0.0,0.0,0.0,1.1
2022,1,fantasypros_web,WR,Juwan Johnson,Juwan Johnson NO,juwan johnson,NO,0.8,6.9,0.0,0.0,0.1,0.0,0.9
2022,1,fantasypros_web,WR,Justin Watson,Justin Watson HOU,justin watson,HOU,0.4,5.5,0.1,0.0,0.0,0.0,0.9
2022,1,fantasypros_web,WR,Lawrence Cager,Lawrence Cager WAS,lawrence cager,WSH,0.4,5.9,0.0,0.0,0.0,0.0,0.8
2022,1,fantasypros_web,WR,Dyami Brown,Dyami Brown WAS,dyami brown,WSH,0.4,6.5,0.0,0.0,0.1,0.0,0.7
2022,1,fantasypros_web,WR,Trent Sherfield Sr.,Trent Sherfield Sr. BUF,trent sherfield,BUF,0.5,5.9,0.0,0.0,0.0,0.0,0.7
2022,1,fantasypros_web,WR,Dareke Young,Dareke Young LV,dareke young,LV,0.3,4.6,0.0,0.0,0.1,0.0,0.6
2022,1,fantasypros_web,WR,Jalen Nailor,Jalen Nailor LV,jalen nailor,LV,0.3,4.2,0.0,0.0,0.2,0.0,0.6
2022,1,fantasypros_web,WR,Malik Turner,Malik Turner SF,malik turner,SF,0.3,4.1,0.0,0.0,0.0,0.0,0.5
2022,1,fantasypros_web,WR,Tim Jones,Tim Jones JAC,tim jones,JAX,0.3,3.7,0.0,0.0,0.2,0.0,0.5
2022,1,fantasypros_web,WR,Britain Covey,Britain Covey PHI,britain covey,PHI,0.3,3.2,0.0,0.0,0.2,0.0,0.4
2022,1,fantasypros_web,WR,Gunner Olszewski,Gunner Olszewski NYG,gunner olszewski,NYG,0.3,3.0,0.0,0.0,0.3,0.0,0.4
2022,2,fantasypros_web,RB,Jonathan Taylor,Jonathan Taylor IND,jonathan taylor,IND,2.8,22.5,0.1,22.2,107.7,0.9,18.8
2022,2,fantasypros_web,RB,Christian McCaffrey,Christian McCaffrey SF,christian mccaffrey,SF,5.2,44.9,0.2,17.3,75.5,0.6,16.7
2022,2,fantasypros_web,RB,Derrick Henry,Derrick Henry BAL,derrick henry,BAL,1.8,14.2,0.0,21.2,95.0,0.7,14.8
2022,2,fantasypros_web,RB,Saquon Barkley,Saquon Barkley PHI,saquon barkley,PHI,4.0,29.1,0.2,17.7,75.0,0.6,14.7
2022,2,fantasypros_web,RB,Javonte Williams,Javonte Williams DAL,javonte williams,DAL,3.8,30.8,0.2,14.1,66.2,0.6,14.2
2022,2,fantasypros_web,RB,Josh Jacobs,Josh Jacobs GB,josh jacobs,GB,2.3,17.0,0.1,16.5,75.2,0.7,13.5
2022,2,fantasypros_web,RB,James Conner,James Conner ARI,james conner,ARI,3.6,26.1,0.2,14.7,56.7,0.7,13.2
2022,2,fantasypros_web,RB,D'Andre Swift,D'Andre Swift CHI,dandre swift,CHI,4.1,30.6,0.2,13.2,57.3,0.6,13.1
2022,2,fantasypros_web,RB,Aaron Jones Sr.,Aaron Jones Sr. MIN,aaron jones,MIN,3.9,32.0,0.2,11.9,60.4,0.4,12.8
2022,2,fantasypros_web,RB,Najee Harris,Najee Harris LAC,najee harris,LAC,3.4,23.2,0.1,15.6,61.7,0.5,11.9
2022,2,fantasypros_web,RB,AJ Dillon,AJ Dillon CAR,aj dillon,CAR,2.4,19.9,0.1,13.0,57.0,0.5,11.3
2022,2,fantasypros_web,RB,David Montgomery,David Montgomery HOU,david montgomery,HOU,3.1,22.9,0.1,14.5,56.5,0.5,11.1
2022,2,fantasypros_web,RB,Michael Carter,Michael Carter TEN,michael carter,TEN,2.6,21.2,0.1,12.4,52.7,0.4,10.3
2022,2,fantasypros_web,RB,Chase Edmonds,Chase Edmonds WAS,chase edmonds,WSH,3.2,25.8,0.1,12.4,49.9,0.2,9.4
2022,2,fantasypros_web,RB,Rhamondre Stevenson,Rhamondre Stevenson NE,rhamondre stevenson,NE,2.3,18.7,0.1,11.3,49.6,0.3,9.0
2022,2,fantasypros_web,RB,Devin Singletary,Devin Singletary NYG,devin singletary,NYG,2.3,16.1,0.1,11.4,50.2,0.3,8.7
2022,2,fantasypros_web,RB,Travis Etienne Jr.,Travis Etienne Jr. NO,travis etienne,NO,2.8,24.1,0.1,8.0,32.8,0.2,7.5
2022,2,fantasypros_web,RB,Tony Pollard,Tony Pollard TEN,tony pollard,TEN,2.7,21.4,0.1,8.6,37.5,0.2,7.3
2022,2,fantasypros_web,RB,Dameon Pierce,Dameon Pierce PHI,dameon pierce,PHI,1.6,12.6,0.1,10.5,44.3,0.2,7.0
2022,2,fantasypros_web,RB,Breece Hall,Breece Hall NYJ,breece hall,NYJ,2.3,18.3,0.1,9.1,35.5,0.2,6.7
