season,week,source,position,player,player_raw,player_clean,team,fp_receptions,fp_receiving_yds,fp_receiving_tds,fp_rush_att,fp_rush_yds,fp_rush_tds,fp_fantasy_points
2021,1,fantasypros_web,RB,Christian McCaffrey,Christian McCaffrey SF,christian mccaffrey,SF,5.4,43.8,0.3,19.2,80.1,0.8,19.0
2021,1,fantasypros_web,RB,Derrick Henry,Derrick Henry BAL,derrick henry,BAL,1.7,13.7,0.1,22.2,106.7,0.8,17.2
2021,1,fantasypros_web,RB,Alvin Kamara,Alvin Kamara NO,alvin kamara,NO,5.3,48.1,0.2,14.0,66.2,0.7,16.4
2021,1,fantasypros_web,RB,Aaron Jones Sr.,Aaron Jones Sr. MIN,aaron jones,MIN,3.4,25.9,0.1,14.9,68.9,0.7,14.0
2021,1,fantasypros_web,RB,Jonathan Taylor,Jonathan Taylor IND,jonathan taylor,IND,2.3,19.6,0.1,16.4,73.4,0.7,13.6
2021,1,fantasypros_web,RB,Najee Harris,Najee Harris LAC,najee harris,LAC,3.1,24.3,0.1,16.7,71.6,0.5,12.7
2021,1,fantasypros_web,RB,Saquon Barkley,Saquon Barkley PHI,saquon barkley,PHI,2.9,23.3,0.1,13.2,60.0,0.6,12.1
2021,1,fantasypros_web,RB,David Montgomery,David Montgomery HOU,david montgomery,HOU,3.2,23.9,0.1,16.2,63.6,0.4,11.5
2021,1,fantasypros_web,RB,Josh Jacobs,Josh Jacobs GB,josh jacobs,GB,2.0,15.8,0.0,15.5,61.4,0.6,11.2
2021,1,fantasypros_web,RB,D'Andre Swift,D'Andre Swift CHI,dandre swift,CHI,3.8,30.4,0.1,10.8,47.7,0.3,9.8
2021,1,fantasypros_web,RB,Chase Edmonds,Chase Edmonds WAS,chase edmonds,WSH,3.1,26.1,0.1,9.8,41.8,0.2,8.5
2021,1,fantasypros_web,RB,Javonte Williams,Javonte Williams DAL,javonte williams,DAL,1.6,13.7,0.0,11.3,44.9,0.3,7.9
2021,1,fantasypros_web,RB,Devin Singletary,Devin Singletary NYG,devin singletary,NYG,2.3,15.8,0.1,12.0,48.4,0.2,7.8
2021,1,fantasypros_web,RB,James Conner,James Conner ARI,james conner,ARI,1.6,13.1,0.0,9.1,39.2,0.2,6.6
2021,1,fantasypros_web,RB,AJ Dillon,AJ Dillon CAR,aj dillon,CAR,0.7,5.5,0.0,8.8,35.4,0.2,5.0
2021,1,fantasypros_web,RB,Ty Johnson,Ty Johnson BUF,ty johnson,BUF,1.6,11.2,0.0,6.8,28.9,0.1,4.9
2021,1,fantasypros_web,RB,Tony Pollard,Tony Pollard TEN,tony pollard,TEN,1.8,12.8,0.1,5.4,22.4,0.1,4.4
2021,1,fantasypros_web,RB,Michael Carter,Michael Carter TEN,michael carter,TEN,1.4,10.2,0.0,6.5,25.1,0.1,4.4
2021,1,fantasypros_web,RB,Rhamondre Stevenson,Rhamondre Stevenson NE,rhamondre stevenson,NE,0.4,3.9,0.0,7.4,27.9,0.2,4.1
2021,1,fantasypros_web,RB,Samaje Perine,Samaje Perine CIN,samaje perine,CIN,0.8,5.4,0.0,4.0,17.5,0.1,3.0
2021,1,fantasypros_web,RB,Kyle Juszczyk,Kyle Juszczyk SF,kyle juszczyk,SF,1.5,16.4,0.1,0.9,3.2,0.0,2.9
2021,1,fantasypros_web,RB,Chuba Hubbard,Chuba Hubbard CAR,chuba hubbard,CAR,0.5,4.5,0.0,3.7,13.2,0.1,2.5
2021,1,fantasypros_web,RB,DeeJay Dallas,DeeJay Dallas JAC,deejay dallas,JAX,1.1,8.4,0.1,2.6,8.5,0.1,2.4
2021,1,fantasypros_web,RB,Jeremy McNichols,Jeremy McNichols WAS,jeremy mcnichols,WSH,0.8,6.4,0.0,3.3,11.6,0.1,2.3
2021,1,fantasypros_web,RB,Kenneth Gainwell,Kenneth Gainwell TB,kenneth gainwell,TB,0.5,4.0,0.0,2.7,11.5,0.1,2.0
2021,1,fantasypros_web,RB,Jaret Patterson,Jaret Patterson LAC,jaret patterson,LAC,0.3,2.2,0.0,2.5,10.5,0.1,1.8
2021,1,fantasypros_web,RB,Travis Homer,Travis Homer PIT,travis homer,PIT,0.5,4.5,0.0,1.7,6.4,0.0,1.5
2021,1,fantasypros_web,RB,Gary Brightwell,Gary Brightwell CIN,gary brightwell,CIN,0.3,2.9,0.0,1.7,7.5,0.1,1.4
2021,1,fantasypros_web,RB,Patrick Ricard,Patrick Ricard NYG,patrick ricard,NYG,0.8,5.6,0.1,0.1,0.1,0.0,0.9
2021,1,fantasypros_web,RB,Alec Ingold,Alec Ingold LAC,alec ingold,LAC,0.5,4.6,0.0,0.3,0.7,0.0,0.8
2021,1,fantasypros_web,RB,Ameer Abdullah,Ameer Abdullah JAC,ameer abdullah,JAX,0.2,1.4,0.0,0.1,2.8,0.0,0.5
2021,1,fantasypros_web,RB,Michael Burton,Michael Burton CLE,michael burton,CLE,0.2,1.9,0.0,0.2,0.8,0.0,0.4
2021,1,fantasypros_web,RB,Kene Nwangwu,Kene Nwangwu NYJ,kene nwangwu,NYJ,0.2,2.5,0.0,0.2,1.0,0.0,0.4
2021,1,fantasypros_web,RB,Nick Bellore,Nick Bellore WAS,nick bellore,WSH,0.1,1.2,0.0,0.1,0.2,0.0,0.2
2021,1,fantasypros_web,RB,Reggie Gilliam,Reggie Gilliam NE,reggie gilliam,NE,0.1,1.0,0.0,0.0,0.0,0.0,0.1
2021,1,fantasypros_web,RB,Patrick Taylor Jr.,Patrick Taylor Jr. SF,patrick taylor,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,1,fantasypros_web,TE,Travis Kelce,Travis Kelce KC,travis kelce,KC,7.1,90.1,0.8,,,,13.6
2021,1,fantasypros_web,TE,George Kittle,George Kittle SF,george kittle,SF,5.7,73.4,0.6,,,,11.0
2021,1,fantasypros_web,TE,Mark Andrews,Mark Andrews BAL,mark andrews,BAL,4.9,57.3,0.7,,,,9.7
2021,1,fantasypros_web,TE,T.J. Hockenson,T.J. Hockenson MIN,tj hockenson,MIN,4.7,51.5,0.4,,,,7.3
2021,1,fantasypros_web,TE,Kyle Pitts Sr.,Kyle Pitts Sr. ATL,kyle pitts,ATL,3.8,46.0,0.4,,,,6.9
2021,1,fantasypros_web,TE,Mike Gesicki,Mike Gesicki CIN,mike gesicki,CIN,3.8,45.5,0.4,,,,6.7
2021,1,fantasypros_web,TE,Dallas Goedert,Dallas Goedert PHI,dallas goedert,PHI,3.8,43.7,0.4,,,,6.4
2021,1,fantasypros_web,TE,Noah Fant,Noah Fant NO,noah fant,NO,4.1,46.0,0.2,,,,5.6
2021,1,fantasypros_web,TE,Tyler Higbee,Tyler Higbee LAR,tyler higbee,LAR,3.6,38.7,0.2,,,,5.1
2021,1,fantasypros_web,TE,Austin Hooper,Austin Hooper ATL,austin hooper,ATL,3.5,36.4,0.2,,,,4.9
2021,1,fantasypros_web,TE,Hunter Henry,Hunter Henry NE,hunter henry,NE,3.0,33.8,0.2,,,,4.3
2021,1,fantasypros_web,TE,Tyler Conklin,Tyler Conklin DET,tyler conklin,DET,2.7,29.1,0.1,,,,3.7
2021,1,fantasypros_web,TE,Cole Kmet,Cole Kmet CHI,cole kmet,CHI,3.1,28.4,0.1,,,,3.5
2021,1,fantasypros_web,TE,Dawson Knox,Dawson Knox BUF,dawson knox,BUF,2.2,25.4,0.2,,,,3.4
2021,1,fantasypros_web,TE,Juwan Johnson,Juwan Johnson NO,juwan johnson,NO,2.3,26.5,0.1,,,,2.9
2021,1,fantasypros_web,TE,Mo Alie-Cox,Mo Alie-Cox IND,mo aliecox,IND,1.8,21.3,0.1,,,,2.6
2021,1,fantasypros_web,TE,David Njoku,David Njoku LAC,david njoku,LAC,1.5,17.8,0.1,,,,2.5
2021,1,fantasypros_web,TE,Dalton Schultz,Dalton Schultz HOU,dalton schultz,HOU,1.8,19.2,0.1,,,,2.4
2021,1,fantasypros_web,TE,Adam Trautman,Adam Trautman DEN,adam trautman,DEN,1.4,16.3,0.1,,,,2.2
2021,1,fantasypros_web,TE,Albert Okwuegbunam Jr.,Albert Okwuegbunam Jr. LV,albert okwuegbunam,LV,1.3,16.0,0.1,,,,2.1
2021,1,fantasypros_web,TE,Noah Gray,Noah Gray KC,noah gray,KC,1.3,14.3,0.1,,,,2.0
2021,1,fantasypros_web,TE,Luke Farrell,Luke Farrell SF,luke farrell,SF,1.3,14.1,0.1,,,,2.0
2021,1,fantasypros_web,TE,Harrison Bryant,Harrison Bryant SEA,harrison bryant,SEA,1.5,15.7,0.1,,,,2.0
2021,1,fantasypros_web,TE,Drew Sample,Drew Sample CIN,drew sample,CIN,1.7,15.8,0.1,,,,1.9
2021,1,fantasypros_web,TE,Tommy Tremble,Tommy Tremble CAR,tommy tremble,CAR,1.2,11.3,0.1,,,,1.7
2021,1,fantasypros_web,TE,Hunter Long,Hunter Long JAC,hunter long,JAX,1.6,16.3,0.1,,,,1.7
2021,1,fantasypros_web,TE,Kylen Granson,Kylen Granson TEN,kylen granson,TEN,1.2,11.9,0.1,,,,1.7
2021,1,fantasypros_web,TE,Chris Manhertz,Chris Manhertz NYG,chris manhertz,NYG,1.3,12.9,0.1,,,,1.6
2021,1,fantasypros_web,TE,Pat Freiermuth,Pat Freiermuth PIT,pat freiermuth,PIT,1.3,12.1,0.1,,,,1.5
2021,1,fantasypros_web,TE,Durham Smythe,Durham Smythe BAL,durham smythe,BAL,1.1,9.5,0.1,,,,1.3
2021,1,fantasypros_web,TE,John Bates,John Bates WAS,john bates,WSH,1.1,9.6,0.1,,,,1.2
2021,1,fantasypros_web,TE,Foster Moreau,Foster Moreau HOU,foster moreau,HOU,0.7,6.9,0.1,,,,1.2
2021,1,fantasypros_web,TE,Ian Thomas,Ian Thomas LV,ian thomas,LV,1.0,8.2,0.1,,,,1.2
2021,1,fantasypros_web,TE,Josh Oliver,Josh Oliver MIN,josh oliver,MIN,0.9,8.6,0.1,,,,1.2
2021,1,fantasypros_web,TE,Brevin Jordan,Brevin Jordan HOU,brevin jordan,HOU,1.0,11.0,0.0,,,,1.1
2021,1,fantasypros_web,TE,Reggie Gilliam,Reggie Gilliam NE,reggie gilliam,NE,0.5,4.0,0.1,,,,1.0
2021,1,fantasypros_web,TE,Charlie Woerner,Charlie Woerner ATL,charlie woerner,ATL,0.4,4.8,0.0,,,,0.5
2021,1,fantasypros_web,TE,Johnny Mundt,Johnny Mundt PHI,johnny mundt,PHI,0.3,2.7,0.0,,,,0.4
2021,1,fantasypros_web,TE,Eric Saubert,Eric Saubert SEA,eric saubert,SEA,0.4,3.7,0.0,,,,0.4
2021,1,fantasypros_web,WR,Davante Adams,Davante Adams LAR,davante adams,LAR,7.7,97.4,0.9,0.0,0.0,0.0,15.0
2021,1,fantasypros_web,WR,Calvin Ridley,Calvin Ridley TEN,calvin ridley,TEN,6.1,91.3,0.7,0.2,1.5,0.0,13.7
2021,1,fantasypros_web,WR,DK Metcalf,DK Metcalf PIT,dk metcalf,PIT,5.5,86.7,0.7,0.1,0.3,0.0,13.0
2021,1,fantasypros_web,WR,DeAndre Hopkins,DeAndre Hopkins BAL,deandre hopkins,BAL,7.3,87.6,0.7,0.0,0.3,0.0,12.7
2021,1,fantasypros_web,WR,A.J. Brown,A.J. Brown PHI,aj brown,PHI,5.4,78.3,0.8,0.1,1.2,0.0,12.5
2021,1,fantasypros_web,WR,Terry McLaurin,Terry McLaurin WAS,terry mclaurin,WSH,6.0,80.5,0.6,0.2,0.9,0.0,11.9
2021,1,fantasypros_web,WR,Justin Jefferson,Justin Jefferson MIN,justin jefferson,MIN,5.7,88.2,0.5,0.1,0.3,0.0,11.8
2021,1,fantasypros_web,WR,Tyler Lockett,Tyler Lockett LV,tyler lockett,LV,6.2,74.8,0.7,0.1,0.4,0.0,11.5
2021,1,fantasypros_web,WR,Mike Evans,Mike Evans SF,mike evans,SF,4.7,70.1,0.7,0.0,0.0,0.0,11.4
2021,1,fantasypros_web,WR,Tee Higgins,Tee Higgins CIN,tee higgins,CIN,5.3,73.4,0.6,0.2,1.0,0.0,11.2
2021,1,fantasypros_web,WR,DJ Moore,DJ Moore BUF,dj moore,BUF,5.2,75.2,0.6,0.2,1.4,0.0,11.2
2021,1,fantasypros_web,WR,CeeDee Lamb,CeeDee Lamb DAL,ceedee lamb,DAL,5.5,68.8,0.6,0.6,3.6,0.0,11.1
2021,1,fantasypros_web,WR,Chris Godwin Jr.,Chris Godwin Jr. TB,chris godwin,TB,5.1,69.1,0.7,0.0,0.2,0.0,10.8
2021,1,fantasypros_web,WR,Cooper Kupp,Cooper Kupp SEA,cooper kupp,SEA,5.6,67.2,0.6,0.2,1.0,0.0,10.6
2021,1,fantasypros_web,WR,Keenan Allen,Keenan Allen LAC,keenan allen,LAC,6.3,67.0,0.6,0.1,0.8,0.0,10.4
2021,1,fantasypros_web,WR,Jakobi Meyers,Jakobi Meyers JAC,jakobi meyers,JAX,5.0,64.7,0.5,0.1,0.4,0.0,9.4
2021,1,fantasypros_web,WR,Michael Pittman Jr.,Michael Pittman Jr. PIT,michael pittman,PIT,4.6,59.4,0.5,0.3,1.4,0.0,9.4
2021,1,fantasypros_web,WR,Jerry Jeudy,Jerry Jeudy CLE,jerry jeudy,CLE,4.8,67.9,0.4,0.0,0.0,0.0,9.1
2021,1,fantasypros_web,WR,Brandon Aiyuk,Brandon Aiyuk SF,brandon aiyuk,SF,4.8,67.4,0.3,1.0,5.9,0.0,9.0
2021,1,fantasypros_web,WR,Hollywood Brown,Hollywood Brown PHI,hollywood brown,PHI,4.3,58.1,0.5,0.1,0.9,0.0,8.8
2021,1,fantasypros_web,WR,DeVonta Smith,DeVonta Smith PHI,devonta smith,PHI,4.4,63.5,0.4,0.2,1.1,0.0,8.7
2021,1,fantasypros_web,WR,Mecole Hardman Jr.,Mecole Hardman Jr. BUF,mecole hardman,BUF,3.8,52.7,0.4,0.4,3.0,0.0,7.8
2021,1,fantasypros_web,WR,Courtland Sutton,Courtland Sutton DEN,courtland sutton,DEN,4.1,60.3,0.2,0.1,0.9,0.0,7.5
2021,1,fantasypros_web,WR,Jaylen Waddle,Jaylen Waddle DEN,jaylen waddle,DEN,3.9,57.6,0.2,0.3,2.1,0.0,6.8
2021,1,fantasypros_web,WR,Ja'Marr Chase,Ja'Marr Chase CIN,jamarr chase,CIN,4.1,56.3,0.2,0.1,0.8,0.0,6.6
2021,1,fantasypros_web,WR,Elijah Moore,Elijah Moore PHI,elijah moore,PHI,4.4,54.3,0.2,0.1,0.8,0.0,6.4
2021,1,fantasypros_web,WR,Darnell Mooney,Darnell Mooney NYG,darnell mooney,NYG,4.4,47.1,0.2,0.2,1.1,0.0,5.7
2021,1,fantasypros_web,WR,Christian Kirk,Christian Kirk SF,christian kirk,SF,3.6,42.4,0.2,0.4,2.3,0.0,5.5
2021,1,fantasypros_web,WR,Terrace Marshall Jr.,Terrace Marshall Jr. MIA,terrace marshall,MIA,3.3,44.9,0.1,0.0,0.4,0.0,5.3
2021,1,fantasypros_web,WR,Parris Campbell,Parris Campbell DAL,parris campbell,DAL,3.4,43.1,0.1,0.5,2.8,0.0,5.2
2021,1,fantasypros_web,WR,Marquez Valdes-Scantling,Marquez Valdes-Scantling DAL,marquez valdesscantling,DAL,2.3,38.9,0.2,0.1,0.9,0.0,4.9
2021,1,fantasypros_web,WR,Darius Slayton,Darius Slayton NYG,darius slayton,NYG,2.9,39.3,0.1,0.1,0.2,0.0,4.8
2021,1,fantasypros_web,WR,Amon-Ra St. Brown,Amon-Ra St. Brown DET,amonra st brown,DET,3.3,39.0,0.1,0.0,0.2,0.0,4.6
2021,1,fantasypros_web,WR,Nico Collins,Nico Collins HOU,nico collins,HOU,2.6,34.1,0.1,0.1,0.4,0.0,4.1
2021,1,fantasypros_web,WR,Quez Watkins,Quez Watkins PHI,quez watkins,PHI,2.5,32.5,0.1,0.0,0.2,0.0,4.0
2021,1,fantasypros_web,WR,Kendrick Bourne,Kendrick Bourne ARI,kendrick bourne,ARI,2.5,31.9,0.1,0.0,0.0,0.0,4.0
2021,1,fantasypros_web,WR,Tim Patrick,Tim Patrick NYJ,tim patrick,NYJ,2.2,29.5,0.1,0.0,0.0,0.0,3.7
2021,1,fantasypros_web,WR,Dyami Brown,Dyami Brown WAS,dyami brown,WSH,2.1,30.9,0.1,0.0,0.2,0.0,3.6
2021,1,fantasypros_web,WR,Lil'Jordan Humphrey,Lil'Jordan Humphrey DEN,liljordan humphrey,DEN,2.0,25.9,0.1,0.2,1.3,0.0,3.3
2021,1,fantasypros_web,WR,Demarcus Robinson,Demarcus Robinson SF,demarcus robinson,SF,2.0,24.6,0.1,0.0,0.0,0.0,3.1
2021,1,fantasypros_web,WR,Olamide Zaccheaus,Olamide Zaccheaus ATL,olamide zaccheaus,ATL,1.6,23.9,0.1,0.0,0.1,0.0,3.1
2021,1,fantasypros_web,WR,Kalif Raymond,Kalif Raymond CHI,kalif raymond,CHI,2.0,24.7,0.1,0.0,0.0,0.0,2.8
2021,1,fantasypros_web,WR,Van Jefferson,Van Jefferson WAS,van jefferson,WSH,1.6,20.0,0.1,0.0,0.0,0.0,2.7
2021,1,fantasypros_web,WR,Scotty Miller,Scotty Miller CHI,scotty miller,CHI,1.3,18.4,0.1,0.2,1.2,0.0,2.5
2021,1,fantasypros_web,WR,Joshua Palmer,Joshua Palmer BUF,joshua palmer,BUF,1.4,17.0,0.1,0.1,0.5,0.0,2.1
2021,1,fantasypros_web,WR,Devin Duvernay,Devin Duvernay ARI,devin duvernay,ARI,1.2,17.3,0.0,0.1,1.1,0.0,2.1
2021,1,fantasypros_web,WR,Tylan Wallace,Tylan Wallace CLE,tylan wallace,CLE,1.0,12.2,0.1,0.0,0.3,0.0,1.7
2021,1,fantasypros_web,WR,K.J. Osborn,K.J. Osborn TEN,kj osborn,TEN,0.9,13.2,0.1,0.1,0.4,0.0,1.6
2021,1,fantasypros_web,WR,Jauan Jennings,Jauan Jennings MIN,jauan jennings,MIN,0.7,9.4,0.1,0.0,0.5,0.0,1.3
2021,1,fantasypros_web,WR,Trent Sherfield Sr.,Trent Sherfield Sr. BUF,trent sherfield,BUF,0.7,9.8,0.0,0.0,0.0,0.0,1.2
2021,1,fantasypros_web,WR,Tutu Atwell,Tutu Atwell MIA,tutu atwell,MIA,0.7,8.3,0.1,0.0,0.2,0.0,1.1
2021,1,fantasypros_web,WR,Gunner Olszewski,Gunner Olszewski NYG,gunner olszewski,NYG,0.5,6.7,0.0,0.2,0.9,0.0,1.0
2021,1,fantasypros_web,WR,Ihmir Smith-Marsette,Ihmir Smith-Marsette ARI,ihmir smithmarsette,ARI,0.5,6.7,0.0,0.0,0.2,0.0,0.9
2021,1,fantasypros_web,WR,Nick Westbrook-Ikhine,Nick Westbrook-Ikhine IND,nick westbrookikhine,IND,0.5,6.7,0.0,0.0,0.0,0.0,0.9
2021,1,fantasypros_web,WR,Mack Hollins,Mack Hollins NE,mack hollins,NE,0.4,7.1,0.0,0.0,0.1,0.0,0.9
2021,1,fantasypros_web,WR,Simi Fehoko,Simi Fehoko ARI,simi fehoko,ARI,0.5,6.3,0.0,0.0,0.1,0.0,0.8
2021,1,fantasypros_web,WR,Ashton Dulin,Ashton Dulin IND,ashton dulin,IND,0.2,4.7,0.0,0.0,1.0,0.0,0.7
2021,1,fantasypros_web,WR,Tyler Johnson,Tyler Johnson DAL,tyler johnson,DAL,0.1,3.0,0.0,0.0,0.0,0.0,0.4
2021,1,fantasypros_web,WR,Phillip Dorsett II,Phillip Dorsett II LV,phillip dorsett,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,1,fantasypros_web,WR,Seth Williams,Seth Williams LV,seth williams,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2,fantasypros_web,RB,Alvin Kamara,Alvin Kamara NO,alvin kamara,NO,5.3,45.4,0.3,15.8,73.8,0.7,17.6
2021,2,fantasypros_web,RB,Christian McCaffrey,Christian McCaffrey SF,christian mccaffrey,SF,5.7,45.3,0.2,18.7,77.5,0.7,17.3
2021,2,fantasypros_web,RB,Derrick Henry,Derrick Henry BAL,derrick henry,BAL,1.8,14.6,0.1,21.8,101.4,0.8,16.6
2021,2,fantasypros_web,RB,Aaron Jones Sr.,Aaron Jones Sr. MIN,aaron jones,MIN,3.5,30.1,0.2,15.1,76.4,0.8,16.2
2021,2,fantasypros_web,RB,Najee Harris,Najee Harris LAC,najee harris,LAC,3.0,25.1,0.1,18.7,79.2,0.7,15.0
2021,2,fantasypros_web,RB,David Montgomery,David Montgomery HOU,david montgomery,HOU,2.8,21.1,0.1,17.8,75.8,0.6,14.0
2021,2,fantasypros_web,RB,Jonathan Taylor,Jonathan Taylor IND,jonathan taylor,IND,2.8,23.2,0.1,15.7,66.5,0.6,13.0
2021,2,fantasypros_web,RB,D'Andre Swift,D'Andre Swift CHI,dandre swift,CHI,4.5,39.4,0.2,11.8,51.3,0.5,12.9
2021,2,fantasypros_web,RB,Saquon Barkley,Saquon Barkley PHI,saquon barkley,PHI,2.8,21.2,0.1,12.7,55.7,0.4,10.7
2021,2,fantasypros_web,RB,Chase Edmonds,Chase Edmonds WAS,chase edmonds,WSH,3.5,28.7,0.2,10.4,43.8,0.2,9.3
2021,2,fantasypros_web,RB,Javonte Williams,Javonte Williams DAL,javonte williams,DAL,1.4,12.1,0.1,12.9,52.0,0.4,9.3
2021,2,fantasypros_web,RB,Devin Singletary,Devin Singletary NYG,devin singletary,NYG,2.3,16.3,0.1,12.3,47.7,0.2,7.9
2021,2,fantasypros_web,RB,James Conner,James Conner ARI,james conner,ARI,1.4,10.5,0.0,11.0,46.2,0.3,7.4
2021,2,fantasypros_web,RB,AJ Dillon,AJ Dillon CAR,aj dillon,CAR,0.6,5.9,0.0,8.9,39.2,0.3,6.0
2021,2,fantasypros_web,RB,Tony Pollard,Tony Pollard TEN,tony pollard,TEN,1.8,13.8,0.1,5.5,24.8,0.2,5.2
2021,2,fantasypros_web,RB,Kenneth Gainwell,Kenneth Gainwell TB,kenneth gainwell,TB,1.4,11.5,0.1,6.1,23.0,0.2,4.6
2021,2,fantasypros_web,RB,Ty Johnson,Ty Johnson BUF,ty johnson,BUF,1.8,13.6,0.1,5.4,23.5,0.1,4.5
2021,2,fantasypros_web,RB,Michael Carter,Michael Carter TEN,michael carter,TEN,1.2,9.4,0.0,6.2,23.5,0.1,4.1
2021,2,fantasypros_web,RB,Samaje Perine,Samaje Perine CIN,samaje perine,CIN,0.9,6.8,0.0,3.5,15.2,0.1,2.8
2021,2,fantasypros_web,RB,DeeJay Dallas,DeeJay Dallas JAC,deejay dallas,JAX,0.9,7.7,0.0,3.1,11.7,0.1,2.5
2021,2,fantasypros_web,RB,Kyle Juszczyk,Kyle Juszczyk SF,kyle juszczyk,SF,1.3,12.2,0.1,0.7,2.5,0.0,2.1
2021,2,fantasypros_web,RB,Jeremy McNichols,Jeremy McNichols WAS,jeremy mcnichols,WSH,0.9,6.6,0.0,2.7,9.3,0.0,2.0
2021,2,fantasypros_web,RB,Chuba Hubbard,Chuba Hubbard CAR,chuba hubbard,CAR,0.7,5.0,0.0,1.8,6.5,0.0,1.4
2021,2,fantasypros_web,RB,Jaret Patterson,Jaret Patterson LAC,jaret patterson,LAC,0.3,2.4,0.0,1.5,7.2,0.1,1.3
2021,2,fantasypros_web,RB,Alec Ingold,Alec Ingold LAC,alec ingold,LAC,0.9,7.8,0.0,0.3,1.2,0.0,1.2
2021,2,fantasypros_web,RB,Ameer Abdullah,Ameer Abdullah JAC,ameer abdullah,JAX,0.6,4.0,0.0,1.2,5.0,0.0,1.2
2021,2,fantasypros_web,RB,Patrick Ricard,Patrick Ricard NYG,patrick ricard,NYG,1.0,7.6,0.1,0.1,0.1,0.0,1.2
2021,2,fantasypros_web,RB,Travis Homer,Travis Homer PIT,travis homer,PIT,0.5,3.8,0.0,0.7,4.7,0.0,1.2
2021,2,fantasypros_web,RB,Gary Brightwell,Gary Brightwell CIN,gary brightwell,CIN,0.2,1.7,0.0,0.4,3.0,0.0,0.6
2021,2,fantasypros_web,RB,Michael Burton,Michael Burton CLE,michael burton,CLE,0.3,1.7,0.0,0.2,0.9,0.0,0.3
2021,2,fantasypros_web,RB,Nick Bellore,Nick Bellore WAS,nick bellore,WSH,0.1,1.0,0.0,0.3,0.9,0.0,0.2
2021,2,fantasypros_web,RB,Reggie Gilliam,Reggie Gilliam NE,reggie gilliam,NE,0.1,1.0,0.0,0.0,0.0,0.0,0.1
2021,2,fantasypros_web,RB,Patrick Taylor Jr.,Patrick Taylor Jr. SF,patrick taylor,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2,fantasypros_web,RB,Kene Nwangwu,Kene Nwangwu NYJ,kene nwangwu,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2,fantasypros_web,TE,Travis Kelce,Travis Kelce KC,travis kelce,KC,7.1,89.4,0.8,,,,13.4
2021,2,fantasypros_web,TE,George Kittle,George Kittle SF,george kittle,SF,5.4,69.0,0.5,,,,10.1
2021,2,fantasypros_web,TE,Mark Andrews,Mark Andrews BAL,mark andrews,BAL,4.9,59.1,0.6,,,,9.5
2021,2,fantasypros_web,TE,T.J. Hockenson,T.J. Hockenson MIN,tj hockenson,MIN,4.9,57.5,0.5,,,,8.5
2021,2,fantasypros_web,TE,Noah Fant,Noah Fant NO,noah fant,NO,4.6,54.8,0.5,,,,8.2
2021,2,fantasypros_web,TE,Tyler Higbee,Tyler Higbee LAR,tyler higbee,LAR,4.0,44.1,0.4,,,,6.7
2021,2,fantasypros_web,TE,Dallas Goedert,Dallas Goedert PHI,dallas goedert,PHI,3.7,40.5,0.4,,,,6.7
2021,2,fantasypros_web,TE,Kyle Pitts Sr.,Kyle Pitts Sr. ATL,kyle pitts,ATL,4.2,45.5,0.2,,,,5.8
2021,2,fantasypros_web,TE,Austin Hooper,Austin Hooper ATL,austin hooper,ATL,3.3,35.7,0.3,,,,5.2
2021,2,fantasypros_web,TE,Cole Kmet,Cole Kmet CHI,cole kmet,CHI,3.5,36.2,0.2,,,,5.0
2021,2,fantasypros_web,TE,Hunter Henry,Hunter Henry NE,hunter henry,NE,3.0,34.5,0.2,,,,4.8
2021,2,fantasypros_web,TE,Mike Gesicki,Mike Gesicki CIN,mike gesicki,CIN,2.9,34.2,0.2,,,,4.8
2021,2,fantasypros_web,TE,Dawson Knox,Dawson Knox BUF,dawson knox,BUF,2.5,29.4,0.2,,,,4.2
2021,2,fantasypros_web,TE,Adam Trautman,Adam Trautman DEN,adam trautman,DEN,2.5,28.2,0.2,,,,3.9
2021,2,fantasypros_web,TE,Dalton Schultz,Dalton Schultz HOU,dalton schultz,HOU,2.8,28.6,0.2,,,,3.8
2021,2,fantasypros_web,TE,David Njoku,David Njoku LAC,david njoku,LAC,1.9,25.8,0.2,,,,3.6
2021,2,fantasypros_web,TE,Albert Okwuegbunam Jr.,Albert Okwuegbunam Jr. LV,albert okwuegbunam,LV,2.3,26.2,0.2,,,,3.6
2021,2,fantasypros_web,TE,Tyler Conklin,Tyler Conklin DET,tyler conklin,DET,2.7,29.0,0.1,,,,3.6
2021,2,fantasypros_web,TE,Juwan Johnson,Juwan Johnson NO,juwan johnson,NO,1.8,22.6,0.1,,,,3.0
2021,2,fantasypros_web,TE,Pat Freiermuth,Pat Freiermuth PIT,pat freiermuth,PIT,1.7,18.5,0.1,,,,2.6
2021,2,fantasypros_web,TE,Mo Alie-Cox,Mo Alie-Cox IND,mo aliecox,IND,1.8,19.8,0.1,,,,2.6
2021,2,fantasypros_web,TE,Harrison Bryant,Harrison Bryant SEA,harrison bryant,SEA,1.2,13.8,0.2,,,,2.2
