player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Elijah Mitchell,57272,HB,SF,1,27,4,1,16.7,16,0,96,0,0,4,85,45.0,2,5,28,0,13,79.0,72.0,77.0,,77.6,56.0,69.6,75.6,16,0,-11,1,10,32,0,0,1,28,1,96,85,3.15,3.6,-1.1,14
Cam Akers,57206,HB,LA,1,17,3,1,27.3,15,0,55,1,0,3,40,39.2,1,1,26,0,1,76.6,58.7,75.8,,76.2,49.0,61.5,,15,0,40,1,10,17,0,0,2,18,0,55,40,2.35,3.2,4.0,16
Ke'Shawn Vaughn,45866,HB,TB,1,17,2,1,32.1,17,0,53,0,0,2,40,24.8,1,5,30,0,13,76.6,70.1,75.6,,68.5,57.1,71.4,60.0,17,0,9,2,17,18,0,0,2,19,1,53,40,2.35,3.1,0.53,3
Joe Mixon,11803,HB,CIN,1,17,1,0,0.0,0,0,48,0,1,1,30,16.8,1,2,7,0,9,77.2,54.9,77.3,,74.4,64.5,51.8,60.0,10,0,28,4,24,23,0,0,5,21,0,48,30,1.76,2.8,1.17,7
Devin Singletary,40485,HB,BUF,1,16,4,1,19.8,16,0,81,0,0,4,42,55.3,2,9,4,0,9,76.6,79.2,76.8,,59.0,62.7,84.8,50.3,16,0,13,3,23,19,0,0,3,19,2,81,42,2.63,5.1,0.57,6
Sony Michel,27589,HB,LA,1,13,1,1,60.3,35,0,58,0,0,1,22,13.0,1,1,26,0,3,74.7,54.9,73.3,,,52.7,57.5,60.0,35,0,0,0,8,16,0,0,0,13,0,58,22,1.69,4.5,0.0,10
Josh Jacobs,45953,HB,LV,1,13,3,1,42.2,35,0,83,0,0,3,66,89.6,2,3,23,0,2,76.6,74.4,75.6,,75.1,75.5,73.0,,35,0,44,4,32,15,0,0,5,17,0,83,66,5.08,6.4,1.38,11
Giovani Bernard,7818,HB,TB,1,13,1,0,0.0,0,0,44,1,0,1,25,10.7,0,2,30,0,12,76.3,67.9,74.4,,68.5,63.6,68.4,,8,0,39,5,21,13,0,0,7,18,1,44,25,1.92,3.4,1.86,0
Najee Harris,57121,HB,PIT,1,12,1,0,0.0,0,0,29,0,0,1,31,18.5,0,0,25,1,1,22.8,49.8,75.4,,42.2,26.9,63.0,60.0,8,0,-1,2,12,13,0,0,2,14,0,29,31,2.58,2.4,-0.08,9
Jerick McKinnon,8731,HB,KC,1,12,2,1,24.6,15,0,61,0,1,2,22,30.6,4,4,16,0,4,75.7,71.7,79.4,,79.4,80.7,64.4,,15,0,81,6,35,12,0,0,6,18,0,61,22,1.83,5.1,2.31,8
