player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Dallas Goedert,47272,TE,PHI,1,12.8,6,50.0,100.0,1,1,0,14.3,1,6,24,0,49.2,68.8,91.2,70.7,85.9,21.7,10,0,28,4.3,2,46,0,6,87.0,40,63.0,29,75.7,12,0,15.2,7,92,36,6.0,15.3,2.3
Ja'Marr Chase,84270,WR,CIN,1,12.8,0,75.0,50.0,2,4,0,18.2,2,7,7,0,38.7,72.5,82.9,,80.4,0.0,0,0,28,0.0,0,36,0,9,100.0,36,16.7,6,104.9,12,0,83.3,30,116,17,1.9,12.9,3.22
Darren Waller,9637,TE,LV,1,8.3,1,58.3,50.0,1,2,0,0.0,0,5,23,0,75.6,69.5,72.0,73.7,73.2,50.8,30,0,23,3.4,2,59,1,7,89.8,53,30.5,18,77.1,12,0,18.6,11,76,17,2.4,10.9,1.43
Hunter Renfrow,47509,WR,LV,1,6.3,1,72.7,0.0,0,2,0,0.0,0,1,23,0,76.5,71.3,55.8,,55.7,0.0,0,0,16,0.0,0,52,0,8,94.2,49,67.3,35,84.7,11,0,30.8,16,58,38,4.8,7.3,1.18
Christian Kirk,47546,WR,ARZ,1,12.6,0,54.5,50.0,1,2,0,0.0,0,1,1,0,75.6,72.0,59.5,,64.4,0.0,0,0,23,0.0,0,34,1,6,94.1,32,64.7,22,66.9,11,0,35.3,12,51,14,2.3,8.5,1.59
Mike Evans,8642,WR,TB,1,8.0,2,90.0,0.0,0,1,0,0.0,0,5,30,0,77.3,70.6,82.3,,80.5,0.0,0,0,36,0.0,0,40,0,9,97.5,39,25.0,10,148.8,10,1,75.0,30,117,44,4.9,13.0,3.0
Diontae Johnson,33441,WR,PIT,1,11.3,0,50.0,0.0,0,1,0,28.6,2,4,25,0,29.2,68.0,57.3,,59.0,0.0,0,0,13,0.0,0,42,1,5,95.2,40,9.5,4,91.3,10,1,90.5,38,34,9,1.8,6.8,0.85
Cedrick Wilson Jr.,48170,WR,DAL,1,15.4,1,50.0,100.0,1,1,0,0.0,0,1,9,1,73.4,19.7,54.9,,58.2,0.0,0,1,24,0.0,0,49,1,5,93.9,46,87.8,43,30.0,10,0,12.2,6,62,22,4.4,12.4,1.35
Amari Cooper,9437,WR,DAL,1,10.2,0,60.0,0.0,0,1,0,14.3,1,3,9,0,49.2,68.8,65.9,,63.8,0.0,0,0,20,0.0,0,50,0,6,94.0,47,22.0,11,112.1,10,1,78.0,39,64,4,0.7,10.7,1.36
Jakobi Meyers,47468,WR,NE,1,7.7,0,66.7,100.0,1,1,0,14.3,1,3,19,0,49.7,68.8,64.0,66.2,63.7,0.0,0,0,19,2.4,1,42,0,6,95.2,40,59.5,25,76.2,9,0,40.5,17,40,3,0.5,6.7,1.0
