pick,player,model_prob,market_prob,edge,abs_edge,model_version,run_timestamp,source,market_timestamp
1,Fernando Mendoza,1.0,0.0,1.0,1.0,v1,2026-04-15T15:50:01,,
18,Dillon Thieneman,0.449,0.0,0.449,0.449,v1,2026-04-15T15:50:01,,
12,Jermod McCoy,0.4352,0.0,0.4352,0.4352,v1,2026-04-15T15:50:01,,
17,Kadyn Proctor,0.411,0.0,0.411,0.411,v1,2026-04-15T15:50:01,,
2,David Bailey,0.3834,0.0,0.3834,0.3834,v1,2026-04-15T15:50:01,,
7,Rueben Bain,0.3608,0.0,0.3608,0.3608,v1,2026-04-15T15:50:01,,
25,Peter Woods,0.3558,0.0,0.3558,0.3558,v1,2026-04-15T15:50:01,,
15,Keldric Faulk,0.3242,0.0,0.3242,0.3242,v1,2026-04-15T15:50:01,,
14,Olaivavega Ioane,0.3048,0.0,0.3048,0.3048,v1,2026-04-15T15:50:01,,
18,Emmanuel McNeil-Warren,0.276,0.0,0.276,0.276,v1,2026-04-15T15:50:01,,
10,Caleb Downs,0.4318,0.1589006626170234,0.2728993373829766,0.2728993373829766,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
19,Kenyon Sadiq,0.2708,0.0,0.2708,0.2708,v1,2026-04-15T15:50:01,,
13,Jordyn Tyson,0.2614,0.0,0.2614,0.2614,v1,2026-04-15T15:50:01,,
15,Kenyon Sadiq,0.245,0.0,0.245,0.245,v1,2026-04-15T15:50:01,,
8,Mansoor Delane,0.3564,0.113217111596065,0.24318288840393498,0.24318288840393498,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
25,Kayden McDonald,0.2424,0.0,0.2424,0.2424,v1,2026-04-15T15:50:01,,
11,Makai Lemon,0.2364,0.0,0.2364,0.2364,v1,2026-04-15T15:50:01,,
8,Rueben Bain,0.223,0.0,0.223,0.223,v1,2026-04-15T15:50:01,,
24,Caleb Lomu,0.22,0.0,0.22,0.22,v1,2026-04-15T15:50:01,,
32,Colton Hood,0.2162,0.0,0.2162,0.2162,v1,2026-04-15T15:50:01,,
2,Arvell Reese,0.5228,0.7343734660187259,-0.21157346601872584,0.21157346601872584,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
28,Kayden McDonald,0.21,0.0,0.21,0.21,v1,2026-04-15T15:50:01,,
13,Spencer Fano,0.1996,0.0,0.1996,0.1996,v1,2026-04-15T15:50:01,,
32,Zion Young,0.1982,0.0,0.1982,0.1982,v1,2026-04-15T15:50:01,,
14,Jordyn Tyson,0.1976,0.0,0.1976,0.1976,v1,2026-04-15T15:50:01,,
31,Cashius Howell,0.1972,0.0,0.1972,0.1972,v1,2026-04-15T15:50:01,,
24,Kevin Concepcion,0.1962,0.0,0.1962,0.1962,v1,2026-04-15T15:50:01,,
26,T.J. Parker,0.1932,0.0,0.1932,0.1932,v1,2026-04-15T15:50:01,,
3,Francis Mauigoa,0.3194,0.1263856274360412,0.1930143725639588,0.1930143725639588,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
26,Denzel Boston,0.188,0.0,0.188,0.188,v1,2026-04-15T15:50:01,,
30,Colton Hood,0.187,0.0,0.187,0.187,v1,2026-04-15T15:50:01,,
29,Avieon Terrell,0.186,0.0,0.186,0.186,v1,2026-04-15T15:50:01,,
25,Emmanuel McNeil-Warren,0.184,0.0,0.184,0.184,v1,2026-04-15T15:50:01,,
5,Carnell Tate,0.2386,0.0569254192482456,0.1816745807517544,0.1816745807517544,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
23,Caleb Lomu,0.1774,0.0,0.1774,0.1774,v1,2026-04-15T15:50:01,,
13,Monroe Freeling,0.177,0.0,0.177,0.177,v1,2026-04-15T15:50:01,,
29,Cashius Howell,0.1736,0.0,0.1736,0.1736,v1,2026-04-15T15:50:01,,
23,Blake Miller,0.1718,0.0,0.1718,0.1718,v1,2026-04-15T15:50:01,,
21,Kadyn Proctor,0.1704,0.0,0.1704,0.1704,v1,2026-04-15T15:50:01,,
13,Makai Lemon,0.167,0.0,0.167,0.167,v1,2026-04-15T15:50:01,,
21,Blake Miller,0.1668,0.0,0.1668,0.1668,v1,2026-04-15T15:50:01,,
1,Arvell Reese,0.0,0.1665386785634265,-0.1665386785634265,0.1665386785634265,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
19,Akheem Mesidor,0.1658,0.0,0.1658,0.1658,v1,2026-04-15T15:50:01,,
21,Caleb Lomu,0.162,0.0,0.162,0.162,v1,2026-04-15T15:50:01,,
28,Max Iheanachor,0.1608,0.0,0.1608,0.1608,v1,2026-04-15T15:50:01,,
20,Akheem Mesidor,0.159,0.0,0.159,0.159,v1,2026-04-15T15:50:01,,
28,Peter Woods,0.1578,0.0,0.1578,0.1578,v1,2026-04-15T15:50:01,,
15,Akheem Mesidor,0.1574,0.0,0.1574,0.1574,v1,2026-04-15T15:50:01,,
29,T.J. Parker,0.1574,0.0,0.1574,0.1574,v1,2026-04-15T15:50:01,,
11,Jordyn Tyson,0.153,0.0,0.153,0.153,v1,2026-04-15T15:50:01,,
12,Mansoor Delane,0.149,0.0,0.149,0.149,v1,2026-04-15T15:50:01,,
26,Kevin Concepcion,0.1486,0.0,0.1486,0.1486,v1,2026-04-15T15:50:01,,
1,David Bailey,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
1,Ty Simpson,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
11,Jermod McCoy,0.1482,0.0,0.1482,0.1482,v1,2026-04-15T15:50:01,,
16,Akheem Mesidor,0.1464,0.0,0.1464,0.1464,v1,2026-04-15T15:50:01,,
11,Mansoor Delane,0.1444,0.0,0.1444,0.1444,v1,2026-04-15T15:50:01,,
9,Rueben Bain Jr.,0.0,0.1431959336557933,-0.1431959336557933,0.1431959336557933,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
6,Francis Mauigoa,0.2276,0.0855536690776973,0.14204633092230268,0.14204633092230268,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
27,Denzel Boston,0.1394,0.0,0.1394,0.1394,v1,2026-04-15T15:50:01,,
30,Cashius Howell,0.1382,0.0,0.1382,0.1382,v1,2026-04-15T15:50:01,,
32,Chris Johnson,0.1374,0.0,0.1374,0.1374,v1,2026-04-15T15:50:01,,
16,Omar Cooper Jr.,0.133,0.0,0.133,0.133,v1,2026-04-15T15:50:01,,
31,Zion Young,0.1322,0.0,0.1322,0.1322,v1,2026-04-15T15:50:01,,
8,Rueben Bain Jr.,0.0,0.1320866301954092,-0.1320866301954092,0.1320866301954092,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
20,Avieon Terrell,0.1316,0.0,0.1316,0.1316,v1,2026-04-15T15:50:01,,
22,Akheem Mesidor,0.1298,0.0,0.1298,0.1298,v1,2026-04-15T15:50:01,,
9,Mansoor Delane,0.225,0.0996145625431606,0.1253854374568394,0.1253854374568394,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
14,Makai Lemon,0.1238,0.0,0.1238,0.1238,v1,2026-04-15T15:50:01,,
16,Keldric Faulk,0.1202,0.0,0.1202,0.1202,v1,2026-04-15T15:50:01,,
22,Omar Cooper Jr.,0.1184,0.0,0.1184,0.1184,v1,2026-04-15T15:50:01,,
19,Keldric Faulk,0.1176,0.0,0.1176,0.1176,v1,2026-04-15T15:50:01,,
27,Caleb Lomu,0.1164,0.0,0.1164,0.1164,v1,2026-04-15T15:50:01,,
27,T.J. Parker,0.115,0.0,0.115,0.115,v1,2026-04-15T15:50:01,,
11,Olaivavega Ioane,0.1148,0.0,0.1148,0.1148,v1,2026-04-15T15:50:01,,
9,Rueben Bain,0.1136,0.0,0.1136,0.1136,v1,2026-04-15T15:50:01,,
22,T.J. Parker,0.1132,0.0,0.1132,0.1132,v1,2026-04-15T15:50:01,,
16,Jordyn Tyson,0.1126,0.0,0.1126,0.1126,v1,2026-04-15T15:50:01,,
16,Olaivavega Ioane,0.1126,0.0,0.1126,0.1126,v1,2026-04-15T15:50:01,,
20,Keldric Faulk,0.112,0.0,0.112,0.112,v1,2026-04-15T15:50:01,,
1,Caleb Downs,0.0,0.1114845699474177,-0.1114845699474177,0.1114845699474177,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
1,Rueben Bain Jr.,0.0,0.1114845699474177,-0.1114845699474177,0.1114845699474177,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
20,Emmanuel McNeil-Warren,0.111,0.0,0.111,0.111,v1,2026-04-15T15:50:01,,
6,Sonny Styles,0.0316,0.1425894484628289,-0.11098944846282889,0.11098944846282889,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
23,Kevin Concepcion,0.11,0.0,0.11,0.11,v1,2026-04-15T15:50:01,,
10,Sonny Styles,0.173,0.064396584323741,0.10860341567625899,0.10860341567625899,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
23,Omar Cooper Jr.,0.1082,0.0,0.1082,0.1082,v1,2026-04-15T15:50:01,,
26,Cashius Howell,0.1082,0.0,0.1082,0.1082,v1,2026-04-15T15:50:01,,
19,Omar Cooper Jr.,0.1076,0.0,0.1076,0.1076,v1,2026-04-15T15:50:01,,
20,Dillon Thieneman,0.105,0.0,0.105,0.105,v1,2026-04-15T15:50:01,,
14,Omar Cooper Jr.,0.1048,0.0,0.1048,0.1048,v1,2026-04-15T15:50:01,,
7,Jeremiyah Love,0.0764,0.1810020198770779,-0.1046020198770779,0.1046020198770779,v1,2026-04-15T15:50:01,DraftKings,2026-04-15 15:51:34
27,Kevin Concepcion,0.104,0.0,0.104,0.104,v1,2026-04-15T15:50:01,,
30,Denzel Boston,0.104,0.0,0.104,0.104,v1,2026-04-15T15:50:01,,
32,Cashius Howell,0.1036,0.0,0.1036,0.1036,v1,2026-04-15T15:50:01,,
31,Max Iheanachor,0.1026,0.0,0.1026,0.1026,v1,2026-04-15T15:50:01,,
14,Kenyon Sadiq,0.1016,0.0,0.1016,0.1016,v1,2026-04-15T15:50:01,,
17,Spencer Fano,0.1,0.0,0.1,0.1,v1,2026-04-15T15:50:01,,
22,Kevin Concepcion,0.0972,0.0,0.0972,0.0972,v1,2026-04-15T15:50:01,,
24,Denzel Boston,0.097,0.0,0.097,0.097,v1,2026-04-15T15:50:01,,
