team,position,count,probability,moneyline
MIA,QB,23,0.0046,+21639
MIN,S,3824,0.7648,-325
MIN,RB,364,0.0728,+1274
MIN,CB,218,0.0436,+2194
MIN,OT,176,0.0352,+2741
MIN,DT,128,0.0256,+3806
MIN,EDGE,107,0.0214,+4573
MIN,WR,78,0.0156,+6310
MIN,TE,55,0.011,+8991
MIN,IOL,39,0.0078,+12721
MIN,LB,11,0.0022,+45355
NE,EDGE,2318,0.4636,+116
NE,DT,821,0.1642,+509
NE,OT,813,0.1626,+515
NE,WR,487,0.0974,+927
NE,TE,172,0.0344,+2807
NE,LB,166,0.0332,+2912
NE,CB,137,0.0274,+3550
NE,QB,33,0.0066,+15052
NE,IOL,30,0.006,+16567
NE,S,21,0.0042,+23710
NE,RB,2,0.0004,+249900
NO,CB,2036,0.4072,+146
NO,EDGE,1237,0.2474,+304
NO,WR,1202,0.2404,+316
NO,LB,239,0.0478,+1992
NO,OT,131,0.0262,+3717
NO,S,77,0.0154,+6394
NO,RB,72,0.0144,+6844
NO,IOL,4,0.0008,+124900
NO,TE,2,0.0004,+249900
NYG,WR,1315,0.263,+280
NYG,LB,1252,0.2504,+299
NYG,OT,960,0.192,+421
NYG,RB,745,0.149,+571
NYG,S,607,0.1214,+724
NYG,EDGE,102,0.0204,+4802
NYG,CB,19,0.0038,+26216
NYJ,EDGE,3406,0.6812,-214
NYJ,LB,2969,0.5938,-146
NYJ,WR,1829,0.3658,+173
NYJ,IOL,563,0.1126,+788
NYJ,CB,387,0.0774,+1192
NYJ,OT,330,0.066,+1415
NYJ,S,169,0.0338,+2859
NYJ,RB,160,0.032,+3025
NYJ,TE,119,0.0238,+4102
NYJ,QB,65,0.013,+7592
NYJ,DT,3,0.0006,+166567
PHI,OT,2417,0.4834,+107
PHI,WR,1457,0.2914,+243
PHI,EDGE,717,0.1434,+597
PHI,S,281,0.0562,+1679
PHI,TE,46,0.0092,+10770
PHI,DT,36,0.0072,+13789
PHI,CB,22,0.0044,+22627
PHI,RB,12,0.0024,+41567
PHI,LB,8,0.0016,+62400
PHI,IOL,4,0.0008,+124900
PIT,OT,3265,0.653,-188
PIT,WR,913,0.1826,+448
PIT,CB,375,0.075,+1233
PIT,RB,155,0.031,+3126
PIT,EDGE,103,0.0206,+4754
PIT,IOL,65,0.013,+7592
PIT,S,43,0.0086,+11528
PIT,QB,39,0.0078,+12721
PIT,DT,30,0.006,+16567
PIT,LB,6,0.0012,+83233
PIT,TE,6,0.0012,+83233
SEA,CB,2276,0.4552,+120
SEA,EDGE,1950,0.39,+156
SEA,IOL,370,0.074,+1251
SEA,LB,109,0.0218,+4487
SEA,OT,99,0.0198,+4951
SEA,DT,74,0.0148,+6657
SEA,WR,47,0.0094,+10538
SEA,QB,35,0.007,+14186
SEA,S,18,0.0036,+27678
SEA,RB,11,0.0022,+45355
SEA,TE,11,0.0022,+45355
SF,OT,1746,0.3492,+186
SF,WR,1385,0.277,+261
SF,EDGE,1112,0.2224,+350
SF,CB,283,0.0566,+1667
SF,IOL,185,0.037,+2603
SF,S,124,0.0248,+3932
SF,DT,100,0.02,+4900
SF,LB,27,0.0054,+18419
SF,TE,23,0.0046,+21639
SF,RB,13,0.0026,+38362
SF,QB,2,0.0004,+249900
TB,EDGE,2581,0.5162,-107
TB,TE,1225,0.245,+308
TB,CB,449,0.0898,+1014
TB,IOL,375,0.075,+1233
TB,OT,146,0.0292,+3325
TB,WR,80,0.016,+6150
TB,RB,64,0.0128,+7712
TB,S,47,0.0094,+10538
TB,LB,33,0.0066,+15052
TEN,RB,1968,0.3936,+154
TEN,EDGE,1473,0.2946,+239
TEN,LB,845,0.169,+492
TEN,WR,610,0.122,+720
TEN,OT,86,0.0172,+5714
TEN,CB,9,0.0018,+55456
TEN,S,9,0.0018,+55456
WAS,EDGE,2036,0.4072,+146
WAS,WR,991,0.1982,+405
WAS,LB,838,0.1676,+497
WAS,S,500,0.1,+900
WAS,RB,382,0.0764,+1209
WAS,OT,145,0.029,+3348
WAS,CB,104,0.0208,+4708
WAS,IOL,2,0.0004,+249900
WAS,TE,2,0.0004,+249900
