team,position,count,probability,moneyline
ARI,OT,1725,0.345,+190
ARI,EDGE,1624,0.3248,+208
ARI,LB,1540,0.308,+225
ARI,RB,68,0.0136,+7253
ARI,WR,31,0.0062,+16029
ARI,CB,10,0.002,+49900
ARI,S,2,0.0004,+249900
BAL,WR,2223,0.4446,+125
BAL,IOL,1524,0.3048,+228
BAL,TE,508,0.1016,+884
BAL,OT,325,0.065,+1438
BAL,EDGE,167,0.0334,+2894
BAL,RB,99,0.0198,+4951
BAL,S,62,0.0124,+7965
BAL,CB,49,0.0098,+10104
BAL,LB,43,0.0086,+11528
BUF,WR,1893,0.3786,+164
BUF,EDGE,1830,0.366,+173
BUF,DT,579,0.1158,+764
BUF,IOL,197,0.0394,+2438
BUF,S,161,0.0322,+3006
BUF,OT,148,0.0296,+3278
BUF,CB,101,0.0202,+4850
BUF,LB,63,0.0126,+7837
BUF,RB,12,0.0024,+41567
BUF,QB,8,0.0016,+62400
BUF,TE,8,0.0016,+62400
CAR,EDGE,1543,0.3086,+224
CAR,TE,1354,0.2708,+269
CAR,WR,970,0.194,+415
CAR,OT,669,0.1338,+647
CAR,DT,191,0.0382,+2518
CAR,S,98,0.0196,+5002
CAR,CB,72,0.0144,+6844
CAR,RB,60,0.012,+8233
CAR,LB,27,0.0054,+18419
CAR,IOL,16,0.0032,+31150
CHI,DT,3057,0.6114,-157
CHI,S,1162,0.2324,+330
CHI,CB,258,0.0516,+1838
CHI,OT,215,0.043,+2226
CHI,WR,152,0.0304,+3189
CHI,EDGE,85,0.017,+5782
CHI,RB,21,0.0042,+23710
CHI,TE,16,0.0032,+31150
CHI,LB,14,0.0028,+35614
CHI,IOL,13,0.0026,+38362
CHI,QB,7,0.0014,+71329
CIN,S,2650,0.53,-113
CIN,LB,939,0.1878,+432
CIN,OT,458,0.0916,+992
CIN,IOL,261,0.0522,+1816
CIN,CB,232,0.0464,+2055
CIN,WR,194,0.0388,+2477
CIN,EDGE,124,0.0248,+3932
CIN,RB,115,0.023,+4248
CIN,TE,27,0.0054,+18419
CLE,OT,4241,0.8482,-559
CLE,WR,4233,0.8466,-552
CLE,EDGE,358,0.0716,+1297
CLE,RB,240,0.048,+1983
CLE,LB,205,0.041,+2339
CLE,CB,197,0.0394,+2438
CLE,IOL,189,0.0378,+2546
CLE,S,147,0.0294,+3301
CLE,DT,106,0.0212,+4617
CLE,QB,67,0.0134,+7363
CLE,TE,17,0.0034,+29312
DAL,CB,3725,0.745,-292
DAL,EDGE,1923,0.3846,+160
DAL,S,1513,0.3026,+230
DAL,OT,936,0.1872,+434
DAL,LB,726,0.1452,+589
DAL,DT,441,0.0882,+1034
DAL,WR,440,0.088,+1036
DAL,RB,164,0.0328,+2949
DAL,TE,72,0.0144,+6844
DAL,IOL,60,0.012,+8233
DET,OT,4250,0.85,-567
DET,EDGE,204,0.0408,+2351
DET,S,117,0.0234,+4174
DET,DT,112,0.0224,+4364
DET,WR,83,0.0166,+5924
DET,RB,73,0.0146,+6749
DET,TE,67,0.0134,+7363
DET,IOL,50,0.01,+9900
DET,LB,35,0.007,+14186
DET,CB,9,0.0018,+55456
HOU,DT,2056,0.4112,+143
HOU,OT,1961,0.3922,+155
HOU,IOL,303,0.0606,+1550
HOU,EDGE,197,0.0394,+2438
HOU,CB,186,0.0372,+2588
HOU,WR,138,0.0276,+3523
HOU,RB,67,0.0134,+7363
HOU,LB,44,0.0088,+11264
HOU,TE,19,0.0038,+26216
HOU,QB,15,0.003,+33233
HOU,S,14,0.0028,+35614
KC,CB,3158,0.6316,-171
KC,EDGE,2998,0.5996,-150
KC,OT,1684,0.3368,+197
KC,WR,1055,0.211,+374
KC,S,831,0.1662,+502
KC,LB,107,0.0214,+4573
KC,DT,74,0.0148,+6657
KC,RB,37,0.0074,+13414
KC,TE,21,0.0042,+23710
KC,IOL,19,0.0038,+26216
KC,QB,16,0.0032,+31150
LAC,EDGE,1893,0.3786,+164
LAC,WR,1381,0.2762,+262
LAC,DT,664,0.1328,+653
LAC,S,576,0.1152,+768
LAC,IOL,200,0.04,+2400
LAC,OT,189,0.0378,+2546
LAC,CB,51,0.0102,+9704
LAC,LB,17,0.0034,+29312
LAC,RB,16,0.0032,+31150
LAC,TE,10,0.002,+49900
LAC,QB,3,0.0006,+166567
LAR,OT,2366,0.4732,+111
LAR,WR,2287,0.4574,+119
LAR,LB,99,0.0198,+4951
LAR,RB,61,0.0122,+8097
LAR,S,47,0.0094,+10538
LAR,EDGE,39,0.0078,+12721
LAR,TE,35,0.007,+14186
LAR,CB,33,0.0066,+15052
LAR,IOL,32,0.0064,+15525
LAR,QB,1,0.0002,+499900
LV,QB,5000,1.0,-inf
MIA,CB,3050,0.61,-156
MIA,WR,2789,0.5578,-126
MIA,EDGE,1745,0.349,+187
MIA,IOL,1049,0.2098,+377
MIA,S,485,0.097,+931
MIA,OT,306,0.0612,+1534
MIA,TE,288,0.0576,+1636
MIA,DT,120,0.024,+4067
MIA,LB,93,0.0186,+5276
MIA,RB,52,0.0104,+9515
